slug,name,source,url,local,sha256,meets,members,overview,charter_ref,facebook,facebook_scope,fetched_at
personnel-committee,Personnel Committee,town,https://www.lunenburgma.gov/284/Personnel-Committee,sources/town-supplementary/docs/board-284-personnel-committee.html,a8eeb70071d0730edc6b3a37d9b04eb607f4aa025334b85952eff15b6c7f8753,"Zoom Meeting
Additional meetings are scheduled as necessary","Tanya Dall, Chair, Term to expire June 30, 2029
Pauline Roy, Vice-Chair, Term to expire June 30, 2028
David Bartlett, Clerk, Term to expire June 30, 2027
Vacancy, Term to expire June 30, 2029
Vacancy, Term to expire June 30, 2028","It is the mission of the Personnel Committee to promote and maintain consistent and equitable standards in the administration of the Town's Personnel Bylaw, called the Salary Administration Plan, in conjunction with the Town Manager, and to represent the interests of both taxpayers and town employees.
Please use the navigation menu to locate past minutes and agendas. The next meeting agenda is posted there at least 48 hours prior to the meeting and often a week or more in advance.
The Personnel Committee is a five-member Committee appointed by the Select Board with each member serving for a term of three years. A Town employee may have a staff assignment to serve as a subject matter expert and non-voting member of the Personnel Committee.",a Town Bylaw,https://www.facebook.com/townoflunenburgma/,town,2026-09-14T14:56:35Z
planning-board,Planning Board,town,https://www.lunenburgma.gov/285/Planning-Board,sources/town-supplementary/docs/board-285-planning-board.html,854f0294455fa95d701490f27f8ede282611307a9b88abe0c56fecdd67982a3f,"6 pm
2nd and 4th Monday of each month
Joseph F. Bilotta Meeting Room
Town Hall, 2nd Floor
17 Main Street
Lunenburg, MA 01462-0135
For remote attendance, Zoom Links are also available on each meeting's agenda.
Additional meetings are scheduled as necessary.
Filing Deadlines
The dates and associate filing deadlines for each Planning Board meeting are below. The Planning Office will update this information as any changes occur, but please email PlanningBoard@lunenburgma.gov for the most current information.","Matthew Brenner, Chair — Term Expires May 2031
Timothy Willsmer, Vice Chair — Term Expires May 2029
Amanda Reid, Clerk — Term Expires May 2027
Adam Burney, Member — Term Expires May 2030
Anthony Nicastro, Member — Term Expires May 2029","If you choose to use the drop box located at the Lancaster Avenue entrance of the Ritter Building, please notify the Planning Board office.
The Planning Board consists of five members elected for terms of five years each. The Planning Board shall make careful studies of the resources, possibilities, and needs of the town and shall make plans for the development of the town. The Board shall make a comprehensive or master plan, setting forth in graphic and textual form policies to govern the future growth and development of the entire town. The Board shall have the power to regulate the subdivision of land within the town by the adoption of rules and regulations governing such development and the administration of such rules and regulations. The Planning Board shall make recommendations to the town meeting on all matters affecting land use and development, including the zoning by-laws of the town.
Zoning Bylaws are for sale at $35 per copy and the Rules and Regulations Governing the Subdivision of Land are for sale at $90 per copy. Both can be accessed on this page and are also available for purchase at the Planning Office, Ritter Memorial Building, 960 Massachusetts Avenue.",a Town Bylaw,https://www.facebook.com/townoflunenburgma/,town,2026-09-14T14:56:35Z
public-access-cable-committee-pacc,Public Access Cable Committee (PACC),town,https://www.lunenburgma.gov/293/Public-Access-Cable-Committee-PACC,sources/town-supplementary/docs/board-293-public-access-cable-committee-pacc.html,d3c721d9944c60e9ac28c8c1c8bf9c0dfc583a074aeb286f53ce1f8a243f348f,,"Email Public Access Cable Committee
Steve Walker, Chair — Term Expires June 2029
Faith Beall, Vice Chair — Term Expires June 2027
Steve Archambault, Secretary — Term Expires June 2027
Brian Vienneau, Member — Term Expires June 2028
Vacancy — Term Expires June 2029","Channel 9- Public
Channel 8- Government
Channel 22- Educational
Lunenburg Access YouTube Channel
How to Access Our YouTube Channel and Download Videos (PDF)",,https://www.facebook.com/profile.php?id=100049243010799,board,2026-09-14T14:56:35Z
select-board,Select Board,town,https://www.lunenburgma.gov/295/Select-Board,sources/town-supplementary/docs/board-295-select-board.html,f69355de88da3efd1fe2503609d6fa6067ecaf98316a48fb011c06ae47d3a18f,"7 pm
Every Tuesday except for the last Tuesday of the month
Joseph F. Bilotta Meeting Room
Town Hall, 2nd Floor
17 Main Street
Lunenburg, MA 01462-0135","Renee Emkey, Chair — Term Expires May 2029
Brian Lehtinen, Vice Chair — Term Expires May 2028
Glenn McLeod, Clerk — Term Expires May 2028
Vacancy — Term Expires May 2027
Vacancy — Term Expires May 2029",,,https://www.facebook.com/townoflunenburgma/,town,2026-09-14T14:56:35Z
sewer-commission,Sewer Commission,town,https://www.lunenburgma.gov/302/Sewer-Commission,sources/town-supplementary/docs/board-302-sewer-commission.html,90a624559b55259b2645478c248f4bb1c0b286fa88297f10c2d59af406a70f8a,"1st Regular Meeting2nd Tuesday of the month, 6 PM
Zoom and DPW Building
2nd Regular MeetingLast Tuesday of the month, 6 PM
Zoom Only
The Commission has been holding its meetings via Zoom. The links to the Zoom meetings are found with the posted agendas for public participation. Then the meeting recordings are found on the Lunenburg Access channel/YouTube.","Brett Ramsden, Chair — Term Expires May 2029
Scott Dall, Vice Chair — Term Expires May 2028
Dan Proctor, Clerk — Term Expires May 2027
Arthur Katis, Member — Term Expires May 2027
Allan Wilson, Member — Term Expires May 2028","The Sewer Commission office is in the DPW Building at 520 Chase Road - the office is open from 7 am to 3 pm. The Commission regularly meets twice a month. The Commission meetings historically were held on the 2nd Tuesday (at the DPW Building) and the last Tuesday (in person at Town Hall) but check each posted agenda to be sure.
The Commission has been holding its meetings via Zoom. The links to the Zoom meetings are found with the posted agendas for public participation. Then the meeting recordings are found on the Lunenburg Access channel/YouTube.
The Sewer Commission is a five-member elected board. The Sewer Commission works in concert with the DPW and DPW Director to plan and implement changes, upgrades, and maintenance. Note: the Town's public water supply is administered by the Lunenburg Water District 978-582-4532 and is a separate entity from the Town. If you need a Betterment Payoff amount or Release of Lien, please Email Tax Collectors' Office or call 978-582-4132.
The Charter
The Sewer Commissioners shall make careful studies of the resources, possibilities, and needs of the Town as they relate to the availability of sanitary sewers and shall make plans for the installation of a system of sanitary sewers and for the maintenance of a sanitary sewer system. The Sewer Commission shall develop a comprehensive or master plan for a town-wide system of sanitary sewers, setting forth, in graphic and textual form, policies to govern the future growth and development of the entire Town. The Board of Sewer Commissioners shall, in conjunction with other land use bodies, assist in developing a long-range strategic plan for guiding town growth and development. The powers and authority of the Sewer Commission shall include oversight of the Sewer Enterprise Fund, setting rates and charges for the use of the sanitary sewer system, ratification responsibility for the Sewer Business Manager, and providing advice to the Board of Selectmen relating to intergovernmental agreements concerning sanitary sewers. The day-to-day operation, care, and maintenance of the sanitary sewers shall be under the supervision of the Town Manager. The Sewer Commission shall make an annual report to the Town Meeting, including a full accounting of the Sewer Enterprise Fund, information regarding the condition of the Town's sewer system and any plans or proposals for its development, and estimates of their cost.",,https://www.facebook.com/townoflunenburgma/,town,2026-09-14T14:56:35Z
stormwater-task-force,Stormwater Task Force,town,https://www.lunenburgma.gov/317/Stormwater-Task-Force,sources/town-supplementary/docs/board-317-stormwater-task-force.html,ca145b44498732a9f176aa368d61c2f89a307e514374c61c2fac55e61627a8ab,,"Timothy Willsmer, Chair (Planning Board Representative)
John Beale, Member at Large
Renee Emkey (Select Board Representative)
Jenny Pewtherer, Member (Conservation Commission Representative)
Mark Muzzi, Member at Large","Welcome to the Lunenburg Stormwater Task Force. The Stormwater Task Force is charged with the development of a comprehensive stormwater management plan that complies with state and federal regulations, provides a storm and surface water system that controls damage from storms, protects surface water quality and the environment. The plan shall determine which local agency or agencies will be responsible for implementation, establish the estimated cost of the program, as well as provide for the creation of an ongoing funding source to enable its success.
The Stormwater Task Force held its initial meeting on January 27, 2016.
We will provide information for citizens as we search through the plethora of data out there to determine what will be most useful. Please do not hesitate to email suggestions for inclusion.
All members are appointed by the Select Board. The group includes one member from the Select Board, Conservation Commission, and Planning Board. The Select Board voted to add two citizens-at-large (who live on local lakes) to the Stormwater Task Force in November 2021.
Learn more about the Stormwater Task Force (PDF)
Overview of Stormwater and the Stormwater Task Force- YouTube
The Town of Lunenburg is seeking information from residents and businesses regarding their knowledge of stormwater-related issues in the community. In order to better understand what the Town must do to inform residents and businesses, we ask that you complete the following questionnaire and return it either electronically or in hard copy.
2019 Stormwater Survey",,https://www.facebook.com/townoflunenburgma/,town,2026-09-14T14:56:35Z
town-manager-screening-committee,Town Manager Screening Committee,town,https://www.lunenburgma.gov/716/Town-Manager-Screening-Committee,sources/town-supplementary/docs/board-716-town-manager-screening-committee.html,0b0002a9e69999e1ff93430f73e551e57b02c348a9e7916ffbc4cf61f435fe0d,,"Tim Murphy, Town Moderator
Tom Alonzo, Representative from the Select Board
Peter Beardmore, Representative from the School Committee
Chris Menard, Representative from the Finance Committee
Matthew Brenner, Representative from the Planning Board","From Town Charter, Section 4-1:
""The Town Manager shall be appointed by the Select Board from names submitted to it by a Town Manager Screening Committee which shall consist of 1 member of the Select Board, designated by it, 1 member of the School Committee, designated by it, 1 member of the planning board, designated by it, 1 member of the Finance Committee designated by it and the Town Moderator, who shall serve as the chair and call all meetings of the Town Manager Screening Committee. Whenever the position of Town Manager shall be vacant, the Town Manager Screening Committee shall be convened and shall solicit candidates, review applications, interview and rate candidates and submit the names of qualified candidates to the Select Board who shall appoint a Town Manager only from the names so prepared and submitted to it.
The Town Manager shall be a person especially fitted by education, training and previous experience in public administration and finance to perform the duties of the office. The Select Board shall appoint the Town Manager to serve for an indefinite term and shall fix the compensation for such person, annually, within the amount appropriated by the town. The Town Manager shall be appointed solely on the basis of demonstrated executive and administrative qualifications with special emphasis on financial matters. The Select Board may enter into a contract of employment with the town manager over wages, hours, benefits and other conditions of employment but no such contract shall be deemed to prevent the removal of the Town Manager by a majority vote of the full select board. The Town Manager need not be a resident of the town or of the commonwealth. The Town Manager shall not have served in an elective or appointive office in the town government for at least 365 days prior to appointment. The town may, from time to time, establish by by-law, such additional qualifications as seem necessary and appropriate.""","Town Charter, Section 4-1",https://www.facebook.com/townoflunenburgma/,town,2026-09-14T14:56:35Z
tri-board,Tri-Board,town,https://www.lunenburgma.gov/766/Tri-Board,sources/town-supplementary/docs/board-766-tri-board.html,0133d3aaa94f9572a4e570737ade08387390052ce611d0e9389c07a8911b7d93,,,,,https://www.facebook.com/townoflunenburgma/,town,2026-09-14T14:56:35Z
trust-fund-commission,Trust Fund Commission,town,https://www.lunenburgma.gov/224/Trust-Fund-Commission,sources/town-supplementary/docs/board-224-trust-fund-commission.html,cafbb9e264c8fdba691f6b80a039fca14d42c83041e4be0fee0e5271df7a935b,,"John Bowen, Chair — Term Expires May 2027
Richard Howard, Chair — Term Expires May 2027
Vacancy","The Board of Commissioners of Trust Funds shall have the management of all trust funds given or bequeathed for the benefit of the Town or the residents, unless the donor, in making the gift or bequest, shall make some other provision for the management of the fund. The Board shall, consistent with the terms of the trusts, manage and control said trusts, and distribute the income in accordance with the trusts.
There shall be a Board of Commissioners of Trust Funds consisting of 3 members who shall be elected for terms of 3 years each, so arranged that the term of 1 member shall expire each year.",,https://www.facebook.com/townoflunenburgma/,town,2026-09-14T14:56:35Z
zoning-board-of-appeals,Zoning Board of Appeals,town,https://www.lunenburgma.gov/322/Zoning-Board-of-Appeals,sources/town-supplementary/docs/board-322-zoning-board-of-appeals.html,70e32b58886aa97a7dab734c26ae829f714edae85f270cb267de252b5db4f566,,"Alfred J. Gravelle, Chair — Term Expires June 2028
Patrick J. Callahan, Vice Chair — Term Expires June 2028
David Blatt, Member — Term Expires June 2027
Anthony Nicastro, Member — Term Expires June 2028
Karin Menard, Member — Term Expires June 2031
Donald Gurney, Associate Member — Term Expires June 2028
Vacancy, Associate Member — Term Expires June 2028
Vacancy, Associate Member — Term Expires June 2026
Online Application Requests
Board of Appeals By-Law
Rules and Regulations
Zoning Map
Agendas & Minutes
Careers
Online Payments & Applications
Calendar
Explore & Discover Trails
Town Meeting & Finances
-->
Town of Lunenburg
17 Main Street
P.O. Box 135
Lunenburg, MA 01462
Phone: 978-582-4130
Quick Links
Boards and Commissions
Charter and Town Bylaws
Explore Lunenburg Brochure
Police
Town Clerk
/QuickLinks.aspx
Site Links
Home
Site Map","Composition: The Lunenburg Board of Appeals consists of 5 members and 3 associate members, members are appointed by the Select Board for terms of five years and associate members for terms of three years.
Powers and Duties: The Zoning Board of Appeals shall hear and decide appeals, hear and decide applications for special permits upon which the Board is empowered to act, hear and decide petitions for variances. The Zoning Board of Appeals shall adopt rules, not inconsistent with the provisions of the Town Zoning Bylaws, for the conduct of its own business and shall file a copy of said rules with the Town Clerk. In exercising the powers granted to the Zoning Board of Appeals, the Board may make orders or decisions, reverse or affirm in whole or part, or modify any order or decision, and may issue or direct the issuance of a permit.
Protective ""Zoning"" Bylaws can be found online through ecode360 here.
VOLUNTEERS NEEDED
Zoning Board of Appeals seeks 2 Associate Members
To apply, please go to our Serve on A Board or Committee page OR please reach out to Melissa Richard",a Town Bylaw,https://www.facebook.com/townoflunenburgma/,town,2026-09-14T14:56:35Z
school-committee,School Committee,district,https://www.lunenburgschools.net/school-committee-1,sources/district-budget/docs/school-committee-page.html,875e2df0fed384dcd8803ebf3499971adc73903f4c85ba7ce8761607c3a3cf88,"Lunenburg School Committee meetings are broadcast live the first Wednesday of every month on Public Access Channel 8.
The SC meetings are rebroadcast, as follows:
Saturday & Sunday at 7 am
Monday at 4 pm
Tuesday & Thursday at 8 am","Laura Brzozoski, Chair — Term expires 2029
Anthony Sculimbrene, Vice Chair — Term expires 2027
Mandy Gilman, Secretary — Term expires 2028
Emily Young, Member — Term expires 2028
Jean Russell, Member — Term expires 2029","The School Committee is a body of the school district, not of the town: five members elected town-wide to three-year terms, with general charge of the public schools under Massachusetts General Laws Chapter 71, Section 37. Its page is on the district’s site, which is why it is not on the town’s list of boards.","M.G.L. c. 71, § 37",https://www.facebook.com/groups/564560797698530,board,2026-09-14T14:56:35Z
