fy,page,order,post,kind,section,section_basis,stated_members,person,vacancies,term_expires,note,size_check
2016,8,25,Library Trustees,board seat,elected,,,Donna Saiia,0,2019,,no check
2016,8,26,Library Trustees,board seat,elected,,,Gare Thompson,0,2019,,no check
2016,8,27,Library Trustees,board seat,elected,,,Susan Visser,0,2017,,no check
2016,8,28,Library Trustees,board seat,elected,,,Lars H. Widstrand,0,2018,,no check
2016,8,29,Library Trustees,board seat,elected,,,Moderator - 3 year tern,0,,,no check
2016,8,30,Library Trustees,board seat,elected,,,Timothy W. Murphy,0,2018,,no check
2016,9,31,Park Commission,board seat,elected,,,Dennis Mannone,0,2019,,no check
2016,9,32,Park Commission,board seat,elected,,,Karin Menard,0,2018,,no check
2016,9,33,Park Commission,board seat,elected,,,Pete McCauliff,0,,"appointed July 19, 2016*",no check
2016,9,34,Park Commission,board seat,elected,,,Robert Robuccio,0,,resigned June 2016,no check
2016,9,35,Park Commission,board seat,elected,,,* Serving until next annual election,0,,,no check
2016,9,36,Planning Board,board seat,elected,,,Matthew Allison,0,2020,,no check
2016,9,37,Planning Board,board seat,elected,,,Gregory P. Bittner,0,2017,,no check
2016,9,38,Planning Board,board seat,elected,,,Kenneth Chenis,0,2019,,no check
2016,9,39,Planning Board,board seat,elected,,,Damon J. McQuaid,0,2018,,no check
2016,9,40,Planning Board,board seat,elected,,,David Prokowiew,0,2021,,no check
2016,9,41,School Committee,board seat,elected,,,Dawn-Marie Ayles,0,2019,,no check
2016,9,42,School Committee,board seat,elected,,,Wendy Bertrand,0,2018,,no check
2016,9,43,School Committee,board seat,elected,,,Michael Mackin,0,2017,,no check
2016,9,44,School Committee,board seat,elected,,,Heather Sroka,0,2017,,no check
2016,9,45,School Committee,board seat,elected,,,Meredith Weiss,0,2019,,no check
2016,9,46,Sewer Commission - 1/2,board seat,elected,,,Joseph Anderson,0,,"appointed July 5, 2016*",no check
2016,9,47,Sewer Commission - 1/2,board seat,elected,,,Susan Bunish,0,,resigned July 2016,no check
2016,9,48,Sewer Commission - 1/2,board seat,elected,,,Troy Daniels,0,,resigned January 2016,no check
2016,9,49,Sewer Commission - 1/2,board seat,elected,,,Carl Luck,0,2019,,no check
2016,9,50,Sewer Commission - 1/2,board seat,elected,,,Joan Pease,0,,"appointed July 19, 2016*",no check
2016,9,51,Sewer Commission - 1/2,board seat,elected,,,John Reynolds,0,2019,,no check
2016,9,52,Sewer Commission - 1/2,board seat,elected,,,Richard St. Cyr,0,,"appointed October 11, 2016*",no check
2016,9,53,Sewer Commission - 1/2,board seat,elected,,,*Serving until next annual election,0,,,no check
2016,9,54,Town Clerk,board seat,elected,,,Kathyrn M. Herrick,0,2019,,no check
2016,9,55,Trust Fund Commission,board seat,elected,,,Michael D. Gale,0,2018,,no check
2016,9,56,Trust Fund Commission,board seat,elected,,,Robert Herrick,0,2019,,no check
2016,9,57,Trust Fund Commission,board seat,elected,,,Karen Ullo,0,2017,,no check
2016,10,58,AGRICULTURAL COMMISSION,board seat,appointed,,,Maureen Dupuis,0,2019,,no check
2016,10,59,AGRICULTURAL COMMISSION,board seat,appointed,,,Douglas MacMillan,0,2018,,no check
2016,10,60,AGRICULTURAL COMMISSION,board seat,appointed,,,Jeffrey Mendoza,0,2018,,no check
2016,10,61,AGRICULTURAL COMMISSION,board seat,appointed,,,Arthur Snow,0,2019,,no check
2016,10,62,AGRICULTURAL COMMISSION,board seat,appointed,,,Renee Trakimas,0,2017,,no check
2016,10,63,ANIMAL CONTROL OFFICER,officer,appointed,,,Kathleen M. Comeau,0,,,no check
2016,10,64,ANIMAL CONTROL OFFICER,officer,appointed,,,Kathleen M. Comeau,0,,,no check
2016,10,65,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC),board seat,appointed,,,Brian Corcoran,0,2018,,no check
2016,10,66,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC),board seat,appointed,,,Cullen Dwyer,0,2017,,no check
2016,10,67,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC),board seat,appointed,,,Matthew Kehrer,0,2019,,no check
2016,10,68,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC),board seat,appointed,,,Jim LaVeck,0,2017,,no check
2016,10,69,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC),board seat,appointed,,,Richard McGrath,0,2019,,no check
2016,10,70,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC),board seat,appointed,,,Ruth Anderson,0,2018,,no check
2016,10,71,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC),board seat,appointed,,,Kathy Herrick- Town Clerk,0,,,no check
2016,10,72,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC),board seat,appointed,,,Karen Kemp,0,2017,,no check
2016,10,73,BUILDING COMMISSIONER,officer,appointed,,,Michael Sauvageau,0,,,no check
2016,10,74,BUILDING INSPECTOR (ALTERNATE),officer,appointed,,,Garry Rhodes,0,,,no check
2016,10,75,ASSISTANT BUILDING INSPECTOR,officer,appointed,,,John Morreale,0,,,no check
2016,10,76,BUILDING REUSE COMMITTEE,officer,appointed,,,Ronald Albert,0,,resigned November 2016,no check
2016,10,77,BUILDING REUSE COMMITTEE,officer,appointed,,,"Mark Erickson, Finance Committee Representative",0,,,no check
2016,10,78,BUILDING REUSE COMMITTEE,officer,appointed,,,Rebecca Lantry- Historical Commission,0,,,no check
2016,10,79,BUILDING REUSE COMMITTEE,officer,appointed,,,"Mike Mackin, School Committee Representative",0,,,no check
2016,10,80,BUILDING REUSE COMMITTEE,officer,appointed,,,"David MacDonald, Resident",0,,,no check
2016,10,81,BUILDING REUSE COMMITTEE,officer,appointed,,,"Damon McQuaid, Planning Board Representative",0,,,no check
2016,10,82,BUILDING REUSE COMMITTEE,officer,appointed,,,"Jamie Toale, Board of Selectmen Representative",0,,,no check
2016,10,83,BYLAW REVIEW COMMITTEE,officer,appointed,,,Robert Bowen,0,,,no check
2016,10,84,BYLAW REVIEW COMMITTEE,officer,appointed,,,Nancy Gray,0,,,no check
2016,10,85,BYLAW REVIEW COMMITTEE,officer,appointed,,,Cathy Hennessey,0,,,no check
2016,10,86,BYLAW REVIEW COMMITTEE,officer,appointed,,,Kathryn Herrick-Town Clerk,0,,,no check
2016,10,87,BYLAW REVIEW COMMITTEE,officer,appointed,,,Michelle Smith,0,,,no check
2016,10,88,CABLE ADVISORY COMMITTEE,officer,appointed,,,Tom Alonzo,0,2016,,no check
2016,10,89,CABLE ADVISORY COMMITTEE,officer,appointed,,,Paula Bertram,0,2016,,no check
2016,10,90,CABLE ADVISORY COMMITTEE,officer,appointed,,,Steve Walker,0,2016,,no check
2016,11,91,CAPITAL PLANNING COMMITTEE,board seat,appointed,,,Matthew Allison- Planning Board,0,,,no check
2016,11,92,CAPITAL PLANNING COMMITTEE,board seat,appointed,,,John Henshaw- Finance Committee,0,,,no check
2016,11,93,CAPITAL PLANNING COMMITTEE,board seat,appointed,,,Karin Menard- Member at Large,0,2019,,no check
2016,11,94,CAPITAL PLANNING COMMITTEE,board seat,appointed,,,Heather Sroka- School Committee,0,,,no check
2016,11,95,CAPITAL PLANNING COMMITTEE,board seat,appointed,,,Jamie Toale- Board of Selectmen,0,,,no check
2016,11,96,CAPITAL PLANNING COMMITTEE,board seat,appointed,,,"Kerry A. Lafleur- Town Manager, Ex Officio",0,,,no check
2016,11,97,CLOCK WINDERS,officer,appointed,,,Tom Alonzo,0,,,no check
2016,11,98,CLOCK WINDERS,officer,appointed,,,"Joseph ""Al"" Dettenrieder",0,,,no check
2016,11,99,CLOCK WINDERS,officer,appointed,,,Lou Franco,0,,,no check
2016,11,100,CLOCK WINDERS,officer,appointed,,,Michael Kidney,0,,,no check
2016,11,101,CLOCK WINDERS,officer,appointed,,,John Lynch,0,,,no check
2016,11,102,CLOCK WINDERS,officer,appointed,,,George Martin,0,,,no check
2016,11,103,CONSERVATION COMMISSION,board seat,appointed,,,Tom Bertram,0,2017,,no check
2016,11,104,CONSERVATION COMMISSION,board seat,appointed,,,Richard Bursch,0,2017,,no check
2016,11,105,CONSERVATION COMMISSION,board seat,appointed,,,Todd Dwyer,0,2019,,no check
2016,11,106,CONSERVATION COMMISSION,board seat,appointed,,,Kenneth Jones,0,2018,,no check
2016,11,107,CONSERVATION COMMISSION,board seat,appointed,,,Carl Luck,0,2018,,no check
2016,11,108,CONSERVATION COMMISSION,board seat,appointed,,,Bob Pease,0,2019,,no check
2016,11,109,CONSERVATION COMMISSION,board seat,appointed,,,John Rabbitt,0,2019,,no check
2016,11,110,CONSTABLE,officer,appointed,,,Kevin Rice,0,,,no check
2016,11,111,CONSTABLE,officer,appointed,,,llan Herge,0,,,no check
2016,11,112,CONSTABLE,officer,appointed,,,Stanlev Youn,0,,,no check
2016,11,113,COUNCIL ON AGING,board seat,appointed,,,Elizabeth (Betty) DiGiacomo,0,2018,,no check
2016,11,114,COUNCIL ON AGING,board seat,appointed,,,Jacquelyn Dwyer,0,2019,,no check
2016,11,115,COUNCIL ON AGING,board seat,appointed,,,Brian Guenard,0,2018,,no check
2016,11,116,COUNCIL ON AGING,board seat,appointed,,,Sarah Grant,0,2017,,no check
2016,11,117,COUNCIL ON AGING,board seat,appointed,,,Jean Hobbs- Honorary Member,0,,,no check
2016,11,118,COUNCIL ON AGING,board seat,appointed,,,Debbie Lincoln,0,2018,,no check
2016,11,119,COUNCIL ON AGING,board seat,appointed,,,Pete Lincoln,0,2019,,no check
2016,11,120,COUNCIL ON AGING,board seat,appointed,,,Kevin McNally,0,2019,,no check
2016,11,121,COUNCIL ON AGING,board seat,appointed,,,Cheryl Moisan,0,2017,,no check
2016,11,122,COUNCIL ON AGING,board seat,appointed,,,Diane Nowd,0,2017,,no check
2016,11,123,COUNCIL ON AGING,board seat,appointed,,,Jane Rabbitt,0,2019,,no check
2016,11,124,COUNCIL ON AGING,board seat,appointed,,,Judith Tarbell,0,2019,,no check
2016,11,125,COUNCIL ON AGING DIRECTOR,officer,appointed,,,Susan Doherty,0,,,no check
2016,12,126,CULTURAL COUNCIL,board seat,appointed,,,Brent Benson,0,2017,,no check
2016,12,127,CULTURAL COUNCIL,board seat,appointed,,,Laura Brozozski,0,2018,,no check
2016,12,128,CULTURAL COUNCIL,board seat,appointed,,,Holly Carr,0,2019,,no check
2016,12,129,CULTURAL COUNCIL,board seat,appointed,,,Sarah Coon,0,2018,,no check
2016,12,130,CULTURAL COUNCIL,board seat,appointed,,,Mary Ellen Letarte,0,2018,,no check
2016,12,131,CULTURAL COUNCIL,board seat,appointed,,,Pete McCarron,0,2018,,no check
2016,12,132,DAM KEEPER,officer,appointed,,,Ronald Wilson,0,,,no check
2016,12,133,ASSISTANT DAM KEEPER,officer,appointed,,,Richard Patry,0,,,no check
2016,12,134,FIRE CHIEF/ EMERGENCY MANAGEMENT DIRECTOR/ FOREST WARDEN,officer,appointed,,,Patrick Sullivan,0,,,no check
2016,12,135,FIRE CHIEF/ EMERGENCY MANAGEMENT DIRECTOR/ FOREST WARDEN,officer,appointed,,,RACES CONTROL OPERATOR (Radio Amateur Civil Emergency Service),0,,,no check
2016,12,136,FIRE CHIEF/ EMERGENCY MANAGEMENT DIRECTOR/ FOREST WARDEN,officer,appointed,,,Brian L. LeBlanc,0,,,no check
2016,12,137,FIRE CHIEF/ EMERGENCY MANAGEMENT DIRECTOR/ FOREST WARDEN,officer,appointed,,,Ralph Swick,0,,,no check
2016,12,138,FIRE CHIEF/ EMERGENCY MANAGEMENT DIRECTOR/ FOREST WARDEN,officer,appointed,,,"Jean Swick, Member",0,,,no check
2016,12,139,FENCE VIEWERS,officer,appointed,,,,1,,Vacancies,no check
2016,12,140,FIELD DRIVER,officer,appointed,,,Kathleen Comeau,0,,,no check
2016,12,141,FINANCE COMMITTEE,board seat,appointed,,,Hannah Anderson,0,2019,,no check
2016,12,142,FINANCE COMMITTEE,board seat,appointed,,,Terese Burchfield,0,2018,,no check
2016,12,143,FINANCE COMMITTEE,board seat,appointed,,,Mark Erickson,0,2018,,no check
2016,12,144,FINANCE COMMITTEE,board seat,appointed,,,John Henshaw,0,2019,,no check
2016,12,145,FINANCE COMMITTEE,board seat,appointed,,,Karin Menard,0,,resigned May 2016,no check
2016,12,146,FINANCE COMMITTEE,board seat,appointed,,,George Martin,0,2019,,no check
2016,12,147,FINANCE COMMITTEE,board seat,appointed,,,Jay Simeone,0,2017,,no check
2016,12,148,FINANCE COMMITTEE,board seat,appointed,,,,1,,1 Vacancy,no check
2016,12,149,GREEN COMMUNITY TASK FORCE,officer,appointed,,,David Blatt,0,,,no check
2016,12,150,GREEN COMMUNITY TASK FORCE,officer,appointed,,,Greg Bittner,0,,,no check
2016,12,151,GREEN COMMUNITY TASK FORCE,officer,appointed,,,Michael Conway,0,,,no check
2016,12,152,GCTF ADVISORS,officer,appointed,,,"A dam Burney, Land Use Director",0,,,no check
2016,12,153,GCTF ADVISORS,officer,appointed,,,"James Breault, DPWR",0,,,no check
2016,12,154,GCTF ADVISORS,officer,appointed,,,"John Londa, Director of Facilities & Grounds",0,,,no check
2016,12,155,GCTF ADVISORS,officer,appointed,,,Zachary Cutting,0,,,no check
2016,12,156,GCTF ADVISORS,officer,appointed,,,Elizabeth Murphy,0,,,no check
2016,12,157,GCTF ADVISORS,officer,appointed,,,Neal Sullivan,0,,,no check
2016,12,158,HAZARDOUS WASTE COORDINATOR,officer,appointed,,,Kerry A. Lafleur,0,,,no check
2016,12,159,HEARINGS OFFICER,officer,appointed,,,Kerry A. Lafleur,0,,,no check
2016,12,160,HISTORICAL COMMISSION,board seat,appointed,,,Cullen Dwyer,0,2017,,no check
