key,label,fy,stage,variant,value,documents_disagree,source
hs repair p e equipment,H.S. Repair P.E. Equipment,2022,restated,,0,0,fy24-approved-budget.txt
hs repair p e equipment,H.S. Repair P.E. Equipment,2022,settled,,0,0,fy23-approved-budget.txt
hs repair p e equipment,H.S. Repair P.E. Equipment,2023,proposed,,700,0,fy23-approved-budget.txt
hs repair p e equipment,H.S. Repair P.E. Equipment,2023,settled,,700,0,fy24-approved-budget.txt
hs repair p e equipment,H.S. Repair P.E. Equipment,2024,proposed,,1000,0,final-fy25-budget-4-3-24.txt
hs repair p e equipment,H.S. Repair P.E. Equipment,2025,proposed,,0,0,fy26-school-dept-approved-budget-3-12-25.txt
hs repair p e equipment,H.S. Repair P.E. Equipment,2026,proposed,,1150,0,fy26-school-dept-approved-budget-3-12-25.txt
hs repair p e equipment,H.S. Repair P.E. Equipment,2026,settled,,1150,0,final-budget-document.txt
hs repair p e equipment,H.S. Repair P.E. Equipment,2027,proposed,,1150,0,fy27-budget-projections-as-of-2-16-26-with-restorations.txt
hs repair p e equipment,H.S. Repair P.E. Equipment,2027,proposed,Balanced,0,0,final-budget-document.txt
hs repair p e equipment,H.S. Repair P.E. Equipment,2027,proposed,Core Budget,0,0,final-budget-document.txt
hs repair p e equipment,H.S. Repair P.E. Equipment,2027,proposed,Level Service,0,0,fy27-budget-projections-as-of-3-23-26.txt
hs repair p e equipment,H.S. Repair P.E. Equipment,2027,proposed,Restoration,0,0,final-budget-document.txt
hs repair science equip,H.S. Repair Science Equip,2014,restated,,0,0,fy19-supt-proposed-expense-budget.txt
hs repair science equip,H.S. Repair Science Equip,2015,restated,,400,0,budget-hearing-fy20-proposed-lps-budget.txt
hs repair science equip,H.S. Repair Science Equip,2016,restated,,0,0,budget-hearing-fy20-proposed-lps-budget.txt
hs repair science equip,H.S. Repair Science Equip,2017,restated,,0,0,fy21-approved-school-budget-6-13-20.txt
hs repair science equip,H.S. Repair Science Equip,2018,restated,,0,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
hs repair science equip,H.S. Repair Science Equip,2018,settled,,0,0,fy19-supt-proposed-expense-budget.txt
hs repair science equip,H.S. Repair Science Equip,2019,proposed,,400,0,fy19-supt-proposed-expense-budget.txt
hs repair science equip,H.S. Repair Science Equip,2019,restated,,400,0,fy23-approved-budget.txt
hs repair science equip,H.S. Repair Science Equip,2019,settled,,400,0,budget-hearing-fy20-proposed-lps-budget.txt
hs repair science equip,H.S. Repair Science Equip,2020,proposed,,0,0,budget-hearing-fy20-proposed-lps-budget.txt
hs repair science equip,H.S. Repair Science Equip,2020,restated,,0,0,fy24-approved-budget.txt
hs repair science equip,H.S. Repair Science Equip,2020,settled,,0,0,fy21-approved-school-budget-6-13-20.txt
hs repair science equip,H.S. Repair Science Equip,2021,proposed,,400,0,fy21-approved-school-budget-6-13-20.txt
hs repair science equip,H.S. Repair Science Equip,2021,restated,,400,0,fy24-approved-budget.txt
hs repair science equip,H.S. Repair Science Equip,2021,settled,,400,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
hs repair science equip,H.S. Repair Science Equip,2022,proposed,,0,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
hs repair science equip,H.S. Repair Science Equip,2022,restated,,0,0,fy24-approved-budget.txt
hs repair science equip,H.S. Repair Science Equip,2022,settled,,0,0,fy23-approved-budget.txt
hs repair science equip,H.S. Repair Science Equip,2023,proposed,,800,0,fy23-approved-budget.txt
hs repair science equip,H.S. Repair Science Equip,2023,settled,,800,0,fy24-approved-budget.txt
hs repair science equip,H.S. Repair Science Equip,2024,proposed,,0,0,final-fy25-budget-4-3-24.txt
hs repair science equip,H.S. Repair Science Equip,2025,proposed,,1100,1,fy26-school-dept-approved-budget-3-12-25.txt
hs repair science equip,H.S. Repair Science Equip,2026,proposed,,0,0,fy26-school-dept-approved-budget-3-12-25.txt
hs retirement longevity,H.S. Retirement/Longevity,2014,restated,,37500,0,fy19-supt-proposed-personnel-budget.txt
hs retirement longevity,H.S. Retirement/Longevity,2015,restated,,60000,0,budget-hearing-fy20-proposed-lps-budget.txt
hs retirement longevity,H.S. Retirement/Longevity,2016,restated,,60000,0,budget-hearing-fy20-proposed-lps-budget.txt
hs retirement longevity,H.S. Retirement/Longevity,2017,proposed,,50000,0,fy18-personnel-supt-recommended-budget-revised-6-6-17.txt
hs retirement longevity,H.S. Retirement/Longevity,2017,restated,,45000,0,fy21-approved-school-budget-6-13-20.txt
hs retirement longevity,H.S. Retirement/Longevity,2018,proposed,,52500,0,fy18-personnel-supt-recommended-budget-revised-6-6-17.txt
hs retirement longevity,H.S. Retirement/Longevity,2018,restated,,43500,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
hs retirement longevity,H.S. Retirement/Longevity,2018,settled,,52500,0,fy19-supt-proposed-personnel-budget.txt
hs retirement longevity,H.S. Retirement/Longevity,2019,proposed,,55000,1,fy19-supt-proposed-personnel-budget.txt
hs retirement longevity,H.S. Retirement/Longevity,2019,restated,,15000,0,fy23-approved-budget.txt
hs retirement longevity,H.S. Retirement/Longevity,2019,settled,,10000,0,budget-hearing-fy20-proposed-lps-budget.txt
hs retirement longevity,H.S. Retirement/Longevity,2020,proposed,,10000,0,budget-hearing-fy20-proposed-lps-budget.txt
hs retirement longevity,H.S. Retirement/Longevity,2020,restated,,10000,0,fy24-approved-budget.txt
hs retirement longevity,H.S. Retirement/Longevity,2020,settled,,10000,0,fy21-approved-school-budget-6-13-20.txt
hs retirement longevity,H.S. Retirement/Longevity,2021,proposed,,15000,0,fy21-approved-school-budget-6-13-20.txt
hs retirement longevity,H.S. Retirement/Longevity,2021,restated,,15000,0,fy24-approved-budget.txt
hs retirement longevity,H.S. Retirement/Longevity,2021,settled,,15000,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
hs retirement longevity,H.S. Retirement/Longevity,2022,proposed,,15000,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
hs retirement longevity,H.S. Retirement/Longevity,2022,restated,,6500,0,fy24-approved-budget.txt
hs retirement longevity,H.S. Retirement/Longevity,2022,settled,,12500,0,fy23-approved-budget.txt
hs retirement longevity,H.S. Retirement/Longevity,2023,proposed,,12500,0,fy23-approved-budget.txt
hs retirement longevity,H.S. Retirement/Longevity,2023,settled,,7500,0,fy24-approved-budget.txt
hs retirement longevity,H.S. Retirement/Longevity,2024,proposed,,12500,0,final-fy25-budget-4-3-24.txt
hs retirement longevity,H.S. Retirement/Longevity,2025,proposed,,0,0,fy26-school-dept-approved-budget-3-12-25.txt
hs retirement longevity,H.S. Retirement/Longevity,2026,proposed,,0,0,fy26-school-dept-approved-budget-3-12-25.txt
hs retirement master teacher,H.S. Retirement/Master Teacher,2014,restated,,0,0,fy19-school-level-service-budget-3.txt
hs retirement master teacher,H.S. Retirement/Master Teacher,2015,restated,,0,0,fy19-school-level-service-budget-3.txt
hs retirement master teacher,H.S. Retirement/Master Teacher,2016,restated,,0,0,fy19-school-level-service-budget-3.txt
hs retirement master teacher,H.S. Retirement/Master Teacher,2017,restated,,0,0,fy19-school-level-service-budget-3.txt
hs retirement master teacher,H.S. Retirement/Master Teacher,2018,settled,,0,0,fy19-school-level-service-budget-3.txt
hs retirement master teacher,H.S. Retirement/Master Teacher,2019,proposed,,57500,1,fy19-school-level-service-budget-3.txt
hs science supplies,H.S. Science Supplies,2014,restated,,8018,0,fy19-supt-proposed-expense-budget.txt
hs science supplies,H.S. Science Supplies,2015,restated,,5048,0,budget-hearing-fy20-proposed-lps-budget.txt
hs science supplies,H.S. Science Supplies,2016,restated,,5548,0,budget-hearing-fy20-proposed-lps-budget.txt
hs science supplies,H.S. Science Supplies,2017,proposed,,9164,0,fy18-non-personnel-supt-recommended-budget-revised-6-6-17.txt
hs science supplies,H.S. Science Supplies,2017,restated,,8856,0,fy21-approved-school-budget-6-13-20.txt
hs science supplies,H.S. Science Supplies,2018,proposed,,9164,0,fy18-non-personnel-supt-recommended-budget-revised-6-6-17.txt
hs science supplies,H.S. Science Supplies,2018,restated,,7445,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
hs science supplies,H.S. Science Supplies,2018,settled,,9164,0,fy19-supt-proposed-expense-budget.txt
hs science supplies,H.S. Science Supplies,2019,proposed,,12402,1,fy19-supt-proposed-expense-budget.txt
hs science supplies,H.S. Science Supplies,2019,restated,,8480,0,fy23-approved-budget.txt
hs science supplies,H.S. Science Supplies,2019,settled,,9164,0,budget-hearing-fy20-proposed-lps-budget.txt
hs science supplies,H.S. Science Supplies,2020,proposed,,10272,0,budget-hearing-fy20-proposed-lps-budget.txt
hs science supplies,H.S. Science Supplies,2020,restated,,9860,0,fy24-approved-budget.txt
hs science supplies,H.S. Science Supplies,2020,settled,,10272,0,fy21-approved-school-budget-6-13-20.txt
hs science supplies,H.S. Science Supplies,2021,proposed,,14956,0,fy21-approved-school-budget-6-13-20.txt
hs science supplies,H.S. Science Supplies,2021,restated,,14956,0,fy24-approved-budget.txt
hs science supplies,H.S. Science Supplies,2021,settled,,14956,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
hs science supplies,H.S. Science Supplies,2022,proposed,,14553,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
hs science supplies,H.S. Science Supplies,2022,restated,,13151,0,fy24-approved-budget.txt
hs science supplies,H.S. Science Supplies,2022,settled,,14553,0,fy23-approved-budget.txt
hs science supplies,H.S. Science Supplies,2023,proposed,,13350,0,fy23-approved-budget.txt
hs science supplies,H.S. Science Supplies,2023,restated,,11652,0,fy27-budget-projections-as-of-3-16-26-with-restorations.txt
hs science supplies,H.S. Science Supplies,2023,settled,,13350,0,fy24-approved-budget.txt
hs science supplies,H.S. Science Supplies,2024,proposed,,16485,0,final-fy25-budget-4-3-24.txt
hs science supplies,H.S. Science Supplies,2024,restated,,15587,0,fy27-budget-projections-as-of-3-16-26-with-restorations.txt
hs science supplies,H.S. Science Supplies,2025,proposed,,14697,0,fy26-school-dept-approved-budget-3-12-25.txt
hs science supplies,H.S. Science Supplies,2025,restated,,14514,0,fy27-budget-projections-as-of-3-16-26-with-restorations.txt
hs science supplies,H.S. Science Supplies,2025,settled,,14697,0,fy27-budget-projections-as-of-3-16-26-with-restorations.txt
hs science supplies,H.S. Science Supplies,2026,proposed,,15985,0,fy26-school-dept-approved-budget-3-12-25.txt
hs science supplies,H.S. Science Supplies,2026,settled,,15985,0,final-budget-document.txt
hs science supplies,H.S. Science Supplies,2027,proposed,,17120,1,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
hs science supplies,H.S. Science Supplies,2027,proposed,Balanced,17120,0,final-budget-document.txt
hs science supplies,H.S. Science Supplies,2027,proposed,Core Budget,17120,0,final-budget-document.txt
hs science supplies,H.S. Science Supplies,2027,proposed,Level Service,17120,0,fy27-budget-projections-as-of-3-23-26.txt
hs science supplies,H.S. Science Supplies,2027,proposed,Restoration,17120,0,final-budget-document.txt
hs science textbooks,H.S. Science Textbooks,2014,restated,,0,0,fy19-supt-proposed-expense-budget.txt
hs science textbooks,H.S. Science Textbooks,2015,restated,,2411,0,fy19-supt-proposed-expense-budget.txt
hs science textbooks,H.S. Science Textbooks,2016,restated,,773,0,fy19-supt-proposed-expense-budget.txt
hs science textbooks,H.S. Science Textbooks,2017,proposed,,0,0,fy18-non-personnel-supt-recommended-budget-revised-6-6-17.txt
hs science textbooks,H.S. Science Textbooks,2017,restated,,0,0,fy21-approved-school-budget-6-13-20.txt
hs science textbooks,H.S. Science Textbooks,2018,proposed,,1700,0,fy18-non-personnel-supt-recommended-budget-revised-6-6-17.txt
hs science textbooks,H.S. Science Textbooks,2018,restated,,1700,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
hs science textbooks,H.S. Science Textbooks,2018,settled,,1700,0,fy19-supt-proposed-expense-budget.txt
hs science textbooks,H.S. Science Textbooks,2019,proposed,,0,0,fy19-supt-proposed-expense-budget.txt
hs science textbooks,H.S. Science Textbooks,2019,restated,,0,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
hs science textbooks,H.S. Science Textbooks,2020,restated,,0,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
hs science textbooks,H.S. Science Textbooks,2020,settled,,0,0,fy21-approved-school-budget-6-13-20.txt
hs science textbooks,H.S. Science Textbooks,2021,proposed,,0,0,fy21-approved-school-budget-6-13-20.txt
hs science textbooks,H.S. Science Textbooks,2021,settled,,0,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
hs science textbooks,H.S. Science Textbooks,2022,proposed,,0,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
hs science textbooks,H.S. Science Textbooks,2024,proposed,,0,0,final-fy25-budget-4-3-24.txt
hs science textbooks,H.S. Science Textbooks,2025,proposed,,17250,0,fy26-school-dept-approved-budget-3-12-25.txt
hs science textbooks,H.S. Science Textbooks,2026,proposed,,0,0,fy26-school-dept-approved-budget-3-12-25.txt
hs secretarial contracted services,H.S. Secretarial Contracted Services,2024,proposed,,0,0,final-fy25-budget-4-3-24.txt
hs secretarial contracted services,H.S. Secretarial Contracted Services,2025,proposed,,0,0,fy26-school-dept-approved-budget-3-12-25.txt
hs secretarial contracted services,H.S. Secretarial Contracted Services,2026,proposed,,0,0,fy26-school-dept-approved-budget-3-12-25.txt
hs secretarial overtime,H.S. Secretarial Overtime,2014,restated,,628,0,fy19-supt-proposed-personnel-budget.txt
hs secretarial overtime,H.S. Secretarial Overtime,2015,restated,,0,0,budget-hearing-fy20-proposed-lps-budget.txt
hs secretarial overtime,H.S. Secretarial Overtime,2016,restated,,694,0,budget-hearing-fy20-proposed-lps-budget.txt
hs secretarial overtime,H.S. Secretarial Overtime,2017,restated,,640,0,fy21-approved-school-budget-6-13-20.txt
hs secretarial overtime,H.S. Secretarial Overtime,2018,restated,,656,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
hs secretarial overtime,H.S. Secretarial Overtime,2018,settled,,1839,0,fy19-supt-proposed-personnel-budget.txt
hs secretarial overtime,H.S. Secretarial Overtime,2019,proposed,,1839,0,fy19-supt-proposed-personnel-budget.txt
hs secretarial overtime,H.S. Secretarial Overtime,2019,restated,,2268,0,fy23-approved-budget.txt
hs secretarial overtime,H.S. Secretarial Overtime,2019,settled,,1839,0,budget-hearing-fy20-proposed-lps-budget.txt
hs secretarial overtime,H.S. Secretarial Overtime,2020,proposed,,1100,0,budget-hearing-fy20-proposed-lps-budget.txt
hs secretarial overtime,H.S. Secretarial Overtime,2020,restated,,311,0,fy24-approved-budget.txt
hs secretarial overtime,H.S. Secretarial Overtime,2020,settled,,1100,0,fy21-approved-school-budget-6-13-20.txt
hs secretarial overtime,H.S. Secretarial Overtime,2021,proposed,,1100,0,fy21-approved-school-budget-6-13-20.txt
hs secretarial overtime,H.S. Secretarial Overtime,2021,restated,,1100,0,fy24-approved-budget.txt
hs secretarial overtime,H.S. Secretarial Overtime,2021,settled,,1100,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
hs secretarial overtime,H.S. Secretarial Overtime,2022,proposed,,1100,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
hs secretarial overtime,H.S. Secretarial Overtime,2022,restated,,1602,0,fy24-approved-budget.txt
hs secretarial overtime,H.S. Secretarial Overtime,2022,settled,,1100,0,fy23-approved-budget.txt
hs secretarial overtime,H.S. Secretarial Overtime,2023,proposed,,1000,0,fy23-approved-budget.txt
hs secretarial overtime,H.S. Secretarial Overtime,2023,settled,,1000,0,fy24-approved-budget.txt
hs secretarial overtime,H.S. Secretarial Overtime,2024,proposed,,1000,0,final-fy25-budget-4-3-24.txt
hs secretarial overtime,H.S. Secretarial Overtime,2025,proposed,,800,0,fy26-school-dept-approved-budget-3-12-25.txt
hs secretarial overtime,H.S. Secretarial Overtime,2026,proposed,,800,0,fy26-school-dept-approved-budget-3-12-25.txt
hs secretarial overtime,H.S. Secretarial Overtime,2026,settled,,800,0,final-budget-document.txt
hs secretarial overtime,H.S. Secretarial Overtime,2027,proposed,,800,0,fy27-budget-projections-as-of-2-16-26-with-restorations.txt
hs secretarial overtime,H.S. Secretarial Overtime,2027,proposed,Balanced,800,0,final-budget-document.txt
hs secretarial overtime,H.S. Secretarial Overtime,2027,proposed,Core Budget,800,0,final-budget-document.txt
hs secretarial overtime,H.S. Secretarial Overtime,2027,proposed,Level Service,800,0,fy27-budget-projections-as-of-3-23-26.txt
hs secretarial overtime,H.S. Secretarial Overtime,2027,proposed,Restoration,800,0,final-budget-document.txt
hs social studies a v,H.S. Social Studies A.V.,2024,proposed,,0,0,final-fy25-budget-4-3-24.txt
hs social studies a v,H.S. Social Studies A.V.,2025,proposed,,0,0,fy26-school-dept-approved-budget-3-12-25.txt
hs social studies a v,H.S. Social Studies A.V.,2026,proposed,,0,0,fy26-school-dept-approved-budget-3-12-25.txt
hs social studies periodicls,H.S. Social Studies Periodicls,2024,proposed,,0,0,final-fy25-budget-4-3-24.txt
hs social studies periodicls,H.S. Social Studies Periodicls,2025,proposed,,0,0,fy26-school-dept-approved-budget-3-12-25.txt
hs social studies periodicls,H.S. Social Studies Periodicls,2026,proposed,,0,0,fy26-school-dept-approved-budget-3-12-25.txt
hs social studies supplies,H.S. Social Studies Supplies,2014,restated,,132,0,fy19-supt-proposed-expense-budget.txt
hs social studies supplies,H.S. Social Studies Supplies,2015,restated,,195,0,budget-hearing-fy20-proposed-lps-budget.txt
hs social studies supplies,H.S. Social Studies Supplies,2016,restated,,59,0,budget-hearing-fy20-proposed-lps-budget.txt
hs social studies supplies,H.S. Social Studies Supplies,2017,proposed,,398,0,fy18-non-personnel-supt-recommended-budget-revised-6-6-17.txt
hs social studies supplies,H.S. Social Studies Supplies,2017,restated,,270,0,fy21-approved-school-budget-6-13-20.txt
hs social studies supplies,H.S. Social Studies Supplies,2018,proposed,,398,0,fy18-non-personnel-supt-recommended-budget-revised-6-6-17.txt
hs social studies supplies,H.S. Social Studies Supplies,2018,restated,,160,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
hs social studies supplies,H.S. Social Studies Supplies,2018,settled,,398,0,fy19-supt-proposed-expense-budget.txt
hs social studies supplies,H.S. Social Studies Supplies,2019,proposed,,500,0,fy19-supt-proposed-expense-budget.txt
hs social studies supplies,H.S. Social Studies Supplies,2019,restated,,487,0,fy23-approved-budget.txt
hs social studies supplies,H.S. Social Studies Supplies,2019,settled,,500,0,budget-hearing-fy20-proposed-lps-budget.txt
hs social studies supplies,H.S. Social Studies Supplies,2020,proposed,,1864,0,budget-hearing-fy20-proposed-lps-budget.txt
hs social studies supplies,H.S. Social Studies Supplies,2020,restated,,1269,0,fy24-approved-budget.txt
hs social studies supplies,H.S. Social Studies Supplies,2020,settled,,1864,0,fy21-approved-school-budget-6-13-20.txt
hs social studies supplies,H.S. Social Studies Supplies,2021,proposed,,992,0,fy21-approved-school-budget-6-13-20.txt
hs social studies supplies,H.S. Social Studies Supplies,2021,restated,,992,0,fy24-approved-budget.txt
hs social studies supplies,H.S. Social Studies Supplies,2021,settled,,992,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
hs social studies supplies,H.S. Social Studies Supplies,2022,proposed,,841,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
hs social studies supplies,H.S. Social Studies Supplies,2022,restated,,677,0,fy24-approved-budget.txt
hs social studies supplies,H.S. Social Studies Supplies,2022,settled,,841,0,fy23-approved-budget.txt
hs social studies supplies,H.S. Social Studies Supplies,2023,proposed,,144,0,fy23-approved-budget.txt
hs social studies supplies,H.S. Social Studies Supplies,2023,restated,,70,0,fy27-budget-projections-as-of-3-16-26-with-restorations.txt
hs social studies supplies,H.S. Social Studies Supplies,2023,settled,,144,0,fy24-approved-budget.txt
hs social studies supplies,H.S. Social Studies Supplies,2024,proposed,,1410,0,final-fy25-budget-4-3-24.txt
hs social studies supplies,H.S. Social Studies Supplies,2024,restated,,1356,0,fy27-budget-projections-as-of-3-16-26-with-restorations.txt
hs social studies supplies,H.S. Social Studies Supplies,2025,proposed,,1884,1,fy26-school-dept-approved-budget-3-12-25.txt
hs social studies supplies,H.S. Social Studies Supplies,2025,restated,,1079,0,fy27-budget-projections-as-of-3-16-26-with-restorations.txt
hs social studies supplies,H.S. Social Studies Supplies,2025,settled,,1884,0,fy27-budget-projections-as-of-3-16-26-with-restorations.txt
hs social studies supplies,H.S. Social Studies Supplies,2026,proposed,,1376,0,fy26-school-dept-approved-budget-3-12-25.txt
hs social studies supplies,H.S. Social Studies Supplies,2026,settled,,1376,0,final-budget-document.txt
hs social studies supplies,H.S. Social Studies Supplies,2027,proposed,,704,1,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
hs social studies supplies,H.S. Social Studies Supplies,2027,proposed,Balanced,704,0,final-budget-document.txt
hs social studies supplies,H.S. Social Studies Supplies,2027,proposed,Core Budget,704,0,final-budget-document.txt
hs social studies supplies,H.S. Social Studies Supplies,2027,proposed,Level Service,704,0,fy27-budget-projections-as-of-3-23-26.txt
hs social studies supplies,H.S. Social Studies Supplies,2027,proposed,Restoration,704,0,final-budget-document.txt
hs social studies textbooks,H.S. Social Studies Textbooks,2014,restated,,1313,0,fy19-supt-proposed-expense-budget.txt
hs social studies textbooks,H.S. Social Studies Textbooks,2015,restated,,1863,0,budget-hearing-fy20-proposed-lps-budget.txt
hs social studies textbooks,H.S. Social Studies Textbooks,2016,restated,,0,0,budget-hearing-fy20-proposed-lps-budget.txt
hs social studies textbooks,H.S. Social Studies Textbooks,2017,restated,,285,0,fy21-approved-school-budget-6-13-20.txt
hs social studies textbooks,H.S. Social Studies Textbooks,2018,restated,,0,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
hs social studies textbooks,H.S. Social Studies Textbooks,2018,settled,,0,0,fy19-supt-proposed-expense-budget.txt
hs social studies textbooks,H.S. Social Studies Textbooks,2019,proposed,,1046,0,fy19-supt-proposed-expense-budget.txt
hs social studies textbooks,H.S. Social Studies Textbooks,2019,restated,,1045,0,fy23-approved-budget.txt
hs social studies textbooks,H.S. Social Studies Textbooks,2019,settled,,1046,0,budget-hearing-fy20-proposed-lps-budget.txt
hs social studies textbooks,H.S. Social Studies Textbooks,2020,proposed,,823,0,budget-hearing-fy20-proposed-lps-budget.txt
hs social studies textbooks,H.S. Social Studies Textbooks,2020,restated,,0,0,fy23-approved-budget.txt
hs social studies textbooks,H.S. Social Studies Textbooks,2020,settled,,823,0,fy21-approved-school-budget-6-13-20.txt
hs social studies textbooks,H.S. Social Studies Textbooks,2021,proposed,,0,0,fy21-approved-school-budget-6-13-20.txt
hs social studies textbooks,H.S. Social Studies Textbooks,2021,restated,,0,0,fy23-approved-budget.txt
hs social studies textbooks,H.S. Social Studies Textbooks,2021,settled,,0,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
hs social studies textbooks,H.S. Social Studies Textbooks,2022,proposed,,0,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
hs social studies textbooks,H.S. Social Studies Textbooks,2022,settled,,0,0,fy23-approved-budget.txt
hs social studies textbooks,H.S. Social Studies Textbooks,2023,proposed,,0,0,fy23-approved-budget.txt
hs social studies textbooks,H.S. Social Studies Textbooks,2024,proposed,,0,0,final-fy25-budget-4-3-24.txt
hs social studies textbooks,H.S. Social Studies Textbooks,2025,proposed,,0,0,fy26-school-dept-approved-budget-3-12-25.txt
hs social studies textbooks,H.S. Social Studies Textbooks,2026,proposed,,0,0,fy26-school-dept-approved-budget-3-12-25.txt
hs social worker,H.S. Social Worker,2018,restated,,28358,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
hs social worker,H.S. Social Worker,2019,proposed,,30881,0,fy19-school-dept-budget-approved-6-20-18.txt
hs social worker,H.S. Social Worker,2019,restated,,30781,0,fy23-approved-budget.txt
hs social worker,H.S. Social Worker,2020,restated,,32252,0,fy24-approved-budget.txt
hs social worker,H.S. Social Worker,2021,restated,,34472,0,fy24-approved-budget.txt
hs social worker,H.S. Social Worker,2021,settled,,34472,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
hs social worker,H.S. Social Worker,2022,proposed,,35478,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
hs social worker,H.S. Social Worker,2022,restated,,72730,0,fy24-approved-budget.txt
hs social worker,H.S. Social Worker,2022,settled,,72730,0,fy23-approved-budget.txt
hs social worker,H.S. Social Worker,2023,proposed,,75920,0,fy23-approved-budget.txt
hs social worker,H.S. Social Worker,2023,restated,,76638,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
hs social worker,H.S. Social Worker,2023,settled,,77596,0,fy24-approved-budget.txt
hs social worker,H.S. Social Worker,2024,proposed,,82866,0,final-fy25-budget-4-3-24.txt
hs social worker,H.S. Social Worker,2024,restated,,82866,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
hs social worker,H.S. Social Worker,2025,proposed,,84626,0,fy26-school-dept-approved-budget-3-12-25.txt
hs social worker,H.S. Social Worker,2025,restated,,86742,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
hs social worker,H.S. Social Worker,2026,proposed,,90212,0,fy26-school-dept-approved-budget-3-12-25.txt
hs social worker,H.S. Social Worker,2026,settled,,90212,0,final-budget-document.txt
hs social worker,H.S. Social Worker,2027,proposed,,72000,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
hs social worker,H.S. Social Worker,2027,proposed,Balanced,72000,0,final-budget-document.txt
hs social worker,H.S. Social Worker,2027,proposed,Core Budget,72000,0,final-budget-document.txt
hs social worker,H.S. Social Worker,2027,proposed,Level Service,72000,0,fy27-budget-projections-as-of-3-23-26.txt
hs social worker,H.S. Social Worker,2027,proposed,Restoration,72000,0,final-budget-document.txt
hs special ed instr materials,H.S. Special Education Instr. Materials,2014,restated,,3629,0,fy19-supt-proposed-expense-budget.txt
hs special ed instr materials,H.S. Special Education Instr. Materials,2015,restated,,0,0,budget-hearing-fy20-proposed-lps-budget.txt
hs special ed instr materials,H.S. Special Education Instr. Materials,2016,restated,,2077,0,budget-hearing-fy20-proposed-lps-budget.txt
hs special ed instr materials,H.S. Special Education Instr. Materials,2017,proposed,,2311,0,fy18-non-personnel-supt-recommended-budget-revised-6-6-17.txt
hs special ed instr materials,H.S. Special Education Instr. Materials,2017,restated,,1818,0,fy21-approved-school-budget-6-13-20.txt
hs special ed instr materials,H.S. Special Education Instr. Materials,2018,proposed,,2311,0,fy18-non-personnel-supt-recommended-budget-revised-6-6-17.txt
hs special ed instr materials,H.S. Special Education Instr. Materials,2018,restated,,1510,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
hs special ed instr materials,H.S. Special Education Instr. Materials,2018,settled,,2636,1,fy19-supt-proposed-expense-budget.txt
hs special ed instr materials,H.S. Special Education Instr. Materials,2019,proposed,,2814,0,fy19-supt-proposed-expense-budget.txt
hs special ed instr materials,H.S. Special Education Instr. Materials,2019,restated,,1744,0,fy23-approved-budget.txt
hs special ed instr materials,H.S. Special Education Instr. Materials,2019,settled,,2814,0,budget-hearing-fy20-proposed-lps-budget.txt
hs special ed instr materials,H.S. Special Education Instr. Materials,2020,proposed,,3273,0,budget-hearing-fy20-proposed-lps-budget.txt
hs special ed instr materials,H.S. Special Education Instr. Materials,2020,restated,,3078,0,fy24-approved-budget.txt
hs special ed instr materials,H.S. Special Education Instr. Materials,2020,settled,,3273,0,fy21-approved-school-budget-6-13-20.txt
hs special ed instr materials,H.S. Special Education Instr. Materials,2021,proposed,,2659,0,fy21-approved-school-budget-6-13-20.txt
hs special ed instr materials,H.S. Special Education Instr. Materials,2021,restated,,2659,0,fy24-approved-budget.txt
