route,title,kind,breadcrumb,h1,words,minutes,short_words,short_minutes,short_over_budget,sections,words_before_first_section,table_rows,details_blocks
/meeting-minutes/school-committee/2024-08-07-e52PjwJitt0,"School Committee, August 7, 2024",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, August 7, 2024",4168,18.1,,,,10,460,2,2
/who-ends-up-out-of-district,Who ends up out of district,page,Home > How the money moves > Reports and analyses > Special education — four reports > Who ends up out of district,Who ends up out of district,4168,18.1,475,2.1,,9,183,56,1
/budget-feed,The budget feed — FY28,reference,"Home > How the money moves > Reports and analyses > The budget feed — every board, everything about money",The budget feed — FY28,4145,18.0,,,,4,166,0,1
/meeting-minutes/finance-committee/2026-01-08-GykEFtJVvsM,"Finance Committee, January 8, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Finance Committee, January 8, 2026",4143,18.0,,,,9,428,2,2
/meeting-minutes/town-meeting/2022-11-15-2Mm0Wn4G_kA,"Town Meeting, November 15, 2022",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Town Meeting, November 15, 2022",4114,17.9,,,,9,462,4,0
/meeting-minutes/finance-committee/2025-10-23-ji1JxJt4efU,"Finance Committee, October 23, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Finance Committee, October 23, 2025",4101,17.8,,,,9,416,6,2
/meeting-minutes/finance-committee/2026-03-05-nOjhdlIY9m4,"Finance Committee, March 5, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Finance Committee, March 5, 2026",4093,17.8,,,,10,426,2,1
/meeting-minutes/school-committee/2026-01-21-NIZgbfhPwD8,"School Committee, January 21, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, January 21, 2026",4084,17.8,,,,9,439,2,2
/meeting-minutes/select-board/2026-06-16-dJfFYbktFzs,"Select Board, June 16, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, June 16, 2026",4082,17.7,,,,9,439,2,1
/meeting-minutes/school-committee/2024-04-03-BoMEMfRTJkk,"School Committee, April 3, 2024",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, April 3, 2024",4072,17.7,,,,9,448,2,2
/meeting-minutes/school-committee/2025-03-19-iRZbgdj0_rc,"School Committee, March 19, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, March 19, 2025",4063,17.7,,,,10,469,6,2
/meeting-minutes/select-board/2025-11-04-25T0TEWN9jw,"Select Board, November 4, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, November 4, 2025",4050,17.6,,,,10,408,4,2
/meeting-minutes/school-committee/2025-10-15-4sOnEhLYjmo,"School Committee, October 15, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, October 15, 2025",4033,17.5,,,,10,463,2,2
/meeting-minutes/school-committee/2025-09-30-XNXWeO5_wLI,"School Committee, September 30, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, September 30, 2025",4028,17.5,,,,8,462,2,0
/meeting-minutes/school-committee/2025-04-02-GGygM64BwqE,"School Committee, April 2, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, April 2, 2025",4026,17.5,,,,9,460,3,0
/threads,What the town is deciding now,reference,Home > How the money moves > Reports and analyses > What the town is deciding now,What the town is deciding now,4025,17.5,,,,7,88,0,0
/meeting-minutes/town-meeting/2026-09-03-UgUpJJb4cPw,"Town Meeting, September 3, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Town Meeting, September 3, 2026",4023,17.5,,,,9,470,4,0
/sources,Sources,reference,Home > Sources,Every document this is built on,4020,17.5,,,,0,4020,0,0
/this-week,"This week in town — meetings coming up, minutes and recordings just posted",reference,"Home > How the money moves > Reports and analyses > This week in town — meetings coming up, minutes and recordings just posted",This week in town,4020,17.5,,,,5,82,0,1
/meeting-minutes/school-committee/2026-05-20-WMLR7WqrZPw,"School Committee, May 20, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, May 20, 2026",4011,17.4,,,,10,462,2,2
/meeting-minutes/finance-committee/2026-04-06-nyauVYl3zd0,"Finance Committee, April 6, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Finance Committee, April 6, 2026",4003,17.4,,,,9,407,6,2
/meeting-minutes/select-board/2025-10-21-5o7AkUKzXo8,"Select Board, October 21, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, October 21, 2025",3997,17.4,,,,10,461,3,2
/meeting-minutes/school-committee/2026-01-27-1xPyYMnz50E,"School Committee, January 27, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, January 27, 2026",3991,17.4,,,,8,515,0,0
/meeting-minutes/select-board/2026-07-07-eqCVy5g-wWE,"Select Board, July 7, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, July 7, 2026",3990,17.3,,,,9,465,2,0
/boards/agricultural-commission,Agricultural Commission,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Agricultural Commission,3974,17.3,,,,4,480,49,1
/meeting-minutes/school-committee/2026-01-07-pjSX2hx8kwI,"School Committee, January 7, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, January 7, 2026",3964,17.2,,,,9,464,2,2
/meeting-minutes/school-committee/2026-02-04-akQoA2PejrQ,"School Committee, February 4, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, February 4, 2026",3954,17.2,,,,9,477,2,2
/meeting-minutes/select-board/2026-02-03-Y7AKUqslZ4c,"Select Board, February 3, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, February 3, 2026",3944,17.1,,,,8,430,0,2
/meeting-minutes/school-committee/2024-04-10-5Jzd5Rb6Lrw,"School Committee, April 10, 2024",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, April 10, 2024",3938,17.1,,,,9,389,0,2
/meeting-minutes/parks-commission/2026-03-04-44DUODpJsBw,"Parks Commission, March 4, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Parks Commission, March 4, 2026",3937,17.1,,,,9,408,2,2
/growth,Commercial development and new growth,page,Home > How the money moves > Reports and analyses > Commercial development and new growth,Commercial development is real money and the wrong order of magnitude,3936,17.1,643,2.8,,8,330,33,1
/boards/library-board-of-trustees,Library Board of Trustees,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Library Board of Trustees,3927,17.1,,,,4,671,49,1
/meeting-minutes/school-committee/2026-09-09-tKWYbMFWJtI,"School Committee, September 9, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, September 9, 2026",3927,17.1,,,,9,462,2,0
/meeting-minutes/finance-committee/2026-08-27-LGdwK249dSA,"Finance Committee, August 27, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Finance Committee, August 27, 2026",3920,17.0,,,,9,535,4,0
/meeting-minutes/select-board/2025-10-14-DkFQW0c9ou4,"Select Board, October 14, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, October 14, 2025",3917,17.0,,,,10,409,4,2
/meeting-minutes/school-committee/2025-06-18-AIhtA5pkPI0,"School Committee, June 18, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, June 18, 2025",3916,17.0,,,,9,447,5,0
/meeting-minutes/finance-committee/2026-05-28-BUB31HGDim4,"Finance Committee, May 28, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Finance Committee, May 28, 2026",3897,16.9,,,,9,391,0,2
/meeting-minutes/select-board/2026-09-15-kig-BTakGjQ,"Select Board, September 15, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, September 15, 2026",3880,16.9,,,,8,413,0,0
/build-your-own-budget,Build your own budget,tool,Home > Build your own budget,"Close the $930,273 yourself",3870,16.8,,,,5,60,0,0
/meeting-minutes/select-board/2026-03-03-6jXf3lDC_-U,"Select Board, March 3, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, March 3, 2026",3862,16.8,,,,9,492,2,2
/meeting-minutes/select-board/2026-08-18-YnQcT2BMWS4,"Select Board, August 18, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, August 18, 2026",3862,16.8,,,,9,454,4,0
/meeting-minutes/select-board/2025-12-02-nyRODr1VSBI,"Select Board, December 2, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, December 2, 2025",3829,16.6,,,,8,481,0,2
/boards/compared,"The boards, compared",page,"Home > How the money moves > Reports and analyses > The boards — each one, in one place > The boards, compared","The boards, compared",3789,16.5,646,2.8,,6,316,45,1
/meeting-minutes/lunenburg-municipal-building-design-committee/2026-08-31-kY5j-uu0MRo,"Lunenburg Municipal Building Design Committee, August 31, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Lunenburg Municipal Building Design Committee, August 31, 2026",3784,16.5,,,,8,402,0,2
/homes-and-taxes,Lunenburg’s homes and the tax bill,page,Home > How the money moves > Reports and analyses > Lunenburg’s homes and the tax bill,"3,645 homes; in ten years the value up 101%, the rate down 27%, the bill up 48%",3769,16.4,573,2.5,,6,696,68,1
/meeting-minutes/school-committee/2024-05-22-4n_lCBt5j_o,"School Committee, May 22, 2024",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, May 22, 2024",3759,16.3,,,,10,427,3,2
/meeting-minutes/school-committee/2026-08-26-J_kvfs3s0UE,"School Committee, August 26, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, August 26, 2026",3751,16.3,,,,9,434,3,0
/meeting-minutes/select-board/2025-09-23-ESaeqndWHmo,"Select Board, September 23, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, September 23, 2025",3745,16.3,,,,9,448,0,2
/meeting-minutes/conservation-commission/2026-09-16-KXzIph3Demg,"Conservation Commission, September 16, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Conservation Commission, September 16, 2026",3732,16.2,,,,8,425,0,0
/meeting-minutes/select-board/2026-09-01-kG4KE9VgCdY,"Select Board, September 1, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, September 1, 2026",3723,16.2,,,,9,446,4,0
/boards/architectural-preservation-district-commission,Architectural Preservation District Commission,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Architectural Preservation District Commission,3701,16.1,,,,5,569,47,1
/meeting-minutes/school-committee/2024-06-12-VyeLYKbCGYg,"School Committee, June 12, 2024",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, June 12, 2024",3699,16.1,,,,8,415,0,2
/boards/council-on-aging,Council on Aging,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Council on Aging,3693,16.1,,,,5,321,45,1
/meeting-minutes/select-board/2026-07-28-1fNLbfV7UT4,"Select Board, July 28, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, July 28, 2026",3685,16.0,,,,9,456,3,0
/meeting-minutes/select-board/2025-12-09-Z87KMc--ZoY,"Select Board, December 9, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, December 9, 2025",3682,16.0,,,,10,444,2,2
/meeting-minutes/school-committee/2025-11-19-6PZ-J-oIAkQ,"School Committee, November 19, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, November 19, 2025",3670,16.0,,,,9,413,2,0
/meeting-minutes/school-committee/2024-11-20-IV7A6zf6Rk0,"School Committee, November 20, 2024",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, November 20, 2024",3668,15.9,,,,9,462,2,2
/meeting-minutes/school-committee/2025-04-07-doVw4obpwpI,"School Committee, April 7, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, April 7, 2025",3648,15.9,,,,9,359,2,2
/meeting-minutes/school-committee/2024-06-26-ADNePNHauu8,"School Committee, June 26, 2024",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, June 26, 2024",3640,15.8,,,,10,459,2,2
/meeting-minutes/parks-commission/2026-05-27-ohMm6glUw-Y,"Parks Commission, May 27, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Parks Commission, May 27, 2026",3633,15.8,,,,10,418,2,2
/analysis/town-budgets,Budgets across town,page,Home > How the money moves > Reports and analyses > An analysis,Budgets across town,3627,15.8,525,2.3,,10,772,47,0
/meeting-minutes/finance-committee/2026-02-12-iGeYk_rpnO4,"Finance Committee, February 12, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Finance Committee, February 12, 2026",3618,15.7,,,,8,404,0,2
/override,Overrides,page,Home > How the money moves > Reports and analyses > Overrides,Overrides,3616,15.7,254,1.1,,6,81,27,1
/meeting-minutes/select-board/2026-02-24-JVB4H7xpVUw,"Select Board, February 24, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, February 24, 2026",3607,15.7,,,,8,460,0,2
/meeting-minutes/school-committee/2024-09-18-417lCBT65DQ,"School Committee, September 18, 2024",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, September 18, 2024",3598,15.6,,,,9,412,2,2
/analysis/what-you-can-ask,What you can ask this archive,page,Home > How the money moves > Reports and analyses > An analysis,What you can ask this archive,3591,15.6,,,,12,247,0,0
/meeting-minutes/school-committee/2026-03-24-lq1UgU1vxNg,"School Committee, March 24, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, March 24, 2026",3569,15.5,,,,8,480,0,0
/meeting-minutes/select-board/2026-03-10-7TS97IU0kuA,"Select Board, March 10, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, March 10, 2026",3548,15.4,,,,10,452,2,1
/analysis/open-seats,Open seats,page,Home > How the money moves > Reports and analyses > An analysis,Open seats,3545,15.4,62,0.3,,5,196,126,0
/boards/lunenburg-housing-authority,Lunenburg Housing Authority,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Lunenburg Housing Authority,3537,15.4,,,,4,241,50,0
/meeting-minutes/board-of-assessors/2027-11-06-anpNaB1l9ho,"Board of Assessors, November 6, 2027",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Board of Assessors, November 6, 2027",3518,15.3,,,,7,387,0,0
/meeting-minutes/select-board/2025-10-24-OaDD8h7xzAQ,"Select Board, October 24, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, October 24, 2025",3517,15.3,,,,9,350,2,2
/analysis/board-composition,Board composition,page,Home > How the money moves > Reports and analyses > An analysis,Board composition,3498,15.2,484,2.1,,10,641,112,0
/meeting-minutes/select-board/2026-05-12-Zm5Mx4qR6ic,"Select Board, May 12, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, May 12, 2026",3497,15.2,,,,9,410,0,2
/analysis/hiring-here-or-placing-there,Hiring here instead of placing there,page,Home > How the money moves > Reports and analyses > An analysis,Hiring here instead of placing there,3487,15.2,169,0.7,,9,201,11,1
/parks-and-recreation,"Parks & Recreation — the department, its fund, its sales, its grounds",page,"Home > How the money moves > Reports and analyses > Parks & Recreation — the department, its fund, its sales, its grounds",Parks & Recreation — a $141k department with a $85k fund of its own,3487,15.2,665,2.9,,7,850,48,1
/meeting-minutes/select-board/2026-07-21-COzfPKYMWPA,"Select Board, July 21, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, July 21, 2026",3476,15.1,,,,9,481,4,0
/meeting-minutes/select-board/2026-07-14-tlJWseLMwCE,"Select Board, July 14, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, July 14, 2026",3469,15.1,,,,8,498,5,0
/meeting-minutes/select-board/2026-01-13-dJJBSRi5z5U,"Select Board, January 13, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, January 13, 2026",3468,15.1,,,,9,457,0,2
/org-charts,Town-wide org charts,reference,Home > Town-wide org charts,Town-wide org charts,3465,15.1,,,,7,355,0,0
/departments/treasurer-collector,Treasurer/Collector,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place > The departments",Treasurer/Collector,3414,14.8,,,,5,241,138,1
/meeting-minutes/parks-commission/2026-02-03-jLSVwv2caHM,"Parks Commission, February 3, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Parks Commission, February 3, 2026",3385,14.7,,,,8,527,0,2
/meeting-minutes/select-board/2026-08-04-yz0b6T1GdWA,"Select Board, August 4, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, August 4, 2026",3380,14.7,,,,8,435,0,0
/meeting-minutes/select-board/2026-01-06-2JrrFy4AqdI,"Select Board, January 6, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, January 6, 2026",3378,14.7,,,,9,389,0,2
/meeting-minutes/select-board/2025-11-17-Nj-LozM-f1A,"Select Board, November 17, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, November 17, 2025",3376,14.7,,,,9,371,5,2
/meeting-minutes/council-on-aging/2026-09-08-z6Wp_dJsdtA,"Council on Aging, September 8, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Council on Aging, September 8, 2026",3356,14.6,,,,7,401,0,0
/meeting-minutes/parks-commission/2026-03-25-7Vr3PHnsnIY,"Parks Commission, March 25, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Parks Commission, March 25, 2026",3346,14.5,,,,8,377,0,1
/meeting-minutes/select-board/2025-09-02-9f_4zI0b8Ek,"Select Board, September 2, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, September 2, 2025",3341,14.5,,,,8,390,0,0
/meeting-minutes/parks-commission/2026-01-28-5Te_8qlxzrA,"Parks Commission, January 28, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Parks Commission, January 28, 2026",3316,14.4,,,,9,420,2,2
/meeting-minutes/school-committee/2024-07-25-Pb36QXiRzhE,"School Committee, July 25, 2024",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, July 25, 2024",3302,14.4,,,,8,339,0,2
/meeting-minutes/school-committee/2025-05-15-KmRUlqJdUcs,"School Committee, May 15, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, May 15, 2025",3284,14.3,,,,8,354,0,2
/meeting-minutes/select-board/2026-05-05-KkmAQOb3gUQ,"Select Board, May 5, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, May 5, 2026",3270,14.2,,,,9,407,0,1
/meeting-minutes/parks-commission/2026-06-24-sYBbdYKeNe4,"Parks Commission, June 24, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Parks Commission, June 24, 2026",3269,14.2,,,,8,406,0,2
/meeting-minutes/conservation-commission/2026-09-02-9E1d1VRhxCs,"Conservation Commission, September 2, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Conservation Commission, September 2, 2026",3252,14.1,,,,9,394,2,0
/boards/public-access-cable-committee-pacc,Public Access Cable Committee (PACC),reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Public Access Cable Committee (PACC),3229,14.0,,,,5,215,44,1
/meeting-minutes/school-committee/2026-07-15-Dvp2YlTJOXo,"School Committee, July 15, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, July 15, 2026",3219,14.0,,,,8,437,0,0
/meeting-minutes/parks-commission/2026-07-22-QhMt1oE8eZo,"Parks Commission, July 22, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Parks Commission, July 22, 2026",3217,14.0,,,,8,381,3,0
/meeting-minutes/school-committee/2026-09-16-XY8Ru12S9Xg,"School Committee, September 16, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, September 16, 2026",3217,14.0,,,,8,424,0,0
/meeting-minutes/school-committee/2025-05-05--hd-MdOucO0,"School Committee, May 5, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, May 5, 2025",3216,14.0,,,,7,359,0,2
/why-it-repeats,Why it repeats,page,Home > Go deeper > Why it repeats,Why this keeps happening,3208,13.9,,,,1,119,0,0
/meeting-minutes/finance-committee/2025-10-09-ij1bfNLrBiI,"Finance Committee, October 9, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Finance Committee, October 9, 2025",3206,13.9,,,,8,411,0,2
/meeting-minutes/select-board/2026-06-02-zkmjpWzNB8M,"Select Board, June 2, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, June 2, 2026",3206,13.9,,,,8,375,0,0
/meeting-minutes/select-board/2026-08-18-revUfCcR4IU,"Select Board, August 18, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, August 18, 2026",3204,13.9,,,,8,380,0,0
/meeting-minutes/parks-commission/2025-09-24-F9NMA6GA0-g,"Parks Commission, September 24, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Parks Commission, September 24, 2025",3192,13.9,,,,9,374,2,0
/meeting-minutes/select-board/2025-11-25-WRTRvPgKRfs,"Select Board, November 25, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, November 25, 2025",3182,13.8,,,,9,359,0,2
/meeting-minutes/school-committee/2025-07-08-2lcyhhYiCTk,"School Committee, July 8, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, July 8, 2025",3177,13.8,,,,7,455,0,0
/meeting-minutes/finance-committee/2025-09-25-4t1rFrF7I5A,"Finance Committee, September 25, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Finance Committee, September 25, 2025",3175,13.8,,,,9,364,2,2
/meeting-minutes/finance-committee/2026-06-11-UQXjJNVXTC8,"Finance Committee, June 11, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Finance Committee, June 11, 2026",3175,13.8,,,,8,372,0,2
/meeting-minutes/stormwater-task-force/2026-08-31-N5dSxGy3zZs,"Stormwater Task Force, August 31, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Stormwater Task Force, August 31, 2026",3168,13.8,,,,7,457,0,0
/meeting-minutes/school-committee/2025-05-06-ywVPVPUvACA,"School Committee, May 6, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, May 6, 2025",3163,13.8,,,,8,338,0,2
/meeting-minutes/select-board/2026-08-10-UTAi2_3RDYU,"Select Board, August 10, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, August 10, 2026",3156,13.7,,,,9,389,2,2
/meeting-minutes/lunenburg-water-district/2026-09-08-wkIczMuIDqA,"Lunenburg Water District, September 8, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Lunenburg Water District, September 8, 2026",3149,13.7,,,,8,437,2,0
/analysis/spending-compared,"How Lunenburg compares, and what matching would cost",page,Home > How the money moves > Reports and analyses > An analysis,"How Lunenburg compares, and what matching would cost",3134,13.6,70,0.3,,8,155,35,1
/meeting-minutes/school-committee/2025-01-29-60BRcqDu_PQ,"School Committee, January 29, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, January 29, 2025",3133,13.6,,,,9,362,0,2
/meeting-minutes/board-of-assessors/2026-09-09-Qimi3yNAudg,"Board of Assessors, September 9, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Board of Assessors, September 9, 2026",3125,13.6,,,,8,397,0,0
/meeting-minutes/personnel-committee/2026-08-31-DcEdUB3CsCU,"Personnel Committee, August 31, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Personnel Committee, August 31, 2026",3123,13.6,,,,7,399,0,0
/meeting-minutes/trust-fund-commission/2026-09-10-7wCeOTdyvdc,"Trust Fund Commission, September 10, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Trust Fund Commission, September 10, 2026",3113,13.5,,,,7,394,0,0
/meeting-minutes/finance-committee/2026-03-19-ZOabmf1VKjg,"Finance Committee, March 19, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Finance Committee, March 19, 2026",3111,13.5,,,,9,388,0,2
/solutions,Solutions,page,Home > Start here > Solutions,What the town can actually do about the school budget,3110,13.5,232,1.0,,4,150,12,1
/meeting-minutes/school-committee/2025-04-30-7lr4O0moM0o,"School Committee, April 30, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, April 30, 2025",3103,13.5,,,,8,345,2,2
/meeting-minutes/school-committee/2025-01-17-WFr0WQH7Sss,"School Committee, January 17, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"School Committee, January 17, 2025",3090,13.4,,,,8,366,0,2
/meeting-minutes/select-board/2025-09-09-9XhNW920cTw,"Select Board, September 9, 2025",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, September 9, 2025",3090,13.4,,,,10,408,2,2
/meeting-minutes/select-board/2026-07-27-5v_3VPZyn6U,"Select Board, July 27, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Select Board, July 27, 2026",3082,13.4,,,,9,378,0,2
/meeting-minutes/parks-commission/2026-08-26-myQGZh_udNc,"Parks Commission, August 26, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Parks Commission, August 26, 2026",3080,13.4,,,,7,392,0,0
/boards/select-board/finance,Select Board — finances,reference,"Home > How the money moves > Reports and analyses > The boards — each one, in one place",Select Board — finances,3050,13.3,,,,7,300,49,1
/who-is-in-the-schools,"Who is in the schools — enrolment, FY1994 to today",page,"Home > How the money moves > Reports and analyses > Who is in the schools — enrolment, FY1994 to today","1,568 children, and the fall that stopped in FY2015",3040,13.2,572,2.5,,6,682,13,1
/meeting-minutes/parks-commission/2021-11-22-KTc7uLCgIqo,"Parks Commission, November 22, 2021",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Parks Commission, November 22, 2021",3037,13.2,,,,8,422,0,0
/meeting-minutes/parks-commission/2026-04-22-szimFHvo_cU,"Parks Commission, April 22, 2026",reference,Home > How the money moves > Reports and analyses > Meeting minutes — written from the recordings,"Parks Commission, April 22, 2026",3037,13.2,,,,8,399,2,0
/priorities,Priorities,tool,Home > Go deeper > Priorities,What should be protected?,3036,13.2,,,,3,83,6,0
