report_fy,document,page,schedule_fy,grade,step,rate,basis,confirmed_by
2015,4121-fy-2015-annual-town-report.pdf,198,2016,15,1,30.91,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,15,2,31.84,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,15,3,32.79,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,15,4,33.78,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,15,5,34.79,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,15,6,35.83,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,15,7,36.91,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,15,8,38.02,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,16,1,33.69,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,16,2,34.70,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,16,3,35.74,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,16,5,37.92,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,16,6,39.06,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,16,7,40.23,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,17,1,36.73,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,17,2,37.83,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,17,8,45.17,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,18,1,40.03,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,18,2,41.23,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,18,3,42.47,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,18,4,43.74,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,18,5,45.05,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,18,6,46.41,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,18,7,47.80,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,18,8,49.23,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,19,1,43.63,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,19,2,44.94,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,19,3,46.29,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,19,4,47.68,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,19,5,49.11,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,19,6,50.58,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,19,7,52.10,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,19,8,53.66,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,20,1,47.56,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,20,2,48.99,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,20,3,50.46,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,20,4,51.97,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,20,5,53.53,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,20,6,55.14,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,20,7,56.79,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2015,4121-fy-2015-annual-town-report.pdf,198,2016,20,8,58.49,Apple Vision OCR,"the FY2017 schedule in a163-2016-may-annual-town-meeting-booklet-pdf.pdf page 9, at the FY2017 article's stated 2% cost of living increase (2016 ATM booklet, page 9, Article 16)"
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,1,1,9.44,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,1,2,9.72,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,1,3,10.01,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,1,4,10.31,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,1,5,10.62,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,1,6,10.93,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,1,7,11.26,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,1,8,11.61,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,2,1,10.28,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,2,2,10.59,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,2,3,10.91,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,2,4,11.24,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,2,5,11.58,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,2,6,11.92,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,2,7,12.28,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,2,8,12.65,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,3,1,11.21,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,3,2,11.55,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,3,3,11.89,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,3,4,12.25,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,3,5,12.62,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,3,6,12.99,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,3,7,13.38,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,3,8,13.79,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,4,1,12.22,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,4,2,12.59,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,4,3,12.96,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,4,4,13.35,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,4,5,13.75,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,4,6,14.17,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,4,7,14.59,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,4,8,15.02,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,5,1,13.32,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,5,2,13.72,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,5,3,14.13,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,5,4,14.56,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,5,5,14.99,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,5,6,15.44,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,5,7,15.90,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,5,8,16.38,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,6,1,14.51,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,6,2,14.95,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,6,3,15.40,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,6,4,15.86,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,6,5,16.34,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,6,6,16.83,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,6,7,17.33,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,6,8,17.85,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,7,1,15.82,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,7,2,16.30,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,7,3,16.79,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,7,4,17.29,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,7,5,17.81,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,7,6,18.34,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,7,7,18.89,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,7,8,19.46,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,8,1,17.25,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,8,2,17.77,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,8,3,18.30,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,8,4,18.85,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,8,5,19.41,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,8,6,19.99,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,8,7,20.59,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,8,8,21.22,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,9,1,18.80,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,9,2,19.36,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,9,3,19.94,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,9,4,20.54,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,9,5,21.15,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,9,6,21.80,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,9,7,22.45,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,9,8,23.12,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,10,1,20.49,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,10,2,21.10,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,10,3,21.74,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,10,4,22.39,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,10,5,23.06,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,10,6,23.76,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,10,7,24.47,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,10,8,25.20,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,11,1,22.34,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,11,2,23.01,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,11,3,23.69,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,11,4,24.41,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,11,5,25.14,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,11,6,25.90,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,11,7,26.67,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,11,8,27.47,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,12,1,24.35,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,12,2,25.08,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,12,3,25.83,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,12,4,26.60,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,12,5,27.40,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,12,6,28.22,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,12,7,29.07,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,12,8,29.95,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,13,1,26.54,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,13,2,27.34,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,13,3,28.15,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,13,4,29.00,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,13,5,29.87,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,13,6,30.76,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,13,7,31.69,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,13,8,32.64,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,14,1,28.93,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,14,2,29.79,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,14,3,30.69,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,14,4,31.61,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,14,5,32.56,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,14,6,33.54,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,14,7,34.54,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,14,8,35.58,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,15,1,31.53,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,15,2,32.48,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,15,3,33.45,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,15,4,34.46,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,15,5,35.49,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,15,6,36.55,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,15,7,37.65,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,15,8,38.78,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,16,1,34.36,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,16,2,35.39,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,16,3,36.45,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,16,4,37.56,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,16,5,38.68,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,16,6,39.84,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,16,7,41.03,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,16,8,42.27,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,17,1,37.46,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,17,2,38.59,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,17,3,39.74,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,17,4,40.93,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,17,5,42.16,PDF text layer,the document itself; no reading was involved
2016,a163-2016-may-annual-town-meeting-booklet-pdf.pdf,9,2017,17,6,43.42,PDF text layer,the document itself; no reading was involved
