report_fy,document,page,as_of_fy,as_of_basis,section,category,amount,identities_closed
2015,4121-fy-2015-annual-town-report.pdf,41,2013,"printed year header, which matches the descending five-year layout",printed total,Total Within the General Debt Limit,19825315,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2015,4121-fy-2015-annual-town-report.pdf,41,2012,"printed year header, which matches the descending five-year layout",inside the debt limit,Athletic & Recreational Facilities,305000,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2015,4121-fy-2015-annual-town-report.pdf,41,2012,"printed year header, which matches the descending five-year layout",inside the debt limit,Departmental Equipment,1000000,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2015,4121-fy-2015-annual-town-report.pdf,41,2012,"printed year header, which matches the descending five-year layout",inside the debt limit,Land Acquisition,287133,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2015,4121-fy-2015-annual-town-report.pdf,41,2012,"printed year header, which matches the descending five-year layout",inside the debt limit,Other Building,5519203,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2015,4121-fy-2015-annual-town-report.pdf,41,2012,"printed year header, which matches the descending five-year layout",inside the debt limit,Schools,7848229,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2015,4121-fy-2015-annual-town-report.pdf,41,2012,"printed year header, which matches the descending five-year layout",inside the debt limit,Sewers & Drains,6855871,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2015,4121-fy-2015-annual-town-report.pdf,41,2012,"printed year header, which matches the descending five-year layout",outside the debt limit,Other Outside General,226084,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2015,4121-fy-2015-annual-town-report.pdf,41,2012,"printed year header, which matches the descending five-year layout",outside the debt limit,Sewers,3323639,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2015,4121-fy-2015-annual-town-report.pdf,41,2012,"printed year header, which matches the descending five-year layout",outside the debt limit,Water,1114345,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2015,4121-fy-2015-annual-town-report.pdf,41,2012,"printed year header, which matches the descending five-year layout",printed total,Total Long-Term Indebtedness,26479504,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2015,4121-fy-2015-annual-town-report.pdf,41,2012,"printed year header, which matches the descending five-year layout",printed total,Total Outside the General Debt Limit,4664068,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2015,4121-fy-2015-annual-town-report.pdf,41,2012,"printed year header, which matches the descending five-year layout",printed total,Total Outstanding Indebtedness,26479504,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2015,4121-fy-2015-annual-town-report.pdf,41,2012,"printed year header, which matches the descending five-year layout",printed total,Total Within the General Debt Limit,21815436,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2015,4121-fy-2015-annual-town-report.pdf,41,2011,"printed year header, which matches the descending five-year layout",inside the debt limit,Athletic & Recreational Facilities,370000,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2015,4121-fy-2015-annual-town-report.pdf,41,2011,"printed year header, which matches the descending five-year layout",inside the debt limit,Departmental Equipment,960000,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2015,4121-fy-2015-annual-town-report.pdf,41,2011,"printed year header, which matches the descending five-year layout",inside the debt limit,Land Acquisition,330000,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2015,4121-fy-2015-annual-town-report.pdf,41,2011,"printed year header, which matches the descending five-year layout",inside the debt limit,Other Building,4740000,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2015,4121-fy-2015-annual-town-report.pdf,41,2011,"printed year header, which matches the descending five-year layout",inside the debt limit,Schools,8440000,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2015,4121-fy-2015-annual-town-report.pdf,41,2011,"printed year header, which matches the descending five-year layout",inside the debt limit,Sewers & Drains,7384666,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2015,4121-fy-2015-annual-town-report.pdf,41,2011,"printed year header, which matches the descending five-year layout",inside the debt limit,Streets Sidewalks & Parking,10000,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2015,4121-fy-2015-annual-town-report.pdf,41,2011,"printed year header, which matches the descending five-year layout",outside the debt limit,Other Outside General,256956,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2015,4121-fy-2015-annual-town-report.pdf,41,2011,"printed year header, which matches the descending five-year layout",outside the debt limit,Sewers,3478584,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2015,4121-fy-2015-annual-town-report.pdf,41,2011,"printed year header, which matches the descending five-year layout",outside the debt limit,Water,1127786,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2015,4121-fy-2015-annual-town-report.pdf,41,2011,"printed year header, which matches the descending five-year layout",printed total,Total Long-Term Indebtedness,27097992,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2015,4121-fy-2015-annual-town-report.pdf,41,2011,"printed year header, which matches the descending five-year layout",printed total,Total Outside the General Debt Limit,4863326,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2015,4121-fy-2015-annual-town-report.pdf,41,2011,"printed year header, which matches the descending five-year layout",printed total,Total Outstanding Indebtedness,27612992,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2015,4121-fy-2015-annual-town-report.pdf,41,2011,"printed year header, which matches the descending five-year layout",printed total,Total Short-Term Indebtedness,515000,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2015,4121-fy-2015-annual-town-report.pdf,41,2011,"printed year header, which matches the descending five-year layout",printed total,Total Within the General Debt Limit,22234666,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2015,4121-fy-2015-annual-town-report.pdf,41,2011,"printed year header, which matches the descending five-year layout",short-term,Bond Anticipation Notes,515000,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2016,"printed year header, which matches the descending five-year layout",inside the debt limit,Athletic & Recreational Facilities,70000,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2016,"printed year header, which matches the descending five-year layout",inside the debt limit,Departmental Equipment,200000,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2016,"printed year header, which matches the descending five-year layout",inside the debt limit,Land Acquisition,170991,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2016,"printed year header, which matches the descending five-year layout",inside the debt limit,Other Building,3518590,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2016,"printed year header, which matches the descending five-year layout",inside the debt limit,Schools,5157926,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2016,"printed year header, which matches the descending five-year layout",inside the debt limit,Sewers & Drains,6179649,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2016,"printed year header, which matches the descending five-year layout",outside the debt limit,Other Outside General,102145,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2016,"printed year header, which matches the descending five-year layout",outside the debt limit,Schools,33000000,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2016,"printed year header, which matches the descending five-year layout",outside the debt limit,Sewers,2732944,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2016,"printed year header, which matches the descending five-year layout",outside the debt limit,Water,1054441,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2016,"printed year header, which matches the descending five-year layout",printed total,Total Long-Term Indebtedness,52186686,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2016,"printed year header, which matches the descending five-year layout",printed total,Total Outside the General Debt Limit,36889530,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2016,"printed year header, which matches the descending five-year layout",printed total,Total Outstanding Indebtedness,53136267,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2016,"printed year header, which matches the descending five-year layout",printed total,Total Short-Term Indebtedness,949581,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2016,"printed year header, which matches the descending five-year layout",printed total,Total Within the General Debt Limit,15297156,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2016,"printed year header, which matches the descending five-year layout",short-term,Bond Anticipation Notes,949581,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2015,"printed year header, which matches the descending five-year layout",inside the debt limit,Athletic & Recreational Facilities,135000,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2015,"printed year header, which matches the descending five-year layout",inside the debt limit,Departmental Equipment,393500,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2015,"printed year header, which matches the descending five-year layout",inside the debt limit,Land Acquisition,199516,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2015,"printed year header, which matches the descending five-year layout",inside the debt limit,Other Building,4042237,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2015,"printed year header, which matches the descending five-year layout",inside the debt limit,Schools,5861930,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2015,"printed year header, which matches the descending five-year layout",inside the debt limit,Sewers & Drains,5231741,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2015,"printed year header, which matches the descending five-year layout",outside the debt limit,Other Outside General,133472,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2015,"printed year header, which matches the descending five-year layout",outside the debt limit,Schools,29605000,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2015,"printed year header, which matches the descending five-year layout",outside the debt limit,Sewers,2883415,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2015,"printed year header, which matches the descending five-year layout",outside the debt limit,Water,1070392,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2015,"printed year header, which matches the descending five-year layout",printed total,Total Long-Term Indebtedness,49556203,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2015,"printed year header, which matches the descending five-year layout",printed total,Total Outside the General Debt Limit,33692279,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2015,"printed year header, which matches the descending five-year layout",printed total,Total Outstanding Indebtedness,50681203,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2015,"printed year header, which matches the descending five-year layout",printed total,Total Short-Term Indebtedness,1125000,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2015,"printed year header, which matches the descending five-year layout",printed total,Total Within the General Debt Limit,15863924,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2015,"printed year header, which matches the descending five-year layout",short-term,Bond Anticipation Notes,1125000,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2014,"printed year header, which matches the descending five-year layout",inside the debt limit,Athletic & Recreational Facilities,195000,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2014,"printed year header, which matches the descending five-year layout",inside the debt limit,Departmental Equipment,592000,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2014,"printed year header, which matches the descending five-year layout",inside the debt limit,Land Acquisition,228167,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2014,"printed year header, which matches the descending five-year layout",inside the debt limit,Other Building,4529203,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2014,"printed year header, which matches the descending five-year layout",inside the debt limit,Schools,6524160,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2014,"printed year header, which matches the descending five-year layout",inside the debt limit,Sewers & Drains,5790591,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2014,"printed year header, which matches the descending five-year layout",outside the debt limit,Other Outside General,164340,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2014,"printed year header, which matches the descending five-year layout",outside the debt limit,Sewers,3031094,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2014,"printed year header, which matches the descending five-year layout",outside the debt limit,Water,1085675,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2014,"printed year header, which matches the descending five-year layout",printed total,Total Long-Term Indebtedness,22140230,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2014,"printed year header, which matches the descending five-year layout",printed total,Total Outside the General Debt Limit,4281109,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2014,"printed year header, which matches the descending five-year layout",printed total,Total Outstanding Indebtedness,22449230,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2014,"printed year header, which matches the descending five-year layout",printed total,Total Short-Term Indebtedness,309000,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2014,"printed year header, which matches the descending five-year layout",printed total,Total Within the General Debt Limit,17859121,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2014,"printed year header, which matches the descending five-year layout",short-term,Bond Anticipation Notes,309000,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2016,4123-fy-2016-annual-town-report.pdf,43,2013,"printed year header, which matches the descending five-year layout",inside the debt limit,Athletic & Recreational Facilities,250000,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2016,4123-fy-2016-annual-town-report.pdf,43,2013,"printed year header, which matches the descending five-year layout",inside the debt limit,Departmental Equipment,795500,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2016,4123-fy-2016-annual-town-report.pdf,43,2013,"printed year header, which matches the descending five-year layout",inside the debt limit,Land Acquisition,257133,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2016,4123-fy-2016-annual-town-report.pdf,43,2013,"printed year header, which matches the descending five-year layout",inside the debt limit,Other Building,5019203,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2016,4123-fy-2016-annual-town-report.pdf,43,2013,"printed year header, which matches the descending five-year layout",inside the debt limit,Schools,7172729,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2016,4123-fy-2016-annual-town-report.pdf,43,2013,"printed year header, which matches the descending five-year layout",inside the debt limit,Sewers & Drains,6330750,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2016,4123-fy-2016-annual-town-report.pdf,43,2013,"printed year header, which matches the descending five-year layout",outside the debt limit,Other Outside General,195212,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2016,4123-fy-2016-annual-town-report.pdf,43,2013,"printed year header, which matches the descending five-year layout",outside the debt limit,Sewers,3177822,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2016,4123-fy-2016-annual-town-report.pdf,43,2013,"printed year header, which matches the descending five-year layout",outside the debt limit,Water,1100317,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2016,4123-fy-2016-annual-town-report.pdf,43,2013,"printed year header, which matches the descending five-year layout",printed total,Total Long-Term Indebtedness,24298666,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2016,4123-fy-2016-annual-town-report.pdf,43,2013,"printed year header, which matches the descending five-year layout",printed total,Total Outside the General Debt Limit,4473351,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2016,4123-fy-2016-annual-town-report.pdf,43,2013,"printed year header, which matches the descending five-year layout",printed total,Total Outstanding Indebtedness,24298666,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2016,4123-fy-2016-annual-town-report.pdf,43,2013,"printed year header, which matches the descending five-year layout",printed total,Total Within the General Debt Limit,19825315,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2016,4123-fy-2016-annual-town-report.pdf,43,2012,"printed year header, which matches the descending five-year layout",inside the debt limit,Athletic & Recreational Facilities,305000,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2016,4123-fy-2016-annual-town-report.pdf,43,2012,"printed year header, which matches the descending five-year layout",inside the debt limit,Departmental Equipment,1000000,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2016,4123-fy-2016-annual-town-report.pdf,43,2012,"printed year header, which matches the descending five-year layout",inside the debt limit,Land Acquisition,287133,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2016,4123-fy-2016-annual-town-report.pdf,43,2012,"printed year header, which matches the descending five-year layout",inside the debt limit,Other Building,5519203,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2016,4123-fy-2016-annual-town-report.pdf,43,2012,"printed year header, which matches the descending five-year layout",inside the debt limit,Schools,7848229,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2016,4123-fy-2016-annual-town-report.pdf,43,2012,"printed year header, which matches the descending five-year layout",inside the debt limit,Sewers & Drains,6855871,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2016,4123-fy-2016-annual-town-report.pdf,43,2012,"printed year header, which matches the descending five-year layout",outside the debt limit,Other Outside General,226084,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2016,4123-fy-2016-annual-town-report.pdf,43,2012,"printed year header, which matches the descending five-year layout",outside the debt limit,Sewers,3323639,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2016,4123-fy-2016-annual-town-report.pdf,43,2012,"printed year header, which matches the descending five-year layout",outside the debt limit,Water,1114345,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2016,4123-fy-2016-annual-town-report.pdf,43,2012,"printed year header, which matches the descending five-year layout",printed total,Total Long-Term Indebtedness,26479504,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2016,4123-fy-2016-annual-town-report.pdf,43,2012,"printed year header, which matches the descending five-year layout",printed total,Total Outside the General Debt Limit,4664068,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2016,4123-fy-2016-annual-town-report.pdf,43,2012,"printed year header, which matches the descending five-year layout",printed total,Total Outstanding Indebtedness,26479504,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2016,4123-fy-2016-annual-town-report.pdf,43,2012,"printed year header, which matches the descending five-year layout",printed total,Total Within the General Debt Limit,21815436,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside
2017,4124-fy-2017-annual-town-report.pdf,40,2017,"printed year header, which matches the descending five-year layout",inside the debt limit,Athletic & Recreational Facilities,760000,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2017,4124-fy-2017-annual-town-report.pdf,40,2017,"printed year header, which matches the descending five-year layout",inside the debt limit,DPW Public Way/Pavement,1675000,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2017,4124-fy-2017-annual-town-report.pdf,40,2017,"printed year header, which matches the descending five-year layout",inside the debt limit,Departmental Equipment,60000,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2017,4124-fy-2017-annual-town-report.pdf,40,2017,"printed year header, which matches the descending five-year layout",inside the debt limit,Land Acquisition,142435,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2017,4124-fy-2017-annual-town-report.pdf,40,2017,"printed year header, which matches the descending five-year layout",inside the debt limit,Other Building,3032547,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2017,4124-fy-2017-annual-town-report.pdf,40,2017,"printed year header, which matches the descending five-year layout",inside the debt limit,Schools,4496081,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2017,4124-fy-2017-annual-town-report.pdf,40,2017,"printed year header, which matches the descending five-year layout",inside the debt limit,Sewers & Drains,5529490,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2017,4124-fy-2017-annual-town-report.pdf,40,2017,"printed year header, which matches the descending five-year layout",outside the debt limit,Other Outside General,71277,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2017,4124-fy-2017-annual-town-report.pdf,40,2017,"printed year header, which matches the descending five-year layout",outside the debt limit,Schools,32260000,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2017,4124-fy-2017-annual-town-report.pdf,40,2017,"printed year header, which matches the descending five-year layout",outside the debt limit,Sewers,2733238,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2017,4124-fy-2017-annual-town-report.pdf,40,2017,"printed year header, which matches the descending five-year layout",outside the debt limit,Water,1037792,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2017,4124-fy-2017-annual-town-report.pdf,40,2017,"printed year header, which matches the descending five-year layout",printed total,Total Long-Term Indebtedness,51797859,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2017,4124-fy-2017-annual-town-report.pdf,40,2017,"printed year header, which matches the descending five-year layout",printed total,Total Outside the General Debt Limit,36102306,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2017,4124-fy-2017-annual-town-report.pdf,40,2017,"printed year header, which matches the descending five-year layout",printed total,Total Outstanding Indebtedness,52093784,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2017,4124-fy-2017-annual-town-report.pdf,40,2017,"printed year header, which matches the descending five-year layout",printed total,Total Short-Term Indebtedness,295925,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
2017,4124-fy-2017-annual-town-report.pdf,40,2017,"printed year header, which matches the descending five-year layout",printed total,Total Within the General Debt Limit,15695553,within+outside=long|long+short=outstanding|sum(inside the debt limit)=within|sum(outside the debt limit)=outside|sum(short-term)=short
