fy,lea_number,municipality,equalized_valuation,property_local_effort,income,income_local_effort,combined_effort_yield,town_foundation_enrollment,town_foundation_budget,target_local_contribution,municipal_revenue_growth_factor,preliminary_contribution,excess_effort,effort_reduction,shortfall,dollar_increment,acceleration,required_local_contribution,doc_id
2007,62,Chilmark,2710295100,9168774.670673704,44369000,723486.3389258321,9892261,96,741328,611596,0.037000000000000005,1079759,468163,93632.6,0,,,986126,sources/state-dese/dese-ch70-key-factors.xlsx
2007,63,Clarksburg,84837300,286999.7762857433,25137000,409886.9954603133,696887,296,2474766.02,696887,0.0735,667777,0,0,29110,,,667777,sources/state-dese/dese-ch70-key-factors.xlsx
2007,64,Clinton,927026600,3136078.432610812,270951000,4418160.134740316,7554239,2076,17332015.639999997,7554239,0.0767,7423486,0,0,130753,,,7423486,sources/state-dese/dese-ch70-key-factors.xlsx
2007,65,Cohasset,1981590400,6703607.982455554,453169000,7389429.1222403115,14093037,1530,11365903.086480001,9376870,0.049100000000000005,9900279,523409,104681.8,0,,,9795597,sources/state-dese/dese-ch70-key-factors.xlsx
2007,66,Colrain,116828900,395225.5454111514,32623000,531954.6267614195,927180,269,2306956,927180,0.0784,1070257,143077,28615.4,0,,,1041642,sources/state-dese/dese-ch70-key-factors.xlsx
2007,67,Concord,4835693600,16358877.302629866,1254944000,20463270.30397213,36822148,2832,22063981.195820004,18202784,0.050499999999999996,26406718,8203934,1640786.8,0,,,24765931,sources/state-dese/dese-ch70-key-factors.xlsx
2007,68,Conway,175957400,595253.9087856526,49283000,803614.6237526602,1398869,245,1890626.23,1398869,0.0707,1224605,0,0,174264,,,1224605,sources/state-dese/dese-ch70-key-factors.xlsx
2007,69,Cummington,95726200,323836.3076699084,18516000,301924.1599213574,625760,113,910671.62,625760,0.077,813815,188055,37611,0,,,776204,sources/state-dese/dese-ch70-key-factors.xlsx
2007,7,Amesbury,1731430400,5857330.884579483,375769000,6127335.25866756,11984666,2660,20849455.81,11984666,0.0705,14153144,2168478,433695.60000000003,0,,,13719448,sources/state-dese/dese-ch70-key-factors.xlsx
2007,70,Dalton,456743100,1545136.0135230245,144687000,2359283.912645357,3904420,1177,9323112.47,3904420,0.0622,4918633,1014213,202842.6,0,,,4715790,sources/state-dese/dese-ch70-key-factors.xlsx
2007,71,Danvers,3824080500,12936647.535914904,674195000,10993506.102731667,23930154,3719,28207696.810000006,23271350,0.053200000000000004,29305623,6034273,1206854.6,0,,,28098768,sources/state-dese/dese-ch70-key-factors.xlsx
2007,72,Dartmouth,4308944400,14576914.621607553,782138000,12753637.858747603,27330552,4370,34255600.08,27330552,0.0632,24242101,0,0,3088451,,,24242101,sources/state-dese/dese-ch70-key-factors.xlsx
2007,73,Dedham,3556144100,12030233.884622283,741784000,12095620.600729324,24125854,2831,22866706.074999996,18865033,0.06280000000000001,27255756,8390723,1678144.6,0,,,25577611,sources/state-dese/dese-ch70-key-factors.xlsx
2007,74,Deerfield,531290300,1797324.9648773058,143302000,2336699.9333036486,4134025,719,5549026.02,4134025,0.0529,3672222,0,0,461803,,,3672222,sources/state-dese/dese-ch70-key-factors.xlsx
2007,75,Dennis,5126003400,17340978.897724934,349250000,5694913.202232343,23035892,1544,12892408,10636237,0.04769999999999999,13112810,2476573,495314.60000000003,0,,,12617495,sources/state-dese/dese-ch70-key-factors.xlsx
2007,76,Dighton,671250300,2270801.7102352157,154165000,2513833.33950508,4784635,1334,10245298,4784635,0.0746,4726213,0,0,58422,,,4726213,sources/state-dese/dese-ch70-key-factors.xlsx
2007,77,Douglas,759473100,2569254.441089473,195192000,3182824.61780998,5752079,1576,12150732.879999999,5752079,0.1058,4770690,0,0,981389,,,4770690,sources/state-dese/dese-ch70-key-factors.xlsx
2007,78,Dover,2180032100,7374925.003456489,617687000,10072079.745589947,17447005,1155,8694204.38916,7172719,0.06309999999999999,10138675,2965956,593191.2000000001,0,,,9545484,sources/state-dese/dese-ch70-key-factors.xlsx
2007,79,Dracut,2638346500,8925376.63579904,698402000,11388228.404482385,20313605,4478,35580701.33008,20313605,0.0499,18653104,0,0,1660501,,,18653104,sources/state-dese/dese-ch70-key-factors.xlsx
2007,8,Amherst,1633901900,5527397.49818595,487669000,7951990.340499483,13479388,2955,23791151.71,13479388,0.08220000000000001,11213347,0,0,2266041,,,11213347,sources/state-dese/dese-ch70-key-factors.xlsx
2007,80,Dudley,764609400,2586630.252801261,224598000,3662322.4492340153,6248953,1967,15115585,6248953,0.08560000000000001,3942999,0,0,2305954,,,3942999,sources/state-dese/dese-ch70-key-factors.xlsx
2007,81,Dunstable,419121800,1417865.2884577662,107686000,1755941.0825929623,3173806,679,5249237,3173806,0.0944,2672659,0,0,501147,,,2672659,sources/state-dese/dese-ch70-key-factors.xlsx
2007,82,Duxbury,3133657800,10600986.683405466,732861000,11950121.071728554,22551108,3223,24332599.68414,20074395,0.0487,22231136,2156741,431348.2,0,,,21799788,sources/state-dese/dese-ch70-key-factors.xlsx
2007,83,East Bridgewater,1335302000,4517250.964774994,277728000,4528666.72535314,9045918,2514,19239594.04,9045918,0.077,8552151,0,0,493767,,,8552151,sources/state-dese/dese-ch70-key-factors.xlsx
2007,84,East Brookfield,189543400,641214.5765652509,47363000,772306.8689973671,1413521,372,3022204.17,1413521,0.08199999999999999,920948,0,0,492573,,,920948,sources/state-dese/dese-ch70-key-factors.xlsx
2007,85,Eastham,2266716100,7668172.061148723,116165000,1894200.6933065716,9562373,618,4828588.59,3983586,0.0304,5925207,1941621,388324.2,0,,,5536883,sources/state-dese/dese-ch70-key-factors.xlsx
2007,86,Easthampton,979170400,3312477.9518634113,315639000,5146848.126669763,8459326,1822,14811911.220000003,8459326,0.0698,7910957,0,0,548369,,,7910957,sources/state-dese/dese-ch70-key-factors.xlsx
2007,87,East Longmeadow,1390794900,4704980.299459704,408815000,6666187.375148505,11371168,2768,20729712.94,11371168,0.0757,17299117,5927949,1185589.8,0,,,16113527,sources/state-dese/dese-ch70-key-factors.xlsx
2007,88,Easton,2564928700,8677008.380616574,704129000,11481613.566713408,20158622,3809,28347564.06,20158622,0.0637,20145101,0,0,13521,,,20145101,sources/state-dese/dese-ch70-key-factors.xlsx
2007,89,Edgartown,4632409900,15671180.070132624,138933000,2265458.4851130885,17936639,608,4932162.93,4069034,0.0719,5489968,1420934,284186.8,0,,,5205781,sources/state-dese/dese-ch70-key-factors.xlsx
2007,9,Andover,6525840900,22076549.800339635,1563118000,25488393.22790842,47564943,5903,45735964.75747999,37732171,0.052300000000000006,45910017,8177846,1635569.2000000002,0,,,44274448,sources/state-dese/dese-ch70-key-factors.xlsx
2007,90,Egremont,326070200,1103077.0009588657,24467000,398961.89354049746,1502039,104,814909,672300,0.1101,1150921,478621,95724.20000000001,0,,,1055197,sources/state-dese/dese-ch70-key-factors.xlsx
2007,91,Erving,595031100,2012956.4776703143,22464000,366300.73063692875,2379257,264,2061121.04,1700425,0.0331,1875706,175281,35056.200000000004,0,,,1840650,sources/state-dese/dese-ch70-key-factors.xlsx
2007,92,Essex,682582400,2309137.5620933925,110484000,1801565.6126998947,4110703,502,3864273,3188025,0.063,3691223,503198,100639.6,0,,,3590583,sources/state-dese/dese-ch70-key-factors.xlsx
2007,93,Everett,3874131200,13105966.216529973,610534000,9955442.053004213,23061408,5345,48219579.6805,23061408,0.042199999999999994,25549195,2487787,497557.4,0,,,25051638,sources/state-dese/dese-ch70-key-factors.xlsx
2007,94,Fairhaven,1650028900,5581954.224910636,322659000,5261317.1049938025,10843271,2317,19309028.32,10843271,0.0481,10606262,0,0,237009,,,10606262,sources/state-dese/dese-ch70-key-factors.xlsx
2007,95,Fall River,4343771700,14694733.403070852,1245540000,20309927.530160267,35004661,12736,118587089.5,35004661,0.09970000000000001,16716533,0,0,18288128,,,16716533,sources/state-dese/dese-ch70-key-factors.xlsx
2007,96,Falmouth,9104210400,30799027.645367514,873354000,14241017.107580317,45040045,4233,33566842.59,27692645,0.0767,36797780,9105135,1821027,0,,,34976753,sources/state-dese/dese-ch70-key-factors.xlsx
2007,97,Fitchburg,2038991700,6897793.326148845,577606000,9418514.058950936,16316307,6240,56958310.62999999,16316307,0.0824,14751274,0,0,1565033,,,14751274,sources/state-dese/dese-ch70-key-factors.xlsx
2007,98,Florida,102940000,348240.18410362443,7990000,130285.91692437057,478526,135,1170061.1,478526,0.015300000000000001,547064,68538,13707.6,0,,,533356,sources/state-dese/dese-ch70-key-factors.xlsx
2007,99,Foxborough,2211270900,7480604.092859794,518744000,8458703.089989448,15939307,3052,24191967.058180004,15939307,0.0545,16732851,793544,158708.80000000002,0,,,16574142,sources/state-dese/dese-ch70-key-factors.xlsx
2007,999,State,816023318200,2760560623.3030744,169295960000,2760560623.303072,5521121258,951287,8014672861.379887,4728656993,0.061200000000000004,5028288828,299631835,124216831.39999998,321452322,0,0,4876428769.239599,sources/state-dese/dese-ch70-key-factors.xlsx
2008,1,Abington,2079940800,6120547,400125000,6313398,12433944,2406,19452035,12433944,0.0628,12376302,0,0,57642,0,,12376302,sources/state-dese/dese-ch70-key-factors.xlsx
2008,10,Arlington,7189083600,21154987,1464562000,23108685,44263672,4598,38235027,31543897,0.029,32972480,1428583,357146,0,0,,32615334,sources/state-dese/dese-ch70-key-factors.xlsx
2008,100,Framingham,9322116000,27431764,1705632000,26912423,54344187,8481,78479518,54344187,0.0396,70563258,16219071,4054768,0,0,,66508490,sources/state-dese/dese-ch70-key-factors.xlsx
2008,101,Franklin,4926241100,14496224,990610000,15630403,30126627,6576,53124314,30126627,0.0525,25188792,0,0,4937835,239323,,25428115,sources/state-dese/dese-ch70-key-factors.xlsx
2008,102,Freetown,1327532800,3906470,248787000,3925502,7831971,1442,11665585,7831971,0.0454,8081664,249693,62423,0,0,,8019241,sources/state-dese/dese-ch70-key-factors.xlsx
2008,103,Gardner,1336573900,3933075,341275000,5384829,9317904,2940,26057952,9317904,0.0417,6484386,0,0,2833518,124496,,6608882,sources/state-dese/dese-ch70-key-factors.xlsx
2008,104,Aquinnah,597379100,1757880,4001000,63130,1821010,59,505363,416924,0.0361,391556,0,0,25368,3779,,395335,sources/state-dese/dese-ch70-key-factors.xlsx
2008,105,Georgetown,1327520800,3906435,250471000,3952073,7858507,1547,12004058,7858507,0.0711,7665424,0,0,193083,0,,7665424,sources/state-dese/dese-ch70-key-factors.xlsx
2008,106,Gill,114396700,336630,26719000,421587,758217,201,1812811,758217,0.0752,953960,195743,48936,0,0,,905024,sources/state-dese/dese-ch70-key-factors.xlsx
2008,107,Gloucester,6093216100,17930228,763471000,12046476,29976704,4008,35299423,29122024,0.0404,29338561,216537,54134,0,0,,29284427,sources/state-dese/dese-ch70-key-factors.xlsx
2008,108,Goshen,121102800,356364,11837000,186771,543135,132,1080591,543135,0.0411,670452,127317,31829,0,0,,638623,sources/state-dese/dese-ch70-key-factors.xlsx
2008,109,Gosnold,245632600,722812,987000,15573,738385,8,54331,44823,0.0359,36529,0,0,8294,705,,37234,sources/state-dese/dese-ch70-key-factors.xlsx
2008,11,Ashburnham,665392600,1958020,148043000,2335906,4293926,1131,9179474,4293926,0.032,4788526,494600,123650,0,0,,4664876,sources/state-dese/dese-ch70-key-factors.xlsx
2008,110,Grafton,2322452700,6834175,525270000,8288006,15122181,2780,22285096,15122181,0.073,13954312,0,0,1167869,130050,,14084362,sources/state-dese/dese-ch70-key-factors.xlsx
2008,111,Granby,572715800,1685305,151206000,2385814,4071118,1090,8927388,4071118,0.046,4692995,621877,155469,0,0,,4537526,sources/state-dese/dese-ch70-key-factors.xlsx
2008,112,Granville,172376400,507244,36281000,572462,1079706,297,2400533,1079706,0.0533,1248978,169272,42318,0,0,,1206660,sources/state-dese/dese-ch70-key-factors.xlsx
2008,113,Great Barrington,1114779400,3280410,197274000,3112700,6393111,755,6335640,5226903,0.0514,6829491,1602588,400647,0,0,,6428844,sources/state-dese/dese-ch70-key-factors.xlsx
2008,114,Greenfield,1320633600,3886168,306513000,4836335,8722503,2180,20196334,8722503,0.041,10548094,1825591,456398,0,0,,10091696,sources/state-dese/dese-ch70-key-factors.xlsx
2008,115,Groton,1659991200,4884780,463107000,7307163,12191943,2260,18028556,12191943,0.0542,9657322,0,0,2534621,183216,,9840538,sources/state-dese/dese-ch70-key-factors.xlsx
2008,116,Groveland,960334300,2825932,181606000,2865482,5691414,1193,9435761,5691414,0.0489,5087638,0,0,603776,48505,,5136143,sources/state-dese/dese-ch70-key-factors.xlsx
2008,117,Hadley,882322800,2596371,117412000,1852593,4448964,624,5019643,4141205,0.056,5538842,1397637,349409,0,0,,5189433,sources/state-dese/dese-ch70-key-factors.xlsx
2008,118,Halifax,951195500,2799039,177962000,2807985,5607024,1275,10263037,5607024,0.0478,5574004,0,0,33020,0,,5574004,sources/state-dese/dese-ch70-key-factors.xlsx
2008,119,Hamilton,1558527600,4586208,352652000,5564342,10150550,1392,10987659,9064819,0.0426,9071449,6630,1658,0,0,,9069792,sources/state-dese/dese-ch70-key-factors.xlsx
2008,12,Ashby,361633100,1064161,72240000,1139843,2204005,599,4909482,2204005,0.046,2348657,144652,36163,0,0,,2312494,sources/state-dese/dese-ch70-key-factors.xlsx
2008,120,Hampden,533914600,1571126,162414000,2562660,4133786,964,7595848,4133786,0.0497,5007768,873982,218496,0,0,,4789273,sources/state-dese/dese-ch70-key-factors.xlsx
2008,121,Hancock,280678100,825939,6000000,94671,920610,92,762442,629014,0.0878,806919,177905,44476,0,0,,762443,sources/state-dese/dese-ch70-key-factors.xlsx
2008,122,Hanover,2591082200,7624659,495989000,7825994,15450653,2746,21745048,15450653,0.0441,15837618,386965,96741,0,0,,15740877,sources/state-dese/dese-ch70-key-factors.xlsx
2008,123,Hanson,1317650700,3877390,252596000,3985602,7862992,1929,15815273,7862992,0.0504,4550849,0,0,3312143,86650,,4637499,sources/state-dese/dese-ch70-key-factors.xlsx
2008,124,Hardwick,247779200,729129,38517000,607743,1336871,470,3883908,1336871,0.047,1116105,0,0,220766,10660,,1126765,sources/state-dese/dese-ch70-key-factors.xlsx
2008,125,Harvard,1233188100,3628846,329962000,5206326,8835173,1250,9786447,8073819,0.0364,8374659,300840,75210,0,0,,8299449,sources/state-dese/dese-ch70-key-factors.xlsx
2008,126,Harwich,5328884400,15681064,304032000,4797188,20478252,1559,12863273,10612200,0.0457,12913275,2301075,575269,0,0,,12338006,sources/state-dese/dese-ch70-key-factors.xlsx
2008,127,Hatfield,458292000,1348595,85781000,1353501,2702096,450,3688013,2702096,0.0355,3042665,340569,85142,0,0,,2957523,sources/state-dese/dese-ch70-key-factors.xlsx
2008,128,Haverhill,6199044100,18241643,1250315000,19728175,37969818,8288,75134488,37969818,0.0439,38902509,932691,233173,0,0,,38669336,sources/state-dese/dese-ch70-key-factors.xlsx
2008,129,Hawley,31588900,92955,3709000,58523,151478,34,288140,151478,0.0509,211510,60032,15008,0,0,,196502,sources/state-dese/dese-ch70-key-factors.xlsx
2008,13,Ashfield,229678700,675865,33435000,527556,1203421,253,2203455,1203421,0.0378,1344518,141097,35274,0,0,,1309244,sources/state-dese/dese-ch70-key-factors.xlsx
2008,130,Heath,81165600,238842,7672000,121053,359895,108,960829,359895,0.0399,527777,167882,41971,0,0,,485807,sources/state-dese/dese-ch70-key-factors.xlsx
2008,131,Hingham,5479432500,16124075,1263065000,19929352,36053427,3671,29139914,24040429,0.0543,24843601,803172,200793,0,0,,24642808,sources/state-dese/dese-ch70-key-factors.xlsx
2008,132,Hinsdale,230908400,679484,46335000,731100,1410583,303,2555555,1410583,0.0488,1385168,0,0,25415,0,,1385168,sources/state-dese/dese-ch70-key-factors.xlsx
2008,133,Holbrook,1286287100,3785098,238101000,3756892,7541990,1521,13503323,7541990,0.0396,7962845,420855,105214,0,0,,7857631,sources/state-dese/dese-ch70-key-factors.xlsx
2008,134,Holden,2097480800,6172161,516076000,8142938,14315099,3005,23509333,14315099,0.0469,17457349,3142250,785563,0,0,,16671787,sources/state-dese/dese-ch70-key-factors.xlsx
2008,135,Holland,356609800,1049379,51439000,811634,1861013,451,3829253,1861013,0.0364,2075925,214912,53728,0,0,,2022197,sources/state-dese/dese-ch70-key-factors.xlsx
2008,136,Holliston,2169504300,6384101,559226000,8823783,15207884,2779,22330786,15207884,0.0399,17358097,2150213,537553,0,0,,16820544,sources/state-dese/dese-ch70-key-factors.xlsx
2008,137,Holyoke,2080918800,6123424,523977000,8267604,14391029,7121,73576060,14391029,0.0378,7564841,0,0,6826188,72893,,7637734,sources/state-dese/dese-ch70-key-factors.xlsx
2008,138,Hopedale,785450200,2311308,188097000,2967900,5279209,1127,9116867,5279209,0.0421,2881653,0,0,2397556,55305,,2936958,sources/state-dese/dese-ch70-key-factors.xlsx
2008,139,Hopkinton,3164450000,9311882,812562000,12821061,22132943,3341,27121584,22132943,0.0571,21938940,0,0,194003,0,,21938940,sources/state-dese/dese-ch70-key-factors.xlsx
2008,14,Ashland,2510645400,7387961,556830000,8785978,16173939,2550,20803032,16173939,0.0428,17057826,883887,220972,0,0,,16836854,sources/state-dese/dese-ch70-key-factors.xlsx
2008,140,Hubbardston,464249000,1366124,103102000,1626801,2992926,904,7473742,2992926,0.054,2040365,0,0,952561,38717,,2079082,sources/state-dese/dese-ch70-key-factors.xlsx
2008,141,Hudson,2553716500,7514705,512652000,8088912,15603617,2827,24533808,15603617,0.0447,17124691,1521074,380269,0,0,,16744423,sources/state-dese/dese-ch70-key-factors.xlsx
2008,142,Hull,2205241600,6489263,299633000,4727778,11217042,1347,11280495,9306409,0.036,9722146,415737,103934,0,0,,9618212,sources/state-dese/dese-ch70-key-factors.xlsx
2008,143,Huntington,179939500,529500,51006000,804801,1334301,372,3217268,1334301,0.0466,1191596,0,0,142705,0,,1191596,sources/state-dese/dese-ch70-key-factors.xlsx
2008,144,Ipswich,2760858300,8124251,492092000,7764505,15888756,1994,16327169,13469914,0.0547,14287346,817432,204358,0,0,,14082988,sources/state-dese/dese-ch70-key-factors.xlsx
2008,145,Kingston,2097410500,6171954,330835000,5220101,11392055,2066,16697141,11392055,0.0546,9988375,0,0,1403680,94712,,10083087,sources/state-dese/dese-ch70-key-factors.xlsx
2008,146,Lakeville,1635605700,4813022,288773000,4556423,9369445,1876,15028212,9369445,0.0599,8466538,0,0,902907,79881,,8546419,sources/state-dese/dese-ch70-key-factors.xlsx
2008,147,Lancaster,890380200,2620081,183808000,2900226,5520307,1075,8787483,5520307,0.0746,5693067,172760,43190,0,0,,5649877,sources/state-dese/dese-ch70-key-factors.xlsx
2008,148,Lanesborough,386939200,1138628,61916000,976946,2115574,489,4034370,2115574,0.0416,3214934,1099360,274840,0,0,,2940094,sources/state-dese/dese-ch70-key-factors.xlsx
2008,149,Lawrence,3829403900,11268611,803423000,12676861,23945472,14599,155139266,23945472,0.0203,7057246,0,0,16888226,138337,,7195583,sources/state-dese/dese-ch70-key-factors.xlsx
2008,15,Athol,796832300,2344802,186810000,2947593,5292395,2053,18125583,5292395,0.0531,549434,0,0,4742961,10435,,559869,sources/state-dese/dese-ch70-key-factors.xlsx
2008,150,Lee,767793700,2259351,131448000,2074061,4333412,772,6681419,4333412,0.0495,5430244,1096832,274208,0,0,,5156036,sources/state-dese/dese-ch70-key-factors.xlsx
2008,151,Leicester,991520700,2917703,237594000,3748892,6666595,1890,15396419,6666595,0.0526,6321482,0,0,345113,0,,6321482,sources/state-dese/dese-ch70-key-factors.xlsx
2008,152,Lenox,1119519500,3294359,160874000,2538361,5832719,721,5681111,4686917,0.0319,5939372,1252455,313114,0,0,,5626258,sources/state-dese/dese-ch70-key-factors.xlsx
2008,153,Leominster,3983376300,11721699,928828000,14655572,26377271,6062,55214982,26377271,0.0416,19239122,0,0,7138149,369415,,19608537,sources/state-dese/dese-ch70-key-factors.xlsx
2008,154,Leverett,263280300,774743,49418000,779745,1554488,246,2041266,1554488,0.0528,1933105,378617,94654,0,0,,1838451,sources/state-dese/dese-ch70-key-factors.xlsx
2008,155,Lexington,8232742600,24226115,1957799000,30891256,55117371,6163,51155044,42202912,0.0468,51110514,8907602,2226901,0,0,,48883614,sources/state-dese/dese-ch70-key-factors.xlsx
2008,156,Leyden,71633100,210791,17183000,271123,481915,97,819726,481915,0.0464,631874,149959,37490,0,0,,594384,sources/state-dese/dese-ch70-key-factors.xlsx
2008,157,Lincoln,2038197800,5997711,581749000,9179164,15176875,923,7560221,6237182,0.0478,7926326,1689144,422286,0,0,,7504040,sources/state-dese/dese-ch70-key-factors.xlsx
2008,158,Littleton,1551204600,4564659,304290000,4801259,9365918,1599,13030325,9365918,0.0662,11484731,2118813,529703,0,0,,10955028,sources/state-dese/dese-ch70-key-factors.xlsx
2008,159,Longmeadow,2124260600,6250964,787072000,12418866,18669830,3051,23686878,18669830,0.0406,21902839,3233009,808252,0,0,,21094587,sources/state-dese/dese-ch70-key-factors.xlsx
2008,16,Attleboro,4421432500,13010747,985440000,15548828,28559575,6119,53971965,28559575,0.0523,27838839,0,0,720736,0,,27838839,sources/state-dese/dese-ch70-key-factors.xlsx
2008,160,Lowell,7315142600,21525935,1637521000,25837729,47363664,16319,170009506,47363664,0.0411,37511296,0,0,9852368,360304,,37871600,sources/state-dese/dese-ch70-key-factors.xlsx
2008,161,Ludlow,1743035500,5129151,427686000,6748271,11877422,3005,25130131,11877422,0.0483,14166283,2288861,572215,0,0,,13594068,sources/state-dese/dese-ch70-key-factors.xlsx
2008,162,Lunenburg,1344943200,3957703,281163000,4436348,8394051,1729,13958587,8394051,0.0451,9804436,1410385,352596,0,0,,9451840,sources/state-dese/dese-ch70-key-factors.xlsx
2008,163,Lynn,7258700200,21359845,1380038000,21775017,43134862,14045,145333689,43134862,0.0356,33504077,0,0,9630785,323523,,33827600,sources/state-dese/dese-ch70-key-factors.xlsx
2008,164,Lynnfield,2540054900,7474503,530913000,8377045,15851548,2204,17460944,14405279,0.0332,14028560,0,0,376719,0,,14028560,sources/state-dese/dese-ch70-key-factors.xlsx
2008,165,Malden,5859714900,17243115,1068207000,16854772,34097887,6954,65620226,34097887,0.0258,25366827,0,0,8731060,494576,,25861403,sources/state-dese/dese-ch70-key-factors.xlsx
2008,166,Manchester,2124611400,6251997,458713000,7237832,13489829,706,5631107,4645663,0.0379,6008718,1363055,340764,0,0,,5667954,sources/state-dese/dese-ch70-key-factors.xlsx
2008,167,Mansfield,3531110900,10390838,724234000,11427372,21818211,4890,39614624,21818211,0.0531,24781504,2963293,740823,0,0,,24040681,sources/state-dese/dese-ch70-key-factors.xlsx
2008,168,Marblehead,5582874900,16428470,1308167000,20640996,37069467,3201,25026220,20646631,0.0291,20528919,0,0,117712,0,,20528919,sources/state-dese/dese-ch70-key-factors.xlsx
2008,169,Marion,1805295700,5312361,202845000,3200603,8512964,792,6270267,5172971,0.0498,6156277,983306,245827,0,0,,5910451,sources/state-dese/dese-ch70-key-factors.xlsx
2008,17,Auburn,2116549800,6228274,397253000,6268082,12496356,2433,19869842,12496356,0.0554,15984053,3487697,871924,0,0,,15112129,sources/state-dese/dese-ch70-key-factors.xlsx
2008,170,Marlborough,5242985800,15428294,986390000,15563817,30992112,4977,46156910,30992112,0.041,38598242,7606130,1901533,0,0,,36696710,sources/state-dese/dese-ch70-key-factors.xlsx
2008,171,Marshfield,4787007000,14086506,799708000,12618244,26704750,4550,36714949,26704750,0.057,22456113,0,0,4248637,424903,,22881016,sources/state-dese/dese-ch70-key-factors.xlsx
2008,172,Mashpee,5067905000,14913092,351836000,5551467,20464559,2157,17589429,14511279,0.0694,14278801,0,0,232478,0,,14278801,sources/state-dese/dese-ch70-key-factors.xlsx
2008,173,Mattapoisett,1716520800,5051127,217255000,3427972,8479099,960,7659217,6318854,0.0576,7244292,925438,231360,0,0,,7012933,sources/state-dese/dese-ch70-key-factors.xlsx
2008,174,Maynard,1353069300,3981615,279982000,4417714,8399329,1423,12525387,8399329,0.0317,9719924,1320595,330149,0,0,,9389775,sources/state-dese/dese-ch70-key-factors.xlsx
2008,175,Medfield,2435253400,7166109,699970000,11044521,18210630,2987,23700469,18210630,0.038,17917965,0,0,292665,0,,17917965,sources/state-dese/dese-ch70-key-factors.xlsx
2008,176,Medford,7470569800,21983304,1275385000,20123743,42107047,5204,46391884,38273305,0.0347,35532545,0,0,2740760,343409,,35875954,sources/state-dese/dese-ch70-key-factors.xlsx
2008,177,Medway,1890417000,5562844,430121000,6786692,12349535,2816,22354698,12349535,0.0383,14347464,1997929,499482,0,0,,13847982,sources/state-dese/dese-ch70-key-factors.xlsx
2008,178,Melrose,3901802300,11481655,821572000,12963226,24444881,3528,28510262,23520966,0.0302,22633627,0,0,887339,0,,22633627,sources/state-dese/dese-ch70-key-factors.xlsx
2008,179,Mendon,945006700,2780828,201025000,3171886,5952714,1259,10049679,5952714,0.0518,4196325,0,0,1756389,79793,,4276118,sources/state-dese/dese-ch70-key-factors.xlsx
2008,18,Avon,878733500,2585809,105640000,1666847,4252656,614,5521934,4252656,0.037,5902040,1649384,412346,0,0,,5489694,sources/state-dese/dese-ch70-key-factors.xlsx
2008,180,Merrimac,794658100,2338404,160417000,2531150,4869554,1284,10101341,4869554,0.0482,4221046,0,0,648508,40269,,4261315,sources/state-dese/dese-ch70-key-factors.xlsx
2008,181,Methuen,5163292000,15193783,1020810000,16106916,31300698,7771,68325845,31300698,0.0421,30296333,0,0,1004365,0,,30296333,sources/state-dese/dese-ch70-key-factors.xlsx
2008,182,Middleborough,2588300800,7616474,502801000,7933478,15549952,3740,31158010,15549952,0.0303,14858067,0,0,691885,0,,14858067,sources/state-dese/dese-ch70-key-factors.xlsx
2008,183,Middlefield,55137500,162251,7538000,118939,281189,83,696993,281189,0.0354,402802,121613,30403,0,0,,372399,sources/state-dese/dese-ch70-key-factors.xlsx
2008,184,Middleton,1682938300,4952305,270857000,4273734,9226040,1478,11842226,9226040,0.08,8823991,0,0,402049,0,,8823991,sources/state-dese/dese-ch70-key-factors.xlsx
2008,185,Milford,3428861900,10089955,670322000,10576718,20666673,4202,36515342,20666673,0.0543,24918091,4251418,1062855,0,0,,23855237,sources/state-dese/dese-ch70-key-factors.xlsx
2008,186,Millbury,1540735800,4533853,309751000,4887426,9421279,2036,16862035,9421279,0.0869,10347250,925971,231493,0,0,,10115757,sources/state-dese/dese-ch70-key-factors.xlsx
2008,187,Millis,1125903700,3313145,241295000,3807289,7120434,1315,10866686,7120434,0.0277,8124354,1003920,250980,0,0,,7873374,sources/state-dese/dese-ch70-key-factors.xlsx
2008,188,Millville,312077700,918337,69889000,1102748,2021085,631,5229351,2021085,0.0641,1483259,0,0,537826,27878,,1511137,sources/state-dese/dese-ch70-key-factors.xlsx
2008,189,Milton,4918860200,14474505,1215017000,19171223,33645728,3656,29877439,24648887,0.044,27333807,2684920,671230,0,0,,26662577,sources/state-dese/dese-ch70-key-factors.xlsx
2008,19,Ayer,1007870000,2965813,162391000,2562297,5528110,1068,9386274,5528110,0.0415,6627575,1099465,274866,0,0,,6352709,sources/state-dese/dese-ch70-key-factors.xlsx
2008,190,Monroe,18280300,53793,767000,12102,65895,13,109956,65895,0.0355,107063,41168,10292,0,0,,96771,sources/state-dese/dese-ch70-key-factors.xlsx
2008,191,Monson,707435400,2081738,190091000,2999363,5081101,1610,13268691,5081101,0.0404,5559345,478244,119561,0,0,,5439784,sources/state-dese/dese-ch70-key-factors.xlsx
2008,192,Montague,671465900,1975892,153051000,2414925,4390817,1082,9875468,4390817,0.0318,4909520,518703,129676,0,0,,4779844,sources/state-dese/dese-ch70-key-factors.xlsx
2008,193,Monterey,460616800,1355436,30529000,481704,1837140,88,713029,588249,0.0425,709562,121313,30328,0,0,,679234,sources/state-dese/dese-ch70-key-factors.xlsx
