video_id,board_slug,meeting_date,path,segments,seconds,language,generated,chars,fetched_at
qne6hXWBxSw,finance-committee,2025-03-06,sources/data/youtube-transcripts/finance-committee/2025-03-06-qne6hXWBxSw.json,5002,13948,en,auto,503704,2026-09-11T13:53:15Z
ABtKi_hjS0I,conservation-commission,2025-03-06,sources/data/youtube-transcripts/conservation-commission/2025-03-06-ABtKi_hjS0I.json,4150,11520,en,auto,410537,2026-09-10T16:55:06Z
SzmFOHNxXAc,school-committee,2025-03-05,sources/data/youtube-transcripts/school-committee/2025-03-05-SzmFOHNxXAc.json,6998,18339,en,auto,702878,2026-09-11T13:08:20Z
rS9ucfkGKqw,select-board,2025-03-04,sources/data/youtube-transcripts/select-board/2025-03-04-rS9ucfkGKqw.json,1938,8893,en,auto,190068,2026-09-11T15:05:30Z
ELz_GSm4PVE,finance-committee,2025-02-27,sources/data/youtube-transcripts/finance-committee/2025-02-27-ELz_GSm4PVE.json,6594,18472,en,auto,663119,2026-09-11T13:54:02Z
YiQ68uncnz8,school-committee,2025-02-26,sources/data/youtube-transcripts/school-committee/2025-02-26-YiQ68uncnz8.json,6187,16882,en,auto,619186,2026-09-11T13:09:07Z
Lb2TDvCDqVE,finance-committee,2025-02-25,sources/data/youtube-transcripts/finance-committee/2025-02-25-Lb2TDvCDqVE.json,3459,9176,en,auto,348429,2026-09-11T13:54:48Z
-TBkA0IB-6M,finance-committee,2025-02-20,sources/data/youtube-transcripts/finance-committee/2025-02-20--TBkA0IB-6M.json,2919,8513,en,auto,292355,2026-09-11T13:55:34Z
cGnul2Pa98Q,select-board,2025-02-18,sources/data/youtube-transcripts/select-board/2025-02-18-cGnul2Pa98Q.json,1879,4685,en,auto,190015,2026-09-11T15:06:16Z
cY5HD8_Yd30,finance-committee,2025-02-13,sources/data/youtube-transcripts/finance-committee/2025-02-13-cY5HD8_Yd30.json,1061,2906,en,auto,106183,2026-09-11T13:56:20Z
lUVF69No-Xk,select-board,2025-02-11,sources/data/youtube-transcripts/select-board/2025-02-11-lUVF69No-Xk.json,3691,9389,en,auto,372089,2026-09-11T15:07:03Z
ad6QtSaJqVU,school-committee,2025-02-05,sources/data/youtube-transcripts/school-committee/2025-02-05-ad6QtSaJqVU.json,5304,14859,en,auto,524697,2026-09-11T13:09:53Z
bT_7rISGSng,select-board,2025-02-04,sources/data/youtube-transcripts/select-board/2025-02-04-bT_7rISGSng.json,5572,13341,en,auto,567802,2026-09-11T15:07:49Z
szC4y9EzbGk,school-committee,2025-02-01,sources/data/youtube-transcripts/school-committee/2025-02-01-szC4y9EzbGk.json,605,1618,en,auto,60871,2026-09-11T13:10:39Z
60BRcqDu_PQ,school-committee,2025-01-29,sources/data/youtube-transcripts/school-committee/2025-01-29-60BRcqDu_PQ.json,1566,3792,en,auto,158453,2026-09-11T14:02:55Z
jdgUJbMl95o,select-board,2025-01-28,sources/data/youtube-transcripts/select-board/2025-01-28-jdgUJbMl95o.json,1053,2583,en,auto,106341,2026-09-11T15:08:36Z
JBcaBcwlj6Y,select-board,2025-01-27,sources/data/youtube-transcripts/select-board/2025-01-27-JBcaBcwlj6Y.json,27,60,en,auto,3620,2026-09-11T15:09:22Z
TCtuISoe8iU,school-committee,2025-01-22,sources/data/youtube-transcripts/school-committee/2025-01-22-TCtuISoe8iU.json,3968,11152,en,auto,394638,2026-09-11T14:03:42Z
W8EuCS_I4qo,select-board,2025-01-21,sources/data/youtube-transcripts/select-board/2025-01-21-W8EuCS_I4qo.json,4183,11109,en,auto,421069,2026-09-11T15:10:09Z
WFr0WQH7Sss,school-committee,2025-01-17,sources/data/youtube-transcripts/school-committee/2025-01-17-WFr0WQH7Sss.json,737,3576,en,auto,71920,2026-09-11T14:04:28Z
Sp4UokWUu7k,select-board,2025-01-15,sources/data/youtube-transcripts/select-board/2025-01-15-Sp4UokWUu7k.json,1499,3856,en,auto,151200,2026-09-11T16:02:19Z
rEifex02efg,select-board,2025-01-14,sources/data/youtube-transcripts/select-board/2025-01-14-rEifex02efg.json,4999,13461,en,auto,505719,2026-09-11T16:03:06Z
d-FWc0LFXoo,finance-committee,2025-01-09,sources/data/youtube-transcripts/finance-committee/2025-01-09-d-FWc0LFXoo.json,551,1689,en,auto,54673,2026-09-11T13:57:06Z
KKKsaovcTqQ,school-committee,2025-01-08,sources/data/youtube-transcripts/school-committee/2025-01-08-KKKsaovcTqQ.json,3883,12352,en,auto,386538,2026-09-11T14:05:15Z
OSDrxiSHgYw,select-board,2025-01-07,sources/data/youtube-transcripts/select-board/2025-01-07-OSDrxiSHgYw.json,4567,13378,en,auto,461716,2026-09-11T16:03:52Z
v2oEg3veYK8,finance-committee,2024-12-19,sources/data/youtube-transcripts/finance-committee/2024-12-19-v2oEg3veYK8.json,2518,6837,en,auto,252433,2026-09-11T13:57:53Z
SfulwvFLx9w,school-committee,2024-12-18,sources/data/youtube-transcripts/school-committee/2024-12-18-SfulwvFLx9w.json,2079,5938,en,auto,207603,2026-09-11T14:06:01Z
jrG1b_tADyo,select-board,2024-12-17,sources/data/youtube-transcripts/select-board/2024-12-17-jrG1b_tADyo.json,5305,12955,en,auto,539466,2026-09-11T16:04:38Z
ENBmClqrHsI,select-board,2024-12-10,sources/data/youtube-transcripts/select-board/2024-12-10-ENBmClqrHsI.json,1918,4650,en,auto,195044,2026-09-11T16:05:25Z
IV7A6zf6Rk0,school-committee,2024-11-20,sources/data/youtube-transcripts/school-committee/2024-11-20-IV7A6zf6Rk0.json,4207,10347,en,auto,426481,2026-09-11T14:07:34Z
mHjLAn7GbdQ,select-board,2024-11-19,sources/data/youtube-transcripts/select-board/2024-11-19-mHjLAn7GbdQ.json,3210,8530,en,auto,320771,2026-09-11T16:06:57Z
3jKJuWsiLQA,select-board,2024-11-13,sources/data/youtube-transcripts/select-board/2024-11-13-3jKJuWsiLQA.json,1921,5032,en,auto,192008,2026-09-11T16:07:43Z
tlRO7Qf_T20,school-committee,2024-11-06,sources/data/youtube-transcripts/school-committee/2024-11-06-tlRO7Qf_T20.json,2545,6774,en,auto,255279,2026-09-11T14:08:20Z
u9ZkLe7Hv7c,select-board,2024-11-05,sources/data/youtube-transcripts/select-board/2024-11-05-u9ZkLe7Hv7c.json,2667,7135,en,auto,268208,2026-09-11T16:08:29Z
ZjVvlA066HQ,finance-committee,2024-10-24,sources/data/youtube-transcripts/finance-committee/2024-10-24-ZjVvlA066HQ.json,3744,10488,en,auto,374739,2026-09-11T15:15:11Z
BApnHswB2Z8,select-board,2024-10-22,sources/data/youtube-transcripts/select-board/2024-10-22-BApnHswB2Z8.json,4589,11617,en,auto,464170,2026-09-11T16:09:16Z
cFbtEkWsYzY,school-committee,2024-10-16,sources/data/youtube-transcripts/school-committee/2024-10-16-cFbtEkWsYzY.json,4178,11310,en,auto,418854,2026-09-11T14:09:10Z
gwPCzDxpcaI,select-board,2024-10-15,sources/data/youtube-transcripts/select-board/2024-10-15-gwPCzDxpcaI.json,3582,9373,en,auto,359711,2026-09-11T16:10:02Z
XPr4AzVCVIc,finance-committee,2024-10-10,sources/data/youtube-transcripts/finance-committee/2024-10-10-XPr4AzVCVIc.json,2644,7822,en,auto,259845,2026-09-11T15:15:57Z
r6nH--z2Yqc,select-board,2024-10-08,sources/data/youtube-transcripts/select-board/2024-10-08-r6nH--z2Yqc.json,1165,3059,en,auto,118003,2026-09-11T16:10:48Z
v1voFue_YAA,school-committee,2024-10-02,sources/data/youtube-transcripts/school-committee/2024-10-02-v1voFue_YAA.json,4932,12857,en,auto,496408,2026-09-11T14:09:57Z
IeSitB3QJOA,select-board,2024-10-01,sources/data/youtube-transcripts/select-board/2024-10-01-IeSitB3QJOA.json,3408,8192,en,auto,345400,2026-09-11T16:11:35Z
GUHNS4ZUcHQ,finance-committee,2024-09-26,sources/data/youtube-transcripts/finance-committee/2024-09-26-GUHNS4ZUcHQ.json,4044,11630,en,auto,397353,2026-09-11T15:16:44Z
8BFXqn77q4M,select-board,2024-09-24,sources/data/youtube-transcripts/select-board/2024-09-24-8BFXqn77q4M.json,3475,8464,en,auto,350816,2026-09-11T16:12:21Z
417lCBT65DQ,school-committee,2024-09-18,sources/data/youtube-transcripts/school-committee/2024-09-18-417lCBT65DQ.json,2112,5835,en,auto,212338,2026-09-11T14:10:44Z
et8rDbzGU0A,select-board,2024-09-17,sources/data/youtube-transcripts/select-board/2024-09-17-et8rDbzGU0A.json,3906,9778,en,auto,393852,2026-09-11T16:13:08Z
QiKHzyzEJAQ,finance-committee,2024-09-12,sources/data/youtube-transcripts/finance-committee/2024-09-12-QiKHzyzEJAQ.json,4570,12561,en,auto,452967,2026-09-11T15:17:30Z
DMgRQqhERMk,select-board,2024-09-10,sources/data/youtube-transcripts/select-board/2024-09-10-DMgRQqhERMk.json,1674,4039,en,auto,169450,2026-09-11T16:13:54Z
qlBSMCGeZF0,school-committee,2024-09-04,sources/data/youtube-transcripts/school-committee/2024-09-04-qlBSMCGeZF0.json,3717,9963,en,auto,371714,2026-09-11T14:11:30Z
0qgDLg6ni4k,school-committee,2024-09-04,sources/data/youtube-transcripts/school-committee/2024-09-04-0qgDLg6ni4k.json,3717,9963,en,auto,371714,2026-09-11T14:12:17Z
SUym2D7xXYM,select-board,2024-09-03,sources/data/youtube-transcripts/select-board/2024-09-03-SUym2D7xXYM.json,3371,8351,en,auto,341575,2026-09-11T16:14:40Z
NxWpn3eRjaA,finance-committee,2024-08-22,sources/data/youtube-transcripts/finance-committee/2024-08-22-NxWpn3eRjaA.json,4025,11630,en,auto,398500,2026-09-11T15:18:16Z
MMciKy1DZ5A,select-board,2024-08-20,sources/data/youtube-transcripts/select-board/2024-08-20-MMciKy1DZ5A.json,2962,8173,en,auto,295360,2026-09-11T16:15:26Z
QZPSFS_opfA,school-committee,2024-08-16,sources/data/youtube-transcripts/school-committee/2024-08-16-QZPSFS_opfA.json,30,90,en,auto,3894,2026-09-11T14:13:03Z
pvaQaklHi78,select-board,2024-08-13,sources/data/youtube-transcripts/select-board/2024-08-13-pvaQaklHi78.json,2866,7405,en,auto,288917,2026-09-11T16:16:12Z
NVJX1vLTenM,finance-committee,2024-08-08,sources/data/youtube-transcripts/finance-committee/2024-08-08-NVJX1vLTenM.json,3837,10341,en,auto,383585,2026-09-11T15:19:02Z
e52PjwJitt0,school-committee,2024-08-07,sources/data/youtube-transcripts/school-committee/2024-08-07-e52PjwJitt0.json,4102,10961,en,auto,412129,2026-09-11T14:13:50Z
rc_fGzmDyd0,select-board,2024-08-06,sources/data/youtube-transcripts/select-board/2024-08-06-rc_fGzmDyd0.json,3239,8192,en,auto,327389,2026-09-11T16:16:59Z
RnTrjkRl38g,finance-committee,2024-07-25,sources/data/youtube-transcripts/finance-committee/2024-07-25-RnTrjkRl38g.json,3285,9015,en,auto,325549,2026-09-11T15:19:49Z
Pb36QXiRzhE,school-committee,2024-07-25,sources/data/youtube-transcripts/school-committee/2024-07-25-Pb36QXiRzhE.json,1021,2866,en,auto,101633,2026-09-11T14:14:36Z
jATzS-kn0UA,select-board,2024-07-23,sources/data/youtube-transcripts/select-board/2024-07-23-jATzS-kn0UA.json,3254,8179,en,auto,328542,2026-09-11T16:17:45Z
Lnsx-Q4U58M,select-board,2024-07-17,sources/data/youtube-transcripts/select-board/2024-07-17-Lnsx-Q4U58M.json,3014,7561,en,auto,302388,2026-09-11T16:18:31Z
7EEY2Mndjc8,select-board,2024-07-16,sources/data/youtube-transcripts/select-board/2024-07-16-7EEY2Mndjc8.json,3701,11367,en,auto,369872,2026-09-11T16:19:18Z
C9H6v6mU4RU,finance-committee,2024-07-11,sources/data/youtube-transcripts/finance-committee/2024-07-11-C9H6v6mU4RU.json,3439,9502,en,auto,340247,2026-09-11T15:20:35Z
_ibvI8f79QE,select-board,2024-07-09,sources/data/youtube-transcripts/select-board/2024-07-09-_ibvI8f79QE.json,3757,9186,en,auto,379922,2026-09-11T16:20:04Z
NcSeV3TpZxw,finance-committee,2024-06-27,sources/data/youtube-transcripts/finance-committee/2024-06-27-NcSeV3TpZxw.json,3341,8633,en,auto,334394,2026-09-11T15:21:21Z
ADNePNHauu8,school-committee,2024-06-26,sources/data/youtube-transcripts/school-committee/2024-06-26-ADNePNHauu8.json,3718,10476,en,auto,370392,2026-09-11T14:15:23Z
bGyAQNXqiRQ,select-board,2024-06-18,sources/data/youtube-transcripts/select-board/2024-06-18-bGyAQNXqiRQ.json,3830,10521,en,auto,383693,2026-09-11T16:20:50Z
bRBKCpRoj9Y,finance-committee,2024-06-13,sources/data/youtube-transcripts/finance-committee/2024-06-13-bRBKCpRoj9Y.json,1281,3639,en,auto,125425,2026-09-11T15:22:07Z
VyeLYKbCGYg,school-committee,2024-06-12,sources/data/youtube-transcripts/school-committee/2024-06-12-VyeLYKbCGYg.json,1410,3950,en,auto,139580,2026-09-11T14:16:09Z
f8-YB67yLhE,select-board,2024-06-11,sources/data/youtube-transcripts/select-board/2024-06-11-f8-YB67yLhE.json,4671,12059,en,auto,469116,2026-09-11T17:38:06Z
wHfHHwQMHoI,school-committee,2024-06-05,sources/data/youtube-transcripts/school-committee/2024-06-05-wHfHHwQMHoI.json,4208,11523,en,auto,420759,2026-09-11T14:16:56Z
hEPTyqswe4c,select-board,2024-06-04,sources/data/youtube-transcripts/select-board/2024-06-04-hEPTyqswe4c.json,3588,9226,en,auto,360844,2026-09-11T17:38:52Z
yGE1_U8665E,finance-committee,2024-05-23,sources/data/youtube-transcripts/finance-committee/2024-05-23-yGE1_U8665E.json,3421,9334,en,auto,338446,2026-09-11T15:22:54Z
4n_lCBt5j_o,school-committee,2024-05-22,sources/data/youtube-transcripts/school-committee/2024-05-22-4n_lCBt5j_o.json,2994,8168,en,auto,300778,2026-09-11T14:17:42Z
ddbUPQzXt_w,select-board,2024-05-21,sources/data/youtube-transcripts/select-board/2024-05-21-ddbUPQzXt_w.json,1507,3870,en,auto,152579,2026-09-11T17:39:38Z
PqWfYHfBfHM,select-board,2024-05-14,sources/data/youtube-transcripts/select-board/2024-05-14-PqWfYHfBfHM.json,2041,5515,en,auto,204151,2026-09-11T17:40:25Z
FY251RQj7XM,school-committee,2024-05-14,sources/data/youtube-transcripts/school-committee/2024-05-14-FY251RQj7XM.json,158,487,en,auto,16099,2026-09-11T14:18:29Z
dO7n5fBtuww,select-board,2024-05-08,sources/data/youtube-transcripts/select-board/2024-05-08-dO7n5fBtuww.json,3375,8575,en,auto,340985,2026-09-11T17:41:11Z
BZaMa3F272M,school-committee,2024-05-01,sources/data/youtube-transcripts/school-committee/2024-05-01-BZaMa3F272M.json,4238,12111,en,auto,418614,2026-09-11T14:19:16Z
yJPvSLgD0Jc,select-board,2024-04-30,sources/data/youtube-transcripts/select-board/2024-04-30-yJPvSLgD0Jc.json,1908,5186,en,auto,190336,2026-09-11T17:41:58Z
1B3ja9iw4rs,finance-committee,2024-04-25,sources/data/youtube-transcripts/finance-committee/2024-04-25-1B3ja9iw4rs.json,2437,7130,en,auto,239004,2026-09-11T15:23:41Z
dzPxqufDNtc,select-board,2024-04-23,sources/data/youtube-transcripts/select-board/2024-04-23-dzPxqufDNtc.json,3772,9815,en,auto,378538,2026-09-11T17:42:44Z
rYpKNfbACBU,finance-committee,2024-04-11,sources/data/youtube-transcripts/finance-committee/2024-04-11-rYpKNfbACBU.json,3084,8954,en,auto,300182,2026-09-11T15:24:28Z
5Jzd5Rb6Lrw,school-committee,2024-04-10,sources/data/youtube-transcripts/school-committee/2024-04-10-5Jzd5Rb6Lrw.json,3141,8752,en,auto,312491,2026-09-11T14:20:02Z
gcuQKSW2XI4,select-board,2024-04-09,sources/data/youtube-transcripts/select-board/2024-04-09-gcuQKSW2XI4.json,2028,5436,en,auto,203715,2026-09-11T17:43:30Z
_PCUMXOxLLw,finance-committee,2024-04-04,sources/data/youtube-transcripts/finance-committee/2024-04-04-_PCUMXOxLLw.json,2113,5938,en,auto,207274,2026-09-11T15:25:14Z
BoMEMfRTJkk,school-committee,2024-04-03,sources/data/youtube-transcripts/school-committee/2024-04-03-BoMEMfRTJkk.json,2588,7451,en,auto,255601,2026-09-11T14:20:49Z
mYRG0Z1-GIc,select-board,2024-04-02,sources/data/youtube-transcripts/select-board/2024-04-02-mYRG0Z1-GIc.json,2674,6924,en,auto,267725,2026-09-11T17:44:17Z
sR9lACvvjJo,finance-committee,2024-03-28,sources/data/youtube-transcripts/finance-committee/2024-03-28-sR9lACvvjJo.json,5944,16691,en,auto,588752,2026-09-11T15:26:00Z
ngIQ-Un4pTI,school-committee,2024-03-27,sources/data/youtube-transcripts/school-committee/2024-03-27-ngIQ-Un4pTI.json,1562,4392,en,auto,155263,2026-09-11T14:21:35Z
SxNLdwFAFsc,select-board,2024-03-26,sources/data/youtube-transcripts/select-board/2024-03-26-SxNLdwFAFsc.json,4925,12192,en,auto,496903,2026-09-11T17:45:03Z
5auQ8RlmtsE,finance-committee,2024-03-21,sources/data/youtube-transcripts/finance-committee/2024-03-21-5auQ8RlmtsE.json,5724,16120,en,auto,570427,2026-09-11T15:26:46Z
ADYe_LL5Y2I,finance-committee,2024-03-20,sources/data/youtube-transcripts/finance-committee/2024-03-20-ADYe_LL5Y2I.json,5927,16124,en,auto,590287,2026-09-11T15:27:33Z
9gMaxzZxV2w,school-committee,2024-03-20,sources/data/youtube-transcripts/school-committee/2024-03-20-9gMaxzZxV2w.json,4842,13393,en,auto,481634,2026-09-11T15:38:48Z
N7IoCxrNyCo,select-board,2024-03-19,sources/data/youtube-transcripts/select-board/2024-03-19-N7IoCxrNyCo.json,4404,11309,en,auto,443058,2026-09-11T17:45:49Z
holFjmBBsmM,finance-committee,2024-03-14,sources/data/youtube-transcripts/finance-committee/2024-03-14-holFjmBBsmM.json,4689,12344,en,auto,468791,2026-09-11T15:28:20Z
heIX4acnxRQ,select-board,2024-03-12,sources/data/youtube-transcripts/select-board/2024-03-12-heIX4acnxRQ.json,3588,9129,en,auto,361019,2026-09-11T17:46:36Z
4eJ11_7Oaaw,school-committee,2024-03-11,sources/data/youtube-transcripts/school-committee/2024-03-11-4eJ11_7Oaaw.json,470,1437,en,auto,46453,2026-09-11T15:39:34Z
U0WTv-h8CI4,finance-committee,2024-03-07,sources/data/youtube-transcripts/finance-committee/2024-03-07-U0WTv-h8CI4.json,5630,15036,en,auto,562704,2026-09-11T15:29:07Z
JV9mZXgfwdE,cemetery-commission,2024-03-07,sources/data/youtube-transcripts/cemetery-commission/2024-03-07-JV9mZXgfwdE.json,8,31,en,auto,1679,2026-09-10T16:55:52Z
heS2Z7Sxa_I,school-committee,2024-03-06,sources/data/youtube-transcripts/school-committee/2024-03-06-heS2Z7Sxa_I.json,4869,13819,en,auto,481839,2026-09-11T15:40:20Z
Vdj6C4kyYJw,select-board,2024-03-05,sources/data/youtube-transcripts/select-board/2024-03-05-Vdj6C4kyYJw.json,6043,15189,en,auto,611732,2026-09-11T17:47:22Z
3g3xrtDvKHI,finance-committee,2024-02-29,sources/data/youtube-transcripts/finance-committee/2024-02-29-3g3xrtDvKHI.json,4980,12961,en,auto,499493,2026-09-11T15:29:53Z
pn_OXfPbl9w,school-committee,2024-02-28,sources/data/youtube-transcripts/school-committee/2024-02-28-pn_OXfPbl9w.json,3695,10328,en,auto,364520,2026-09-11T15:41:06Z
8k8wImvZjEs,finance-committee,2024-02-22,sources/data/youtube-transcripts/finance-committee/2024-02-22-8k8wImvZjEs.json,5603,14856,en,auto,560615,2026-09-11T15:30:39Z
91s4aFl4MSo,finance-committee,2024-02-21,sources/data/youtube-transcripts/finance-committee/2024-02-21-91s4aFl4MSo.json,3313,9256,en,auto,328811,2026-09-11T15:31:26Z
WfxtBghfQ6k,select-board,2024-02-20,sources/data/youtube-transcripts/select-board/2024-02-20-WfxtBghfQ6k.json,4752,12340,en,auto,481265,2026-09-11T17:48:09Z
savIPkdZcnQ,select-board,2024-02-13,sources/data/youtube-transcripts/select-board/2024-02-13-savIPkdZcnQ.json,3966,9763,en,auto,401490,2026-09-11T17:48:55Z
zR_JoRQlnxY,finance-committee,2024-02-08,sources/data/youtube-transcripts/finance-committee/2024-02-08-zR_JoRQlnxY.json,2930,7639,en,auto,291206,2026-09-11T15:32:12Z
HOOeGOFs6cQ,school-committee,2024-02-07,sources/data/youtube-transcripts/school-committee/2024-02-07-HOOeGOFs6cQ.json,3546,10007,en,auto,352009,2026-09-11T15:41:52Z
OFl9mY69yl8,select-board,2024-01-30,sources/data/youtube-transcripts/select-board/2024-01-30-OFl9mY69yl8.json,3228,8279,en,auto,325326,2026-09-11T17:49:41Z
m4hWTyvKCs4,finance-committee,2024-01-25,sources/data/youtube-transcripts/finance-committee/2024-01-25-m4hWTyvKCs4.json,3385,8838,en,auto,339261,2026-09-11T15:32:59Z
M1ou8I8zI7o,school-committee,2024-01-24,sources/data/youtube-transcripts/school-committee/2024-01-24-M1ou8I8zI7o.json,3961,11535,en,auto,390487,2026-09-11T15:42:39Z
rK9J3lTlZyE,select-board,2024-01-23,sources/data/youtube-transcripts/select-board/2024-01-23-rK9J3lTlZyE.json,1877,4958,en,auto,188728,2026-09-11T17:50:27Z
yE-UAKGHwS0,finance-committee,2024-01-18,sources/data/youtube-transcripts/finance-committee/2024-01-18-yE-UAKGHwS0.json,3611,9664,en,auto,358081,2026-09-11T15:33:45Z
4mzD0d0VtIo,school-committee,2024-01-17,sources/data/youtube-transcripts/school-committee/2024-01-17-4mzD0d0VtIo.json,3844,11096,en,auto,377665,2026-09-11T15:43:25Z
vSCm-DhM_fc,select-board,2024-01-16,sources/data/youtube-transcripts/select-board/2024-01-16-vSCm-DhM_fc.json,4908,12493,en,auto,496908,2026-09-11T17:51:14Z
fEuICymreGY,finance-committee,2024-01-11,sources/data/youtube-transcripts/finance-committee/2024-01-11-fEuICymreGY.json,1735,4489,en,auto,173998,2026-09-11T16:25:52Z
AxepNNtMdH4,select-board,2024-01-09,sources/data/youtube-transcripts/select-board/2024-01-09-AxepNNtMdH4.json,1327,3585,en,auto,133583,2026-09-11T17:52:00Z
tScaHNgYV_A,school-committee,2024-01-03,sources/data/youtube-transcripts/school-committee/2024-01-03-tScaHNgYV_A.json,1384,4522,en,auto,135124,2026-09-11T15:44:11Z
q7bMLPsMfjQ,school-committee,2023-12-20,sources/data/youtube-transcripts/school-committee/2023-12-20-q7bMLPsMfjQ.json,1815,5028,en,auto,179219,2026-09-11T15:44:57Z
rJ32rSdKVT4,select-board,2023-12-19,sources/data/youtube-transcripts/select-board/2023-12-19-rJ32rSdKVT4.json,2484,6430,en,auto,250421,2026-09-11T17:52:46Z
z-0FAWISPrE,select-board,2023-12-12,sources/data/youtube-transcripts/select-board/2023-12-12-z-0FAWISPrE.json,2403,6022,en,auto,242160,2026-09-11T17:53:32Z
MvJBksNpQqg,finance-committee,2023-12-07,sources/data/youtube-transcripts/finance-committee/2023-12-07-MvJBksNpQqg.json,2301,6487,en,auto,228102,2026-09-11T16:26:38Z
hgjw8ZYOfOI,school-committee,2023-12-06,sources/data/youtube-transcripts/school-committee/2023-12-06-hgjw8ZYOfOI.json,3977,10902,en,auto,394565,2026-09-11T15:45:43Z
a8BzgkQFxXI,select-board,2023-12-05,sources/data/youtube-transcripts/select-board/2023-12-05-a8BzgkQFxXI.json,2205,5416,en,auto,223205,2026-09-11T17:54:18Z
S1kXfBAh81g,finance-committee,2023-11-30,sources/data/youtube-transcripts/finance-committee/2023-11-30-S1kXfBAh81g.json,1963,5250,en,auto,195951,2026-09-11T16:27:25Z
juGhSZJG8P8,select-board,2023-11-28,sources/data/youtube-transcripts/select-board/2023-11-28-juGhSZJG8P8.json,3317,8488,en,auto,335134,2026-09-11T17:55:04Z
ANqyvmbNiW0,school-committee,2023-11-15,sources/data/youtube-transcripts/school-committee/2023-11-15-ANqyvmbNiW0.json,2236,6564,en,auto,216659,2026-09-11T15:46:29Z
5uVeRoP69ms,finance-committee,2023-11-13,sources/data/youtube-transcripts/finance-committee/2023-11-13-5uVeRoP69ms.json,618,1907,en,auto,61282,2026-09-11T16:28:11Z
a0DUTNWaA0c,architectural-preservation-district-commission,2023-11-08,sources/data/youtube-transcripts/architectural-preservation-district-commission/2023-11-08-a0DUTNWaA0c.json,938,2466,en,auto,95209,2026-09-10T16:56:38Z
RM2UnEaPcKQ,school-committee,2023-11-08,sources/data/youtube-transcripts/school-committee/2023-11-08-RM2UnEaPcKQ.json,693,1949,en,auto,69807,2026-09-11T15:47:15Z
tu8MZVv5gvo,select-board,2023-11-07,sources/data/youtube-transcripts/select-board/2023-11-07-tu8MZVv5gvo.json,4934,12113,en,auto,499968,2026-09-11T17:55:51Z
C5d_f5KxKpc,master-plan-steering-committee,2023-11-02,sources/data/youtube-transcripts/master-plan-steering-committee/2023-11-02-C5d_f5KxKpc.json,1268,3861,en,auto,126750,2026-09-10T16:57:24Z
Ap8zhk492jM,school-committee,2023-11-01,sources/data/youtube-transcripts/school-committee/2023-11-01-Ap8zhk492jM.json,2621,9651,en,auto,256596,2026-09-11T15:48:02Z
-nL-vM2zLMQ,sewer-commission,2023-10-27,sources/data/youtube-transcripts/sewer-commission/2023-10-27--nL-vM2zLMQ.json,665,1951,en,auto,65051,2026-09-10T16:58:10Z
rRLGSXO9F_4,select-board,2023-10-24,sources/data/youtube-transcripts/select-board/2023-10-24-rRLGSXO9F_4.json,2475,6236,en,auto,249653,2026-09-11T17:56:37Z
TwOGk7B0s8M,school-committee,2023-10-18,sources/data/youtube-transcripts/school-committee/2023-10-18-TwOGk7B0s8M.json,1898,9620,en,auto,187502,2026-09-11T15:48:48Z
hMNni0VXUfg,select-board,2023-10-17,sources/data/youtube-transcripts/select-board/2023-10-17-hMNni0VXUfg.json,2255,5832,en,auto,227350,2026-09-11T18:33:29Z
xCdmsXLVWsA,finance-committee,2023-10-12,sources/data/youtube-transcripts/finance-committee/2023-10-12-xCdmsXLVWsA.json,4080,10892,en,auto,405740,2026-09-10T16:59:05Z
Cjwna2g08_k,select-board,2023-10-10,sources/data/youtube-transcripts/select-board/2023-10-10-Cjwna2g08_k.json,3322,8680,en,auto,335162,2026-09-11T18:34:15Z
Tf9FcEWLjMc,finance-committee,2023-10-05,sources/data/youtube-transcripts/finance-committee/2023-10-05-Tf9FcEWLjMc.json,1103,3308,en,auto,108665,2026-09-10T16:59:52Z
RSuhiVz9L-A,school-committee,2023-10-04,sources/data/youtube-transcripts/school-committee/2023-10-04-RSuhiVz9L-A.json,1603,4403,en,auto,150602,2026-09-11T15:49:34Z
VsbrIn15BRM,select-board,2023-10-03,sources/data/youtube-transcripts/select-board/2023-10-03-VsbrIn15BRM.json,4091,10452,en,auto,412945,2026-09-11T18:35:02Z
pxAlbuPeROQ,school-committee,2023-09-20,sources/data/youtube-transcripts/school-committee/2023-09-20-pxAlbuPeROQ.json,2203,6638,en,auto,209154,2026-09-11T15:50:21Z
U1bmk22oNds,select-board,2023-09-19,sources/data/youtube-transcripts/select-board/2023-09-19-U1bmk22oNds.json,1622,3781,en,auto,160104,2026-09-11T18:35:48Z
dKXagYIu9yM,select-board,2023-09-14,sources/data/youtube-transcripts/select-board/2023-09-14-dKXagYIu9yM.json,559,1430,en,auto,54111,2026-09-11T18:36:34Z
N8r_pTD_MR4,finance-committee,2023-09-14,sources/data/youtube-transcripts/finance-committee/2023-09-14-N8r_pTD_MR4.json,1040,2903,en,auto,98577,2026-09-11T16:28:57Z
FQgz9UZN-nk,architectural-preservation-district-commission,2023-09-12,sources/data/youtube-transcripts/architectural-preservation-district-commission/2023-09-12-FQgz9UZN-nk.json,1263,3247,en,auto,126823,2026-09-10T17:00:37Z
73pQUL3kFZo,select-board,2023-09-12,sources/data/youtube-transcripts/select-board/2023-09-12-73pQUL3kFZo.json,2870,6986,en,auto,283407,2026-09-11T18:37:20Z
