dataset,edition,report_fy,document,page,table,label,kind,amount,share_percent,columns_as_printed,status,reconciliation
peg_access_fund,FY2022,2022,4129-fy-2022-annual-town-report.pdf,72,revenue_expenses,FY22 LINE ITEMS AS A PERCENTAGE Revenue (from Comcast),row,199956.37,,FY22 REVENUE vs EXPENSES,checked,"Revenue Total: 203,521.77 = the 2 receipts above it ; TOTAL: 76,330.72 = Revenue Total less Expenses"
peg_access_fund,FY2022,2022,4129-fy-2022-annual-town-report.pdf,72,revenue_expenses,Enterprise Interest,row,3565.4,,FY22 REVENUE vs EXPENSES,checked,"Revenue Total: 203,521.77 = the 2 receipts above it ; TOTAL: 76,330.72 = Revenue Total less Expenses"
peg_access_fund,FY2022,2022,4129-fy-2022-annual-town-report.pdf,72,revenue_expenses,Revenue Total,total,203521.77,,FY22 REVENUE vs EXPENSES,checked,"Revenue Total: 203,521.77 = the 2 receipts above it ; TOTAL: 76,330.72 = Revenue Total less Expenses"
peg_access_fund,FY2022,2022,4129-fy-2022-annual-town-report.pdf,72,revenue_expenses,Expenses,row,127191.05,,FY22 REVENUE vs EXPENSES,checked,"Revenue Total: 203,521.77 = the 2 receipts above it ; TOTAL: 76,330.72 = Revenue Total less Expenses"
peg_access_fund,FY2022,2022,4129-fy-2022-annual-town-report.pdf,72,revenue_expenses,TOTAL,total,76330.72,,FY22 REVENUE vs EXPENSES,checked,"Revenue Total: 203,521.77 = the 2 receipts above it ; TOTAL: 76,330.72 = Revenue Total less Expenses"
peg_access_fund,FY2023,2023,4131-fy-2023-annual-town-report.pdf,80,line_items,Salaries,row,55727.18,34.14,Line Item Expenses % of Expense,checked,"expenses: 163,236.09 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2023,2023,4131-fy-2023-annual-town-report.pdf,80,line_items,Purchase of Services,row,1403.5,0.86,Line Item Expenses % of Expense,checked,"expenses: 163,236.09 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2023,2023,4131-fy-2023-annual-town-report.pdf,80,line_items,Consultant,row,360.0,0.22,Line Item Expenses % of Expense,checked,"expenses: 163,236.09 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2023,2023,4131-fy-2023-annual-town-report.pdf,80,line_items,Lease,row,6000.0,3.68,Line Item Expenses % of Expense,checked,"expenses: 163,236.09 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2023,2023,4131-fy-2023-annual-town-report.pdf,80,line_items,Office Supls,row,0.0,0.0,Line Item Expenses % of Expense,checked,"expenses: 163,236.09 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2023,2023,4131-fy-2023-annual-town-report.pdf,80,line_items,Advertising,row,0.0,0.0,Line Item Expenses % of Expense,checked,"expenses: 163,236.09 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2023,2023,4131-fy-2023-annual-town-report.pdf,80,line_items,Equip/Maint,row,9765.73,5.98,Line Item Expenses % of Expense,checked,"expenses: 163,236.09 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2023,2023,4131-fy-2023-annual-town-report.pdf,80,line_items,New Equip,row,15205.5,9.32,Line Item Expenses % of Expense,checked,"expenses: 163,236.09 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2023,2023,4131-fy-2023-annual-town-report.pdf,80,line_items,Videographers,row,26209.55,16.06,Line Item Expenses % of Expense,checked,"expenses: 163,236.09 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2023,2023,4131-fy-2023-annual-town-report.pdf,80,line_items,Indirect Costs,row,47808.0,29.29,Line Item Expenses % of Expense,checked,"expenses: 163,236.09 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2023,2023,4131-fy-2023-annual-town-report.pdf,80,line_items,Vendor Expenses,row,756.63,0.46,Line Item Expenses % of Expense,checked,"expenses: 163,236.09 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2023,2023,4131-fy-2023-annual-town-report.pdf,80,line_items,Total,total,163236.09,100.0,Line Item Expenses % of Expense,checked,"expenses: 163,236.09 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2023,2023,4131-fy-2023-annual-town-report.pdf,79,revenue_expenses,Revenue (from Comcast),row,203773.0,,FY23 REVENUE vs EXPENSES,checked,"Revenue Total: 217,384.49 = the 2 receipts above it ; Balance: 54,148.40 = Subtotal less Expenses"
peg_access_fund,FY2023,2023,4131-fy-2023-annual-town-report.pdf,79,revenue_expenses,Enterprise Fund Interest,row,13611.49,,FY23 REVENUE vs EXPENSES,checked,"Revenue Total: 217,384.49 = the 2 receipts above it ; Balance: 54,148.40 = Subtotal less Expenses"
peg_access_fund,FY2023,2023,4131-fy-2023-annual-town-report.pdf,79,revenue_expenses,Subtotal,total,217384.49,,FY23 REVENUE vs EXPENSES,checked,"Revenue Total: 217,384.49 = the 2 receipts above it ; Balance: 54,148.40 = Subtotal less Expenses"
peg_access_fund,FY2023,2023,4131-fy-2023-annual-town-report.pdf,79,revenue_expenses,Expenses,row,163236.09,,FY23 REVENUE vs EXPENSES,checked,"Revenue Total: 217,384.49 = the 2 receipts above it ; Balance: 54,148.40 = Subtotal less Expenses"
peg_access_fund,FY2023,2023,4131-fy-2023-annual-town-report.pdf,79,revenue_expenses,Balance,total,54148.4,,FY23 REVENUE vs EXPENSES,checked,"Revenue Total: 217,384.49 = the 2 receipts above it ; Balance: 54,148.40 = Subtotal less Expenses"
peg_access_fund,FY2024,2024,4132-fy-2024-annual-town-report.pdf,64,line_items,Salaries,row,83211.23,47.78,Line Item Expenses % of Expense,checked,"expenses: 174,151.16 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2024,2024,4132-fy-2024-annual-town-report.pdf,64,line_items,Purchase of Services,row,175.0,0.1,Line Item Expenses % of Expense,checked,"expenses: 174,151.16 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2024,2024,4132-fy-2024-annual-town-report.pdf,64,line_items,Consultant,row,0.0,0.0,Line Item Expenses % of Expense,checked,"expenses: 174,151.16 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2024,2024,4132-fy-2024-annual-town-report.pdf,64,line_items,Lease,row,0.0,0.0,Line Item Expenses % of Expense,checked,"expenses: 174,151.16 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2024,2024,4132-fy-2024-annual-town-report.pdf,64,line_items,Office Supplies,row,0.0,0.0,Line Item Expenses % of Expense,checked,"expenses: 174,151.16 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2024,2024,4132-fy-2024-annual-town-report.pdf,64,line_items,Advertising,row,0.0,0.0,Line Item Expenses % of Expense,checked,"expenses: 174,151.16 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2024,2024,4132-fy-2024-annual-town-report.pdf,64,line_items,Equip/Maintenance,row,8786.55,5.05,Line Item Expenses % of Expense,checked,"expenses: 174,151.16 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2024,2024,4132-fy-2024-annual-town-report.pdf,64,line_items,New Equip,row,0.0,0.0,Line Item Expenses % of Expense,checked,"expenses: 174,151.16 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2024,2024,4132-fy-2024-annual-town-report.pdf,64,line_items,Videographers,row,34475.38,19.8,Line Item Expenses % of Expense,checked,"expenses: 174,151.16 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2024,2024,4132-fy-2024-annual-town-report.pdf,64,line_items,Indirect Costs,row,47503.0,27.28,Line Item Expenses % of Expense,checked,"expenses: 174,151.16 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2024,2024,4132-fy-2024-annual-town-report.pdf,64,line_items,Vendor Expenses,row,0.0,0.0,Line Item Expenses % of Expense,checked,"expenses: 174,151.16 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2024,2024,4132-fy-2024-annual-town-report.pdf,64,line_items,Total,total,174151.16,100.0,Line Item Expenses % of Expense,checked,"expenses: 174,151.16 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2024,2024,4132-fy-2024-annual-town-report.pdf,63,revenue_expenses,Revenue (from Comcast),row,192954.0,,FY24 REVENUE vs EXPENSES,checked,"Revenue Total: 252,882.00 = the 3 receipts above it ; Balance: 78,732.00 = Subtotal less Expenses"
peg_access_fund,FY2024,2024,4132-fy-2024-annual-town-report.pdf,63,revenue_expenses,Enterprise Fund Interest,row,24498.0,,FY24 REVENUE vs EXPENSES,checked,"Revenue Total: 252,882.00 = the 3 receipts above it ; Balance: 78,732.00 = Subtotal less Expenses"
peg_access_fund,FY2024,2024,4132-fy-2024-annual-town-report.pdf,63,revenue_expenses,Investment Interest,row,35430.0,,FY24 REVENUE vs EXPENSES,checked,"Revenue Total: 252,882.00 = the 3 receipts above it ; Balance: 78,732.00 = Subtotal less Expenses"
peg_access_fund,FY2024,2024,4132-fy-2024-annual-town-report.pdf,63,revenue_expenses,Subtotal,total,252882.0,,FY24 REVENUE vs EXPENSES,checked,"Revenue Total: 252,882.00 = the 3 receipts above it ; Balance: 78,732.00 = Subtotal less Expenses"
peg_access_fund,FY2024,2024,4132-fy-2024-annual-town-report.pdf,63,revenue_expenses,Expenses,row,174150.0,,FY24 REVENUE vs EXPENSES,checked,"Revenue Total: 252,882.00 = the 3 receipts above it ; Balance: 78,732.00 = Subtotal less Expenses"
peg_access_fund,FY2024,2024,4132-fy-2024-annual-town-report.pdf,63,revenue_expenses,Balance,total,78732.0,,FY24 REVENUE vs EXPENSES,checked,"Revenue Total: 252,882.00 = the 3 receipts above it ; Balance: 78,732.00 = Subtotal less Expenses"
peg_access_fund,FY2025,2025,4130-fy-2025-annual-town-report.pdf,64,line_items,Salaries,row,98868.97,55.5,Line Item Expenses Expense,checked,"expenses: 178,140.97 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2025,2025,4130-fy-2025-annual-town-report.pdf,64,line_items,Purchase of Services,row,633.5,0.36,Line Item Expenses Expense,checked,"expenses: 178,140.97 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2025,2025,4130-fy-2025-annual-town-report.pdf,64,line_items,Consultant,row,40.0,0.02,Line Item Expenses Expense,checked,"expenses: 178,140.97 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2025,2025,4130-fy-2025-annual-town-report.pdf,64,line_items,Lease,row,6000.0,3.37,Line Item Expenses Expense,checked,"expenses: 178,140.97 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2025,2025,4130-fy-2025-annual-town-report.pdf,64,line_items,Office Supls,row,0.0,0.0,Line Item Expenses Expense,checked,"expenses: 178,140.97 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2025,2025,4130-fy-2025-annual-town-report.pdf,64,line_items,Advertising,row,0.0,0.0,Line Item Expenses Expense,checked,"expenses: 178,140.97 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2025,2025,4130-fy-2025-annual-town-report.pdf,64,line_items,Equip/Maint,row,7156.03,4.02,Line Item Expenses Expense,checked,"expenses: 178,140.97 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2025,2025,4130-fy-2025-annual-town-report.pdf,64,line_items,New Equip,row,0.0,0.0,Line Item Expenses Expense,checked,"expenses: 178,140.97 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2025,2025,4130-fy-2025-annual-town-report.pdf,64,line_items,Videographers,row,37512.5,21.06,Line Item Expenses Expense,checked,"expenses: 178,140.97 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2025,2025,4130-fy-2025-annual-town-report.pdf,64,line_items,Indirect Costs,row,27929.97,15.68,Line Item Expenses Expense,checked,"expenses: 178,140.97 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2025,2025,4130-fy-2025-annual-town-report.pdf,64,line_items,Vendor Expenses,row,0.0,0.0,Line Item Expenses Expense,checked,"expenses: 178,140.97 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2025,2025,4130-fy-2025-annual-town-report.pdf,64,line_items,Total,total,178140.97,100.0,Line Item Expenses Expense,checked,"expenses: 178,140.97 = the printed Total ; shares: the 11 lines sum to 100.01% ; each share is what its own figure gives"
peg_access_fund,FY2025,2025,4130-fy-2025-annual-town-report.pdf,64,revenue_expenses,Revenue (from Comcast),row,180792.0,,FY25 REVENUE vs EXPENSES,check failed,"Revenue Total: 262,565.00 = the 3 receipts above it ; Ending Balance: Subtotal less Expenses is 84,425.00 against a printed 30,632.00 (+53,793.00)"
peg_access_fund,FY2025,2025,4130-fy-2025-annual-town-report.pdf,64,revenue_expenses,Enterprise Fund Interest,row,46343.0,,FY25 REVENUE vs EXPENSES,check failed,"Revenue Total: 262,565.00 = the 3 receipts above it ; Ending Balance: Subtotal less Expenses is 84,425.00 against a printed 30,632.00 (+53,793.00)"
peg_access_fund,FY2025,2025,4130-fy-2025-annual-town-report.pdf,64,revenue_expenses,Investment Interest,row,35430.0,,FY25 REVENUE vs EXPENSES,check failed,"Revenue Total: 262,565.00 = the 3 receipts above it ; Ending Balance: Subtotal less Expenses is 84,425.00 against a printed 30,632.00 (+53,793.00)"
peg_access_fund,FY2025,2025,4130-fy-2025-annual-town-report.pdf,64,revenue_expenses,Subtotal,total,262565.0,,FY25 REVENUE vs EXPENSES,check failed,"Revenue Total: 262,565.00 = the 3 receipts above it ; Ending Balance: Subtotal less Expenses is 84,425.00 against a printed 30,632.00 (+53,793.00)"
peg_access_fund,FY2025,2025,4130-fy-2025-annual-town-report.pdf,64,revenue_expenses,Expenses,row,178140.0,,FY25 REVENUE vs EXPENSES,check failed,"Revenue Total: 262,565.00 = the 3 receipts above it ; Ending Balance: Subtotal less Expenses is 84,425.00 against a printed 30,632.00 (+53,793.00)"
peg_access_fund,FY2025,2025,4130-fy-2025-annual-town-report.pdf,64,revenue_expenses,Beginning Balance,row,208772.0,,FY25 REVENUE vs EXPENSES,check failed,"Revenue Total: 262,565.00 = the 3 receipts above it ; Ending Balance: Subtotal less Expenses is 84,425.00 against a printed 30,632.00 (+53,793.00)"
peg_access_fund,FY2025,2025,4130-fy-2025-annual-town-report.pdf,64,revenue_expenses,Ending Balance,total,30632.0,,FY25 REVENUE vs EXPENSES,check failed,"Revenue Total: 262,565.00 = the 3 receipts above it ; Ending Balance: Subtotal less Expenses is 84,425.00 against a printed 30,632.00 (+53,793.00)"
