fy,meeting,meeting_date,article,subject,result,amount_as_printed,fincom,select_board,quote,page,source_doc,extracted_by,extracted_at
2023,special,2023-11-14,4,Transfer Special Purpose Stabilization funds for a new ambulance and two dump trucks,failed,"$986,000",Disapproval,Approval,"ARTICLE 4 WAS DEFEATED (29 YES, 92 NO)",173,sources/town-annual-reports/text/4131-fy-2023-annual-town-report.txt,sonnet,2026-09-19T14:54:27Z
2023,special,2023-11-14,5,Transfer Opioid Settlement funds for the Police Department's Mental Health Co-Response program,passed,"$80,000",Approval,Approval,"VOTED (125 YES, 2 NO  85 needed for 2/3rds majority) to transfer the sum of $80,000 from the Opioid Settlement Stabilization Fund to be used to fund the Police Department’s Mental Health Co-Response program,",173,sources/town-annual-reports/text/4131-fy-2023-annual-town-report.txt,sonnet,2026-09-19T14:54:27Z
2023,special,2023-11-14,6,Transfer FY23 Capital Plan funds to the school district for HVAC at the Primary School,passed,"$232,800",Approval,Approval,"VOTED (104 YES, 16 NO) to transfer the sum of $232,800 from the FY23 Capital Plan, as voted under Article 6 of the May 7, 2022 Annual Town Meeting, to the Lunenburg School District for the purpose of installing ductless split climate control systems at the Lunenburg Primary School.",173,sources/town-annual-reports/text/4131-fy-2023-annual-town-report.txt,sonnet,2026-09-19T14:54:27Z
2023,special,2023-11-14,7,Transfer sewer funds into the Sewer Reserve Capacity Stabilization Fund,passed,"$1,851.30",Approval,Approval,"VOTED UNANIMOUS  (but one) CONSENT to transfer the sum of $1,851.30 from Sewer Enterprise Retained Earnings to the Sewer Reserve Capacity Stabilization Fund.",173,sources/town-annual-reports/text/4131-fy-2023-annual-town-report.txt,sonnet,2026-09-19T14:54:27Z
2023,special,2023-11-14,8,Transfer sewer funds into the Sewer Inflow/Infiltration Stabilization Fund,passed,"$5,340.00",Approval,Approval,"VOTED UNANIMOUS  (but one) CONSENT to transfer the sum of $5,340.00 from Sewer Enterprise Retained Earnings to the Sewer Inflow/Infiltration Stabilization Fund.",173,sources/town-annual-reports/text/4131-fy-2023-annual-town-report.txt,sonnet,2026-09-19T14:54:27Z
2023,special,2023-11-14,9,Rewrite the Water Supply Protection District zoning bylaw,passed_over,,No recommendation,No recommendation,"AR TICLE 9 WAS PASSED OVER (80 YES, 29 NO)",180,sources/town-annual-reports/text/4131-fy-2023-annual-town-report.txt,sonnet,2026-09-19T14:54:27Z
2023,special,2023-11-14,10,Hear an interim report from the Municipal Building Design Committee,passed_over,,No recommendation,Approval,ARTICLE 10 W AS P ASSED OVER (UNANIMOUS VOICE VOTE),180,sources/town-annual-reports/text/4131-fy-2023-annual-town-report.txt,sonnet,2026-09-19T14:54:27Z
2023,special,2023-11-14,11,Fund repairs to a portion of the TC Passios Building roof,passed,"$300,000",Approval,Approval,"VOTED (81 YES, 11 NO ) to transfer the sum of $300,000 from the FY23 Capital Plan, as voted under Article 6 of the May 7, 2022 Annual Town Meeting, to fund repairs to a portion of the TC Passios Building roof, located at 1025 Massachusetts Avenue.",180,sources/town-annual-reports/text/4131-fy-2023-annual-town-report.txt,sonnet,2026-09-19T14:54:27Z
2023,special,2023-11-14,12,Reauthorize Marshall Park engineering/design funds and dedicate the site to recreation,passed,"$184,000",Approval,Approval,"VOTED (90 YES, 4 NO  63 needed for 2/3rds majority) to: (i) to reauthorize raising and appropriating of the sum of $184,000 for final engineering and design services for certain recreation and open space areas at the property known as Marshall Park,",181,sources/town-annual-reports/text/4131-fy-2023-annual-town-report.txt,sonnet,2026-09-19T14:54:27Z
2023,special,2023-11-14,13,"Amend the zoning bylaw definition of ""Farm"" for agricultural use",passed,,No recommendation,Approval,"VOTED (81 YES, 2 NO  56 needed for 2/3rds majority) to amend the Code of Lunenburg, Chapter 250, being the Protective Bylaw, also entitled ""Zoning"".",181,sources/town-annual-reports/text/4131-fy-2023-annual-town-report.txt,sonnet,2026-09-19T14:54:27Z
2023,special,2023-11-14,15,Add solar parking canopy special permit provisions to the zoning bylaw,amended_and_passed,,No recommendation,Approval,"VOTED (62 YES, 6 NO  45 needed for 2/3rds majority) to amend the Code of Lunenburg, Sections 250-4.5 and 250-4.6, which are Sections of the Protective Bylaw entitled ""Commercial District"" and ""Office Park/Industrial District,"" respectively,",184,sources/town-annual-reports/text/4131-fy-2023-annual-town-report.txt,sonnet,2026-09-19T14:54:27Z
2023,special,2023-11-14,16,Amend the zoning definition of Large-Scale Ground-Mounted Photovoltaic Installation,passed,,No recommendation,Approval,"VOTED (56 YES, 5 NO  41 needed for 2/3rds majority) to amend the Code of Lunenburg, Section 250-4.13, which is a Section of the Protective Bylaw entitled ""Solar energy systems,"" Subsection B, entitled ""Definitions,"" by modifying the definition of ""Large-Scale Ground-Mounted",185,sources/town-annual-reports/text/4131-fy-2023-annual-town-report.txt,sonnet,2026-09-19T14:54:27Z
2024,annual,2024-05-04,1,"Accept committee/officer reports, treated as pass-over",passed_over,,No Direct Financial Impact,Approval,VOTED UNANIMOUS CONSENT (to Pass Over as written reports have been accepted).,138,sources/town-annual-reports/text/4132-fy-2024-annual-town-report.txt,sonnet,2026-09-19T14:48:46Z
2024,annual,2024-05-04,2,Re-authorize departmental revolving funds for FY25,passed,,Approval,Approval,"VOTED UNANIMOUS CONSENT to re-authorize the revolving funds for certain town departments, boards, committees, agencies or officers for the spending limits as printed in the Annual Town Meeting warrant.",138,sources/town-annual-reports/text/4132-fy-2024-annual-town-report.txt,sonnet,2026-09-19T14:48:46Z
2024,annual,2024-05-04,3,"Add a Wetlands Protection Bylaw Fees revolving fund, $50,000 spending limit",passed,"$50,000",Approval,Approval,"VOTED (Yes-243, No-9, Abstain-6, Total-258) pursuant to the provisions of G.L. c. 44, § 53E½, to amend the General  Bylaws of the Town of Lunenburg, Chapter 138, entitled “Departmental Revolving Funds”, Subsection 5, entitled “Authorized revolving funds,” further Subsection D, by adding",139,sources/town-annual-reports/text/4132-fy-2024-annual-town-report.txt,sonnet,2026-09-19T14:48:46Z
2024,annual,2024-05-04,4,Transfer funds to pay prior-year bills,passed,"$1,944.55",Approval,Approval,"VOTED (Yes-267, No-3, Abstain-3, Total 273) to transfer the sum of $1,944.55 from Free Cash for payment of prior year expenses.",139,sources/town-annual-reports/text/4132-fy-2024-annual-town-report.txt,sonnet,2026-09-19T14:48:46Z
2024,annual,2024-05-04,5,"Transfer funds to amend the FY2024 budget among Reserve, Salary Reserve and Snow Removal lines",passed,"$239,573.73",Approval,Approval,"VOTED (Yes -263, No -28, Abstain -12, Total -303) to transfer from line #13/Reserve Fund the sum of $239,573.73; and transfer to line",139,sources/town-annual-reports/text/4132-fy-2024-annual-town-report.txt,sonnet,2026-09-19T14:48:46Z
2024,annual,2024-05-04,6,Fund the FY2025 Capital Plan,passed,"$1,317,119.98",Approval,Approval,"VOTED (Yes-320, No-31, Abstain-1, Total-352) to transfer from Free Cash the sum of $1,016,722.36; transfer from Article 6 of the May 4, 2019 Annual Town Meeting the sum of $1,887.00; transfer from Article 6 of the June 13, 2020",140,sources/town-annual-reports/text/4132-fy-2024-annual-town-report.txt,sonnet,2026-09-19T14:48:46Z
2024,annual,2024-05-04,7,Set the FY2025 town operating budget and department appropriations,passed,"$43,290,567.48",Approval,Approval,"VOTED (Yes -309, No-37, Abstain-10, Total-356) to raise and appropriate $43,290,567.48, transfer $402,269.13 from the Sewer Enterprise Fund, transfer $4.20 from the Reserve for MSBA Debt, transfer $41,478.43 from the Artificial Turf Revolving Fund, transfer $27,929.97 from the PEG Access and Cable",140,sources/town-annual-reports/text/4132-fy-2024-annual-town-report.txt,sonnet,2026-09-19T14:48:46Z
2024,annual,2024-05-04,14,Fund the OPEB Trust Fund from Free Cash and Sewer Enterprise earnings,passed,"$188,561",Approval,Approval,"VOTED UNANIMOUS CONSENT to transfer from Free Cash the sum of $187,061, and transfer from Sewer Enterprise Retained Earnings the sum of $1,500.00, for a total of $188,561, to the OPEB Trust Fund established at the November 30, 2010 Special Town Meeting.",146,sources/town-annual-reports/text/4132-fy-2024-annual-town-report.txt,sonnet,2026-09-19T14:48:46Z
2024,annual,2024-05-04,15,Fund the Sewer Enterprise Fund's FY2025 operating budget,passed,"$1,712,419.87",Approval,Approval,"VOTED  (Yes-115,  No-6, Abstain-1, Total-122) to appropriate from Sewer Enterprise reve-nues the sum of $1,348,919.87; and appropriate from Sewer Enterprise retained earnings the sum of $363,500.00 for a total appropriation of $1,712,419.87 to operate the Sewer Enterprise Fund for FY25",146,sources/town-annual-reports/text/4132-fy-2024-annual-town-report.txt,sonnet,2026-09-19T14:48:46Z
2024,annual,2024-05-04,16,Transfer to the Sewer Capital Reserve Stabilization Fund,passed,"$35,000",Approval,Approval,"VOTED UNANIMOUS CONSENT to transfer from Sewer Enterprise Retained Earnings the sum of $35,000 into the Sewer Capital Reserve Stabilization Fund.",146,sources/town-annual-reports/text/4132-fy-2024-annual-town-report.txt,sonnet,2026-09-19T14:48:46Z
2024,annual,2024-05-04,17,Fund the Solid Waste Disposal Enterprise Fund for FY2025,passed,"$500,000",Approval,Approval,"VOTED UNANIMOUS CONSENT to appropriate from Solid Waste Disposal Enterprise Anticipated Revenues the sum of $398,000 and transfer the sum of $102,000 from Solid Waste Retained Earnings for a total of $500,000 to operate the Solid Waste Disposal Program Enterprise Fund for FY25.",146,sources/town-annual-reports/text/4132-fy-2024-annual-town-report.txt,sonnet,2026-09-19T14:48:46Z
2024,annual,2024-05-04,18,Fund the Water Enterprise Fund for FY2025,passed,"$45,000",Approval,Approval,"VOTED UNANIMOUS  CONSENT to appropriate from Water Enterprise Revenues the sum of $45,000 to operate the Water Enterprise Fund for FY25.",146,sources/town-annual-reports/text/4132-fy-2024-annual-town-report.txt,sonnet,2026-09-19T14:48:46Z
2024,annual,2024-05-04,19,Fund the PEG Access and Cable Enterprise operating and capital budgets for FY2025,passed,"$180,843.03",Approval,Approval,"VOTED UNANIMOUS CONSENT to appropriate from PEG Access and Cable Related revenues the sum of $180,843.03 to fund the operating and capital budgets of the PEG Access and Cable Related Enterprise Fund for FY25",146,sources/town-annual-reports/text/4132-fy-2024-annual-town-report.txt,sonnet,2026-09-19T14:48:46Z
2024,annual,2024-05-04,20,Appropriate cemetery-lot-sale proceeds for cemetery upkeep,passed,"$10,000",Approval,Approval,"VOTED (Yes-119, No-2, Abstain-0, Total-121) to appropriate the sum of $10,000 from the Sale of Cemetery Lots account to be used for the care and improvement and embellishment of the Town Cemeteries.",147,sources/town-annual-reports/text/4132-fy-2024-annual-town-report.txt,sonnet,2026-09-19T14:48:46Z
2024,annual,2024-05-04,21,Lower the age threshold for a property tax exemption from 70 to 65,passed,,Approval,Approval,"VOTED (Yes-110, No-3, Abstain-0, Total 113) to amend the vote of Article 33 of the May 6, 2006 Annual Town Meeting to decrease the age of the exemption as allowed by M.G.L. c. 59, § 5 (41C), from 70 to 65, to amend the reimbursement amount up to 100 percent of the exemption, and further to",147,sources/town-annual-reports/text/4132-fy-2024-annual-town-report.txt,sonnet,2026-09-19T14:48:46Z
2024,annual,2024-05-04,22,"Re-adopt the OPEB Liability Trust Fund under Ch. 32B, Section 20",passed,,No Direct Financial Impact,Approval,"VOTED (Yes-100, No-2, Abstain-3, Total-105) to re-adopt and accept the provisions of Section 20 of Chapter 32B of the Massachusetts General Laws, as amended by Section 15 of Chapter 218 of the Acts of 2016, establishing an Other Post-Employment Benefits (OPEB) Liability Trust Fund",147,sources/town-annual-reports/text/4132-fy-2024-annual-town-report.txt,sonnet,2026-09-19T14:48:46Z
2024,annual,2024-05-04,23,Codify a Historical Commission in the town bylaws,passed,,No Direct Financial Impact,Approval,"VOTED (Yes -104, No-7, Abstain-1, Total-112) to amend the Code of Lunenburg, Chapter 12, entitled “Boards, Commissions and Commit-tees,” by adding a new Article IV thereto, as follows:",148,sources/town-annual-reports/text/4132-fy-2024-annual-town-report.txt,sonnet,2026-09-19T14:48:46Z
2024,annual,2024-05-04,24,Add Battery Energy Storage System zoning regulations,amended_and_passed,,No Direct Financial Impact,Approval,"VOTED (Yes 100, No -0, Abstain-0, Total-100) to modify: (i) Sec-tion 250-4.1G of the Protective Bylaw, entitled “Use Table,” by inserting a new use entitled “Battery En-ergy Storage Systems” and by noting the manner in which it is permitted or prohibited in the various zoning districts, as printed",157,sources/town-annual-reports/text/4132-fy-2024-annual-town-report.txt,sonnet,2026-09-19T14:48:46Z
2024,annual,2024-05-04,25,Rewrite the Water Supply Protection District zoning bylaw,passed_over,,No Direct Financial Impact,Deferred,VOTED UNANIMOUS CONSENT TO Pass Over Article 25.,164,sources/town-annual-reports/text/4132-fy-2024-annual-town-report.txt,sonnet,2026-09-19T14:48:46Z
2024,special,2024-11-12,1,Add funds to FY25 Salary Reserve and Group Health Insurance lines,passed,"$125,000.00",Approval,Approval,"VOTED (Yes 185, No 16, Abstain 4 Total 205) to raise and appropriate the additional sum of One Hundred Twenty Five Thousand Dollars and No Cents ($125,000.00) as follows: to line #13A Salary Reserve, the sum of $17,500.00; and to line #6 Group Health Insurance, the sum of $107,500.00, for",165,sources/town-annual-reports/text/4132-fy-2024-annual-town-report.txt,sonnet,2026-09-19T14:48:46Z
2024,special,2024-11-12,2,Add funds to the FY25 School Department operating budget,passed,"$31,882.00",Approval,Approval,"VOTED (Yes 180, No 25 Total 205) to raise and appropriate the additional sum of Thirty -One Thousand Eight Hundred Eighty -Two Dollars and No Cents ($31,882.00) to line #S0990991-517006 for the FY25 operating budget of the School Department for a total increase of $31,882.00",165,sources/town-annual-reports/text/4132-fy-2024-annual-town-report.txt,sonnet,2026-09-19T14:48:46Z
2024,special,2024-11-12,3,Pay a late FY24 bill from overlay surplus,passed,"$4,180.00",Approval,Approval,"VOTED (Yes 190, No 8 Abstain 1 Total 199) to (a) authorize the payment of a so-called “late bill” from FY ’24 (b) appropriate the sum of Four Thousand One Hundred Eighty Dollars and No Cents ($4,180.00) to pay said late bill and (c) meet said appropriation by a transfer from the overlay",165,sources/town-annual-reports/text/4132-fy-2024-annual-town-report.txt,sonnet,2026-09-19T14:48:46Z
2024,special,2024-11-12,4,Fund the Lunenburg MART Connect transportation program,passed,"$20,000.00",Approval,Approval,"VOTED) (Yes 183, No 31, Abstain 2 Total 216) to appropriate the sum of Twenty Thousand Dollars and No Cents ($20,000.00) to support the Lunenburg MART Connect Transportation Program as provided on our behalf by the Montachusett Area Regional Transportation (MART) organization and",165,sources/town-annual-reports/text/4132-fy-2024-annual-town-report.txt,sonnet,2026-09-19T14:48:46Z
2024,special,2024-11-12,5,Adopt the MGL prudent investment rule for the town's trust funds,passed,,Approval,Approval,"VOTED (Yes 208, No 3, Abstain 1 Total 212) to accept the provisions of Massachusetts General Law (MGL) Chapter 44 Section 54 (b), (c), and (d) to allow the Town ’s trust funds to be invested in accord-ance with MGL Chapter 203C, which is the so called “prudent investment rule”.",165,sources/town-annual-reports/text/4132-fy-2024-annual-town-report.txt,sonnet,2026-09-19T14:48:46Z
2024,special,2024-11-12,6,"Adopt elderly, surviving-spouse and minor-child property tax exemption clauses",passed,,Approval,Approval,"VOTED (Yes 203, No 6 Abstain 4 Total 213) to accept Clause Seventeenth E and Clause Seventeenth F (both relative to the Elderly, Surviving Spouses, or Minor Child of a deceased parent) and Clause Forty-first D",165,sources/town-annual-reports/text/4132-fy-2024-annual-town-report.txt,sonnet,2026-09-19T14:48:46Z
2024,special,2024-11-12,7,"Rewrite the Water Supply Protection District zoning bylaw, with amendment",amended_and_passed,,No Financial Impact,Approval,"VOTED w/amendment in italic to Sections C and D (Yes 195, No 16 Abstain 0 Total 211) (Planning Board & Select Board recommend Approval; Finance Committee No Financial Impact) to amend the Code of Lunenburg by deleting Section 250 -4.9, entitled Water Supply Protection District, in its entirety",166,sources/town-annual-reports/text/4132-fy-2024-annual-town-report.txt,sonnet,2026-09-19T14:48:46Z
2025,annual,2025-05-03,1,Hear/accept regular reports of Town officers and committees,no_action,,,,Heard Select Board Report on Brooks House and Storm Water Task Force by DPW Director.,136,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,annual,2025-05-03,2,Authorize short-term borrowing in anticipation of FY2026 revenue,passed,,Approval,Approval,"VOTED (yes 145; no 25; abstain 1, 114 needed for 2/3rds majority) to authorize the Town Treasurer/Tax Collector, with the approval of the Select Board, to borrow money from time to time in anticipation of the revenue of the Fiscal Year 2026, the period from July 1, 2025 through June 30, 2026,",136,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,annual,2025-05-03,3,Accept Chapter 90 state highway assistance funds and related borrowing,passed,,Approval,Approval,"VOTED (yes 120, no 14, abstain 1, 90 needed for 2/3rds majority) to accept any and all state highway assistance funds authorized by the state legislature and approved by the Massachusetts Highway Department under the so-called Chapter 90 Highway Assistance Program to be expended for the",137,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,annual,2025-05-03,4,Authorize FY2026 departmental revolving funds,passed,,Approval,Approval,"VOTED UNANIMOUS CONSENT to authorize revolving funds for various departments, boards, committees, agencies or officers pursuant to Massachusetts General Law Chapter 44, Section 53E ½ for the fiscal year beginning July 1, 2025 to be expended in accordance with Chapter 138 of the",137,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,annual,2025-05-03,5,Payment of prior year expenses,passed_over,,Approval,Approval,VOTED UNANIMOUS CONSENT to PASS OVER Article 5.,137,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,annual,2025-05-03,6,Amend amounts voted for the Town's FY2025 Budget,passed_over,,Approval,Approval,UNANIMOUS VOICE VOTE to PASS OVER Article 6.,137,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,annual,2025-05-03,7,"Cover FY2025 and prior year operating deficits (school SPED move-ins, snow & ice)",passed,"$465,000",Approval,Approval,"VOTED (yes 171, no 12, abstain 2) to transfer from Free Cash the sum of $50,000.00 to Line 79 of the FY 2025 Omnibus Budget, “School Department,” and further to transfer from Free Cash the sum of $408,966.86 to Line 70 of the FY2025 Omnibus Department, “Snow Removal Expense.”",138,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,annual,2025-05-03,8,"Fund FY2026 Capital Program, Option 2",passed,"$1,225,000",Approval,Approval,"VOTED Option 2 as presented (Yes 152, No 30, Abstain 2) to raise and appropriate the sum of $244,576; transfer from Free Cash the sum of $655,424; and transfer from Article 6 of the May 7, 2022 Annual Town Meeting the sum of $325,000; for a total appropriation of $1,225,000",139,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,annual,2025-05-03,9,"Fund special projects (Passios decommission, grant writing pilot, Assessors DOR directives)",passed,"$152,500",Approval,Approval,"VOTED (Yes 147, No 22, Abstain 2) to transfer from Free Cash the sum of $152,500 for a program of special projects as follows:",139,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,annual,2025-05-03,10,FY2026 Omnibus municipal and school operating budget,passed,"$49,374,465.00",Approval,Approval,"VOTED (Yes 162, No 18) to raise and appropriate the sum of $48,942,526.53, transfer the sum of $307,125.25 from Sewer Enterprise Fund, transfer the sum of $38,453.78 from the Artificial Turf Revolving Fund",140,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,annual,2025-05-03,11,"Citizens Petition Proposition 2½ override of $2,099,337 for schools",passed,"$2,099,337",Disapproval,Disapproval,"VOTED (Yes 96, No 94) to raise and appropriate $2,099,337 to supplement the Lunenburg Public School’s budget for Fiscal Year 2026, contingent upon the passage of a Proposition 2 ½ ballot question.",140,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,annual,2025-05-03,12,"Contingent $500,000 free cash transfer to schools if override fails",amended_and_passed,"$500,000",Approval,Approval,"VOTED (Yes123, No 45, Abstain 2) vote to transfer the sum of $500,000 from Free Cash to the Lunenburg Public Schools Fiscal Year 2026 Operating Budget; such transfer to occur only if voters fail to approve a Proposition 2½ override, so-called, on or before November 15, 2025",140,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,annual,2025-05-03,13,Reclassify DPW Director grade and add Communications and IT Manager position,passed,,Approval,Approval,"VOTED (Yes 121, No 16, Abstain 1) to amend the Code of Lunenburg, Chapter 70, Schedule A, entitled “Salary Administration Plan,” as follows: that the existing position of DPW Director be assigned to Grade 17",140,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,annual,2025-05-03,14,Adopt FY2026 Salary Schedule and fund wage increases for non-union employees,passed,"$43,406.20",Approval,Approval,"VOTED (Yes 125, No 12) to replace the current Salary Schedule in the Code of Lunenburg, Chapter 70, entitled “Salary Administration Plan,” Section 70-8, entitled “Salary Schedule,” Subsection A",140,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,annual,2025-05-03,15,Amend paid holiday leave provisions,passed,,Approval,Approval,"VOTED (Yes 123, No 7) to amend the Code of Lunenburg, Chapter 70, entitled “Salary Administration Plan,” Section 70-19, entitled “Paid Holidays”, by amending Section C as follows:",141,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,annual,2025-05-03,16,Appropriation to the Stabilization Fund,passed_over,,,,UNANIMOUS VOICE VOTE to PASS OVER Article 16.,141,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,annual,2025-05-03,17,Appropriation to the Special Purpose Stabilization Fund,passed_over,,,,UNANIMOUS VOICE VOTE to PASS OVER Article 17.,141,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,annual,2025-05-03,18,Transfer funds into the OPEB Trust Fund,passed,"$222,500",Approval,Approval,"VOTED UNANIMOUS CONSENT to Transfer from Free Cash the sum of $222,500 to the OPEB Trust Fund established at the November 30, 2010 Special Town Meeting.",141,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,annual,2025-05-03,19,Establish a Compensated Absences Reserve Fund under MGL Ch.40 §13D,passed,,Approval,Approval,"VOTED (Yes 127, No 6, Abstain 1) to accept the provisions of Massachusetts General Laws Chapter 40, Section 13D, thereby establishing a reserve fund for the future payment of accrued liabilities for compensated absences due upon the termination of employment",141,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,annual,2025-05-03,20,Fund the Compensated Absences Reserve Fund,passed,"$10,000",Approval,Approval,"VOTED (Yes 131, No 8 Abstain 1) to raise and appropriate or transfer from Free Cash the sum of $10,000 to the Compensated Absences Reserve Fund, heretofore established under Massachusetts General Laws Chapter 40, Section 13D.",142,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,annual,2025-05-03,21,Transfer funds into the OPEB Sewer Trust Fund,passed,"$1,545.00",Approval,Approval,"VOTED UNANIMOUS CONSENT to transfer from Sewer Enterprise Retained Earnings the sum of $1,545.00 into the OPEB Sewer Trust Fund established at the November 30, 2010 Special Town Meeting.",142,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,annual,2025-05-03,22,Operate the Sewer Enterprise Fund for FY2026,passed,"$1,558,430.81",Approval,Approval,"VOTED (Yes 125, N0 6, Abstain 1) to appropriate from Sewer Enterprise revenues the sum of $1,276,792.20 and appropriate from Sewer Revenue retained earnings the sum of $281,638.61 for a total appropriation of $1,558,430.81, to operate the Sewer Enterprise Fund for FY 2026",142,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,annual,2025-05-03,23,Transfer funds into the Sewer Inflow/Infiltration Stabilization Fund,passed,"$19,104.40",Approval,Approval,"VOTED UNANIMOUS CONSENT to transfer from Sewer Retained Earnings the sum of $19,104.40 to the Sewer Inflow/Infiltration Stabilization Fund.",142,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,annual,2025-05-03,24,Transfer funds into the Sewer Reserve Capacity Stabilization Fund,passed,"$5,133.15",Approval,Approval,"VOTED UNANIMOUS CONSENT to transfer from Sewer Enterprise Retained Earnings the sum of $5,133.15 to the Sewer Reserve Capacity Stabilization Fund.",142,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,annual,2025-05-03,25,Operate the Solid Waste Disposal Enterprise Fund for FY2026,passed,"$500,000",Approval,Approval,"VOTED UNANIMOUS CONSENT to appropriate from Solid Waste Disposal Enterprise Anticipated Revenues the sum of $500,000 to operate the Solid Waste Disposal Enterprise Fund for FY 26.",142,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,annual,2025-05-03,26,Operate the Water Enterprise Fund for FY2026,passed,"$45,000",Approval,Approval,"VOTED UNANIMOUS CONSENT to appropriate from Water Enterprise Revenues the sum of $45,000 to operate the Water Enterprise Fund for FY 26.",142,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,annual,2025-05-03,27,Fund FY2026 PEG Access and Cable Related Enterprise operating and capital budgets,passed,"$194,655.55",Approval,Approval,"VOTED UNANIMOUS CONSENT to appropriate from PEG Access and Cable Related revenues the sum of $194,655.55 to fund the operating and capital budgets of PEG Access and Cable Related Enterprise Fund foe FY26",142,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,annual,2025-05-03,28,Debt exclusion for Marshall Park design/construction improvements,failed,,Approval,Approval,"Article 28 was DEFEATED (Yes 85, No 63, Abstain 1 – 100 needed for 2/3rds majority).",143,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,annual,2025-05-03,29,Debt exclusion to renovate Town Hall/Ritter Memorial into a Meeting House with addition,failed,,Approval,Approval,"Article 28 was DEFEATED (Yes 77, No 48, Abstain 1 – 84 needed for 2/3rds majority).",143,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,annual,2025-05-03,31,Amend zoning bylaw (accessory dwelling units) for Affordable Homes Act compliance,passed,,,Approval,"VOTED (Yes 84, No –0, Abstain 1) to amend the Code of Lunenburg, Chapter 250, being the Town’s “Protective Bylaw,” so as to bring it into compliance with certain provisions of the Affordable Homes Act, being Chapter 150 of the Acts of 2024",149,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
2025,annual,2025-05-03,32,Increase senior property tax exemption thresholds under Clauses 17E and 17F,passed,,Approval,Approval,"VOTED UNANIMOUS CONSENT pursuant to Massachusetts General Laws, Chapter 59, Section 5, to increase the maximum qualifying amount of whole estate or assets for FY2026 from $40,000 to $68,244, under Clause 17E, and to increase the exemption amount for FY2026 from $185 to $343, under Clause 17F.",149,sources/town-annual-reports/text/4130-fy-2025-annual-town-report.txt,sonnet,2026-09-19T14:31:11Z
