at,stream,board,date,cost_usd,result
2026-09-18T10:40:17Z,votes,conservation-commission,2025-06-04,0.0770,ok
2026-09-18T10:40:19Z,votes,school-committee,2025-06-04,0.1100,ok
2026-09-18T10:40:29Z,votes,public-access-cable-committee-pacc,2025-06-02,0.0600,ok
2026-09-18T10:40:43Z,votes,green-communities-committee,2025-06-02,0.0590,ok
2026-09-18T10:40:59Z,votes,board-of-health,2025-06-02,0.0620,ok
2026-09-18T10:41:29Z,votes,select-board,2025-06-03,0.1080,ok
2026-09-18T10:42:22Z,votes,sewer-commission,2025-05-22,0.0830,ok
2026-09-18T10:43:46Z,votes,sewer-commission,2025-05-27,0.1440,ok
2026-09-18T10:44:40Z,votes,select-board,2025-05-22,0.1330,ok
2026-09-18T10:44:41Z,votes,cemetery-commission,2025-05-22,0.0920,ok
2026-09-18T10:45:16Z,votes,conservation-commission,2025-05-21,0.0730,ok
2026-09-18T10:45:48Z,votes,school-committee,2025-05-21,0.1080,ok
2026-09-18T10:46:31Z,votes,school-committee,2025-05-20,0.0760,ok
2026-09-18T10:46:45Z,votes,select-board,2025-05-20,0.1090,ok
2026-09-18T10:47:04Z,votes,board-of-health,2025-05-19,0.0700,ok
2026-09-18T10:47:19Z,votes,agricultural-commission,2025-05-19,0.0610,ok
2026-09-18T10:47:36Z,votes,board-of-assessors,2025-05-19,0.0850,ok
2026-09-18T10:47:55Z,votes,library-board-of-trustees,2025-05-15,0.0870,ok
2026-09-18T10:47:57Z,votes,school-committee,2025-05-15,0.0750,ok
2026-09-18T10:48:54Z,votes,open-space-committee,2025-05-14,0.0840,ok
2026-09-18T10:49:10Z,votes,sewer-commission,2025-05-13,0.0930,ok
2026-09-18T10:49:25Z,votes,select-board,2025-05-13,0.0820,ok
2026-09-18T10:49:31Z,votes,council-on-aging,2025-05-13,0.0680,ok
2026-09-18T10:49:31Z,votes,finance-committee,2025-05-08,,failed
2026-09-18T10:49:31Z,votes,architectural-preservation-district-commission,2025-05-08,,failed
2026-09-18T10:49:31Z,votes,school-committee,2025-05-07,,failed
2026-09-18T10:50:08Z,votes,planning-board,2025-05-12,0.0910,ok
