video_id,channel_rank,title,url,title_stem,kind,category,board_count,meeting_date,date_source,date_flag,note,classification_source,classified_by,classified_at
YI1nyczQT4o,297,LHS Boys Basketball vs Tyngsboro 02.06.26,https://www.youtube.com/watch?v=YI1nyczQT4o,LHS Boys Basketball vs Tyngsboro,not_a_meeting,school_sports,0,2026-02-06,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
4EInyj0tTjk,298,Board of Assessors 02.04.26,https://www.youtube.com/watch?v=4EInyj0tTjk,Board of Assessors,meeting,regular,1,2026-02-04,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
jLSVwv2caHM,299,Parks Commission 02.03.26,https://www.youtube.com/watch?v=jLSVwv2caHM,Parks Commission,meeting,regular,1,2026-02-03,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
6csHPPkKg7c,300,Finance Committee 02.05.26,https://www.youtube.com/watch?v=6csHPPkKg7c,Finance Committee,meeting,regular,1,2026-02-05,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
HsjpFotE9hc,301,School Committee Forum on the 2025 Budget Surplus 02.04.26,https://www.youtube.com/watch?v=HsjpFotE9hc,School Committee Forum on the 2025 Budget Surplus,meeting,forum,1,2026-02-04,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
kNyg6uCibs0,302,Conservation Commission 02.04.26,https://www.youtube.com/watch?v=kNyg6uCibs0,Conservation Commission,meeting,regular,1,2026-02-04,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
akQoA2PejrQ,303,School Committee 02.04.26,https://www.youtube.com/watch?v=akQoA2PejrQ,School Committee,meeting,regular,1,2026-02-04,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
Y7AKUqslZ4c,304,Select Board 02.03.26,https://www.youtube.com/watch?v=Y7AKUqslZ4c,Select Board,meeting,regular,1,2026-02-03,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
SSscP-G5y3c,305,"PACC 02.02,26",https://www.youtube.com/watch?v=SSscP-G5y3c,"PACC 02.02,26",meeting,regular,1,,unknown,,"date not parsed: the title mixes . and , as separators",model,claude-opus-5 (1M context),2026-09-08
FUbm5gPK3fo,306,Municipal Building Design Committee 02.02.26,https://www.youtube.com/watch?v=FUbm5gPK3fo,Municipal Building Design Committee,meeting,regular,1,2026-02-02,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
YILiAdLFKlM,307,Stormwater Task Force 01.29.26,https://www.youtube.com/watch?v=YILiAdLFKlM,Stormwater Task Force,meeting,regular,1,2026-01-29,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
Kq_X5xbynW8,308,LHS Boys Basketball vs Maynard 01.30.26 Senior Night,https://www.youtube.com/watch?v=Kq_X5xbynW8,LHS Boys Basketball vs Maynard Senior Night,not_a_meeting,school_sports,0,2026-01-30,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
MS3zVWVaf1o,309,"Lunenburg Storytime - The Books We Love, Season 6 Episode 6",https://www.youtube.com/watch?v=MS3zVWVaf1o,"Lunenburg Storytime - The Books We Love, Season 6 Episode 6",not_a_meeting,library_program,0,,unknown,,,model,claude-opus-5 (1M context),2026-09-08
NuHwTcarSGA,310,Trust Funds Committee 01.29.26,https://www.youtube.com/watch?v=NuHwTcarSGA,Trust Funds Committee,meeting,regular,1,2026-01-29,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
Zoh6ar2gA6Y,311,Water District 01.28.26,https://www.youtube.com/watch?v=Zoh6ar2gA6Y,Water District,meeting,regular,1,2026-01-28,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
qKqeCvx1xwM,312,Zoning Board of Appeals 01.28.26,https://www.youtube.com/watch?v=qKqeCvx1xwM,Zoning Board of Appeals,meeting,regular,1,2026-01-28,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
5Te_8qlxzrA,313,Parks Commission 01.28.26,https://www.youtube.com/watch?v=5Te_8qlxzrA,Parks Commission,meeting,regular,1,2026-01-28,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
CUTFWd-h8d8,314,Conservation Commission 01.28.26,https://www.youtube.com/watch?v=CUTFWd-h8d8,Conservation Commission,meeting,regular,1,2026-01-28,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
1ChN-tK5r2M,315,Sewer Commission 01.27.26,https://www.youtube.com/watch?v=1ChN-tK5r2M,Sewer Commission,meeting,regular,1,2026-01-27,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
OjbIPuR9U6k,316,LHS Boys Basketball vs Hudson HS  01.27.26,https://www.youtube.com/watch?v=OjbIPuR9U6k,LHS Boys Basketball vs Hudson HS,not_a_meeting,school_sports,0,2026-01-27,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
1xPyYMnz50E,317,TriBoard 01.27.26,https://www.youtube.com/watch?v=1xPyYMnz50E,TriBoard,meeting,joint,1,2026-01-27,title (mm.dd.yy),,the three bodies are named in School Committee minutes of 2025-06-04; the body is tri-board; its three constituents are expanded from the registry,model,claude-opus-5 (1M context),2026-09-08
lcATvOz6Q2A,318,LHS Boys Basketball vs Littleton HS 01.23.26,https://www.youtube.com/watch?v=lcATvOz6Q2A,LHS Boys Basketball vs Littleton HS,not_a_meeting,school_sports,0,2026-01-23,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
NIZgbfhPwD8,319,School Committee 01.21.26,https://www.youtube.com/watch?v=NIZgbfhPwD8,School Committee,meeting,regular,1,2026-01-21,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
n3F_ov4fB2g,320,Welcome to the Lunenburg Adult Activity Center 2026,https://www.youtube.com/watch?v=n3F_ov4fB2g,Welcome to the Lunenburg Adult Activity Center 2026,not_a_meeting,senior_center,0,,unknown,,,model,claude-opus-5 (1M context),2026-09-08
Tu7IBjW3FWk,321,Book Club Season 1 Episode 2,https://www.youtube.com/watch?v=Tu7IBjW3FWk,Book Club Season 1 Episode 2,not_a_meeting,library_program,0,,unknown,,,model,claude-opus-5 (1M context),2026-09-08
wV6KQlQKvjY,322,Economic Development Committee 01.13.26,https://www.youtube.com/watch?v=wV6KQlQKvjY,Economic Development Committee,meeting,regular,1,2026-01-13,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
1o_4GCUWFzk,323,LHS Girls Varsity Basketball vs Quabbin HS  01.20.26,https://www.youtube.com/watch?v=1o_4GCUWFzk,LHS Girls Varsity Basketball vs Quabbin HS,not_a_meeting,school_sports,0,2026-01-20,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
-iVI3pW4CUQ,324,LHS Girls Varsity Basketball vs Clinton HS 01.16.26,https://www.youtube.com/watch?v=-iVI3pW4CUQ,LHS Girls Varsity Basketball vs Clinton HS,not_a_meeting,school_sports,0,2026-01-16,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
6j6ipa2iR1U,325,LHS Hockey vs Ludlow HS 01.17.26,https://www.youtube.com/watch?v=6j6ipa2iR1U,LHS Hockey vs Ludlow HS,not_a_meeting,school_sports,0,2026-01-17,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
xQGBwBKALWc,326,LHS Girls Basketball vs Tyngsboro HS 01.13.26,https://www.youtube.com/watch?v=xQGBwBKALWc,LHS Girls Basketball vs Tyngsboro HS,not_a_meeting,school_sports,0,2026-01-13,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
OCicNIEjS9w,327,Water District 01.14.26,https://www.youtube.com/watch?v=OCicNIEjS9w,Water District,meeting,regular,1,2026-01-14,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
D34uSOZ8GkY,328,TriBoard Meeting 01.12.26,https://www.youtube.com/watch?v=D34uSOZ8GkY,TriBoard Meeting,meeting,joint,1,2026-01-12,title (mm.dd.yy),,the body is tri-board; its three constituents are expanded from the registry,model,claude-opus-5 (1M context),2026-09-08
j0qmvNklmHU,329,Zoning Board Of Appeals 01.14.26,https://www.youtube.com/watch?v=j0qmvNklmHU,Zoning Board Of Appeals,meeting,regular,1,2026-01-14,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
dJJBSRi5z5U,330,Select Board 01.13.26,https://www.youtube.com/watch?v=dJJBSRi5z5U,Select Board,meeting,regular,1,2026-01-13,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
juESqeSw0c0,331,Council on Aging 01.13.26,https://www.youtube.com/watch?v=juESqeSw0c0,Council on Aging,meeting,regular,1,2026-01-13,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
_7BHr5LRYBM,332,Planning Board 01.12.26,https://www.youtube.com/watch?v=_7BHr5LRYBM,Planning Board,meeting,regular,1,2026-01-12,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
YfDULwK9uiE,333,Stormwater Task Force 01.08.26,https://www.youtube.com/watch?v=YfDULwK9uiE,Stormwater Task Force,meeting,regular,1,2026-01-08,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
uRcGiQxJW70,334,Architectural Preservation District Commission 01.08.26,https://www.youtube.com/watch?v=uRcGiQxJW70,Architectural Preservation District Commission,meeting,regular,1,2026-01-08,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
GykEFtJVvsM,335,Finance Committee 01.08.26,https://www.youtube.com/watch?v=GykEFtJVvsM,Finance Committee,meeting,regular,1,2026-01-08,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
yp9TGZV38FU,336,Board of Assessors 01.07.26,https://www.youtube.com/watch?v=yp9TGZV38FU,Board of Assessors,meeting,regular,1,2026-01-07,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
pjSX2hx8kwI,337,School Committee 01.07.26,https://www.youtube.com/watch?v=pjSX2hx8kwI,School Committee,meeting,regular,1,2026-01-07,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
_2ZLYaepMA8,338,Conservation Commission 01.07.26,https://www.youtube.com/watch?v=_2ZLYaepMA8,Conservation Commission,meeting,regular,1,2026-01-07,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
XDclBviDetw,339,LHS Girls Basketball vs Maynard HS 01.06.26,https://www.youtube.com/watch?v=XDclBviDetw,LHS Girls Basketball vs Maynard HS,not_a_meeting,school_sports,0,2026-01-06,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
2JrrFy4AqdI,340,Select Board 01.06.26,https://www.youtube.com/watch?v=2JrrFy4AqdI,Select Board,meeting,regular,1,2026-01-06,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
kMTv-3hIH9s,341,PACC 01.05.26,https://www.youtube.com/watch?v=kMTv-3hIH9s,PACC,meeting,regular,1,2026-01-05,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
Lo0JzCIm3YU,342,"Lunenburg Storytime - The Books We Love, Season 6 Episode 5",https://www.youtube.com/watch?v=Lo0JzCIm3YU,"Lunenburg Storytime - The Books We Love, Season 6 Episode 5",not_a_meeting,library_program,0,,unknown,,,model,claude-opus-5 (1M context),2026-09-08
wj1Gb3xI2Io,343,"Committee Confidential - PACC, Season 1 Episode2",https://www.youtube.com/watch?v=wj1Gb3xI2Io,"Committee Confidential - PACC, Season 1 Episode2",not_a_meeting,programming,0,,unknown,,a talk show ABOUT the PACC,model,claude-opus-5 (1M context),2026-09-08
2jGwJ4yXAsc,344,Select Board 12.30.25,https://www.youtube.com/watch?v=2jGwJ4yXAsc,Select Board,meeting,regular,1,2025-12-30,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
l7tytM8FXzo,345,LHS Hockey vs Hudson HS 12.27.25,https://www.youtube.com/watch?v=l7tytM8FXzo,LHS Hockey vs Hudson HS,not_a_meeting,school_sports,0,2025-12-27,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
-cGULehwv8c,346,LHS Girls Basketball vs Hudson High School 12.23.25,https://www.youtube.com/watch?v=-cGULehwv8c,LHS Girls Basketball vs Hudson High School,not_a_meeting,school_sports,0,2025-12-23,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
x-8q7CUJ8Xc,347,LHS Boys Basketball vs North Middlesex HS 12.22.25,https://www.youtube.com/watch?v=x-8q7CUJ8Xc,LHS Boys Basketball vs North Middlesex HS,not_a_meeting,school_sports,0,2025-12-22,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
_5-vbuSxt3I,348,LHS Girls Varsity Basketball vs Littleton 12.19.25,https://www.youtube.com/watch?v=_5-vbuSxt3I,LHS Girls Varsity Basketball vs Littleton,not_a_meeting,school_sports,0,2025-12-19,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
6UdQLUbaWHs,349,Trust Funds Commission 12.18.25,https://www.youtube.com/watch?v=6UdQLUbaWHs,Trust Funds Commission,meeting,regular,1,2025-12-18,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
HqOLbOduM1I,350,School Committee 12.17.25,https://www.youtube.com/watch?v=HqOLbOduM1I,School Committee,meeting,regular,1,2025-12-17,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
-gLJL86tK4Y,351,LHS Boys Varsity Basketball vs Quabbin HS 12.17.25,https://www.youtube.com/watch?v=-gLJL86tK4Y,LHS Boys Varsity Basketball vs Quabbin HS,not_a_meeting,school_sports,0,2025-12-17,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
VaoW_BLj1Nc,352,Parks Commission 12.17.25,https://www.youtube.com/watch?v=VaoW_BLj1Nc,Parks Commission,meeting,regular,1,2025-12-17,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
tYszo6SL09E,353,Conservation Commission 12.17.25,https://www.youtube.com/watch?v=tYszo6SL09E,Conservation Commission,meeting,regular,1,2025-12-17,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
eyxbgWMx6To,354,Capital Planning 12.17.25,https://www.youtube.com/watch?v=eyxbgWMx6To,Capital Planning,meeting,regular,1,2025-12-17,title (mm.dd.yy),,"abbreviated name, overlapping years with the full name",model,claude-opus-5 (1M context),2026-09-08
gjBv5kW1lkI,355,Water District 12.17.25,https://www.youtube.com/watch?v=gjBv5kW1lkI,Water District,meeting,regular,1,2025-12-17,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
VN__R5GGS8M,356,Select Board 12.16.25,https://www.youtube.com/watch?v=VN__R5GGS8M,Select Board,meeting,regular,1,2025-12-16,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
ODUGAMVx36k,357,LHS Girls Basketball vs St Bernard HS 12.15.25,https://www.youtube.com/watch?v=ODUGAMVx36k,LHS Girls Basketball vs St Bernard HS,not_a_meeting,school_sports,0,2025-12-15,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
UStto3DZ0Qc,358,Plannng Board 12.15.25,https://www.youtube.com/watch?v=UStto3DZ0Qc,Plannng Board,meeting,regular,1,2025-12-15,title (mm.dd.yy),,misspelling,model,claude-opus-5 (1M context),2026-09-08
bhjksjeL-rw,359,Green Communities Task Force 12.15.25,https://www.youtube.com/watch?v=bhjksjeL-rw,Green Communities Task Force,meeting,regular,1,2025-12-15,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
Zp2ahTEZUrQ,360,LMHS Band and Choir Winter Concert 12.11.25,https://www.youtube.com/watch?v=Zp2ahTEZUrQ,LMHS Band and Choir Winter Concert,not_a_meeting,school_event,0,2025-12-11,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
RkFFWVYDMx0,361,LHS Girls Basketball vs Ayer 12.13.25,https://www.youtube.com/watch?v=RkFFWVYDMx0,LHS Girls Basketball vs Ayer,not_a_meeting,school_sports,0,2025-12-13,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
jELMSsio9oo,362,Lunenburg Historical Society Presentation - Mary Surratt 12.122.5,https://www.youtube.com/watch?v=jELMSsio9oo,Lunenburg Historical Society Presentation - Mary Surratt 12.122.5,not_a_meeting,community_event,0,,unknown,,,model,claude-opus-5 (1M context),2026-09-08
OgM4jkrlJiE,363,Cemetery Commission 12.11.25,https://www.youtube.com/watch?v=OgM4jkrlJiE,Cemetery Commission,meeting,regular,1,2025-12-11,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
72k-4HnrjVc,364,Architectural Preservation District Commission 12.11.25,https://www.youtube.com/watch?v=72k-4HnrjVc,Architectural Preservation District Commission,meeting,regular,1,2025-12-11,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
MTlyBQEeQJc,365,Lunenburg Adult Activity Center's Christmas Party 12.10.25,https://www.youtube.com/watch?v=MTlyBQEeQJc,Lunenburg Adult Activity Center's Christmas Party,not_a_meeting,senior_center,0,2025-12-10,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
QuF-yGvtXGs,366,Master Plan Steering Committee 12.10.25,https://www.youtube.com/watch?v=QuF-yGvtXGs,Master Plan Steering Committee,meeting,regular,1,2025-12-10,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
rNXyqXyQoKE,367,"Book Club - Season 1, Episode 1, December 2025",https://www.youtube.com/watch?v=rNXyqXyQoKE,"Book Club - Season 1, Episode 1, December 2025",not_a_meeting,library_program,0,,unknown,,,model,claude-opus-5 (1M context),2026-09-08
cVyrl-cQXJ0,368,Capital Planning Committee 12.10.25,https://www.youtube.com/watch?v=cVyrl-cQXJ0,Capital Planning Committee,meeting,regular,1,2025-12-10,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
VPd2H3VVb1c,369,Open Space Committee 12.10.25,https://www.youtube.com/watch?v=VPd2H3VVb1c,Open Space Committee,meeting,regular,1,2025-12-10,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
Z87KMc--ZoY,370,Select Board 12.09.25,https://www.youtube.com/watch?v=Z87KMc--ZoY,Select Board,meeting,regular,1,2025-12-09,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
ItVUjvPTrvw,371,Economic Development Committee 12.09.25,https://www.youtube.com/watch?v=ItVUjvPTrvw,Economic Development Committee,meeting,regular,1,2025-12-09,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
gXlwSLKGakw,372,Sewer Commission 12.09.25,https://www.youtube.com/watch?v=gXlwSLKGakw,Sewer Commission,meeting,regular,1,2025-12-09,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
pCETjJH_U8Y,373,Council on Aging 12.09.25,https://www.youtube.com/watch?v=pCETjJH_U8Y,Council on Aging,meeting,regular,1,2025-12-09,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
gttI1fI3dMY,374,Tree Lighting Ceremony 12.04.25,https://www.youtube.com/watch?v=gttI1fI3dMY,Tree Lighting Ceremony,not_a_meeting,community_event,0,2025-12-04,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
gAqRPg81taA,375,Stormwater Task Force 12.04.25,https://www.youtube.com/watch?v=gAqRPg81taA,Stormwater Task Force,meeting,regular,1,2025-12-04,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
LTY4-b3yuco,376,"Lunenburg Storytime - The Books We Love, Season 6 Episode 4",https://www.youtube.com/watch?v=LTY4-b3yuco,"Lunenburg Storytime - The Books We Love, Season 6 Episode 4",not_a_meeting,library_program,0,,unknown,,,model,claude-opus-5 (1M context),2026-09-08
ORInrk0Iv4Q,377,Water District 12.03.25,https://www.youtube.com/watch?v=ORInrk0Iv4Q,Water District,meeting,regular,1,2025-12-03,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
sPkm3bAUFaA,378,Board of Assessors 12.03.25,https://www.youtube.com/watch?v=sPkm3bAUFaA,Board of Assessors,meeting,regular,1,2025-12-03,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
jngnUhj_mKY,379,Open Space Committee 11.19.25,https://www.youtube.com/watch?v=jngnUhj_mKY,Open Space Committee,meeting,regular,1,2025-11-19,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
LAK2GHxq2is,380,School Committee 12.03.25,https://www.youtube.com/watch?v=LAK2GHxq2is,School Committee,meeting,regular,1,2025-12-03,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
aU56CXl_vr4,381,Capital Planning Committee 12.03.25,https://www.youtube.com/watch?v=aU56CXl_vr4,Capital Planning Committee,meeting,regular,1,2025-12-03,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
4I5MjCAGeS8,382,Conservation Commission 12.03.25,https://www.youtube.com/watch?v=4I5MjCAGeS8,Conservation Commission,meeting,regular,1,2025-12-03,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
nyRODr1VSBI,383,Select Board 12.02.25,https://www.youtube.com/watch?v=nyRODr1VSBI,Select Board,meeting,regular,1,2025-12-02,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
R7y4RZq5eH0,384,Municipal Building Design Committee 12.01.25,https://www.youtube.com/watch?v=R7y4RZq5eH0,Municipal Building Design Committee,meeting,regular,1,2025-12-01,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
h8qlN4e-Ghg,385,Oakmont HS Vs Lunenburg HS - Thanksgiving Football Game 11. 26.2025,https://www.youtube.com/watch?v=h8qlN4e-Ghg,Oakmont HS Vs Lunenburg HS - Thanksgiving Football Game,not_a_meeting,school_sports,0,2025-11-26,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
IHuJoN0gDeI,386,Sewer Commission 11.25.25,https://www.youtube.com/watch?v=IHuJoN0gDeI,Sewer Commission,meeting,regular,1,2025-11-25,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
fMtSuaxnd5s,387,Winter Fire Safety 11.26.25,https://www.youtube.com/watch?v=fMtSuaxnd5s,Winter Fire Safety,not_a_meeting,psa,0,2025-11-26,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
WRTRvPgKRfs,388,Select Board 11.25.25,https://www.youtube.com/watch?v=WRTRvPgKRfs,Select Board,meeting,regular,1,2025-11-25,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
zLefKx0ccKE,389,Trust Funds Commission 11.25.25,https://www.youtube.com/watch?v=zLefKx0ccKE,Trust Funds Commission,meeting,regular,1,2025-11-25,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
-J6CegBuG44,390,TriBoard  Meeting 11.24.25,https://www.youtube.com/watch?v=-J6CegBuG44,TriBoard Meeting,meeting,joint,1,2025-11-24,title (mm.dd.yy),,the body is tri-board; its three constituents are expanded from the registry,model,claude-opus-5 (1M context),2026-09-08
MINgUFAwA7Y,391,Planning Board 11.24.25,https://www.youtube.com/watch?v=MINgUFAwA7Y,Planning Board,meeting,regular,1,2025-11-24,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
BsgO6fBZabg,392,Thanksgiving Baskets 2025,https://www.youtube.com/watch?v=BsgO6fBZabg,Thanksgiving Baskets 2025,not_a_meeting,community_event,0,,unknown,,,model,claude-opus-5 (1M context),2026-09-08
F1ZKrpH9o-Y,393,Festival of Trees 11.21.25 and 11.22.25,https://www.youtube.com/watch?v=F1ZKrpH9o-Y,Festival of Trees 11.21.25 and,not_a_meeting,community_event,0,2025-11-22,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
Z2CokahY-MA,394,School Funding Forum 11.20.25,https://www.youtube.com/watch?v=Z2CokahY-MA,School Funding Forum,undetermined,,0,2025-11-20,title (mm.dd.yy),,a forum on school funding with no convening body named,model,claude-opus-5 (1M context),2026-09-08
6PZ-J-oIAkQ,395,School Committee 11.19.25,https://www.youtube.com/watch?v=6PZ-J-oIAkQ,School Committee,meeting,regular,1,2025-11-19,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
xTZMIPbbOT0,396,Church of Asphodel Pagan Choir 11.19.25,https://www.youtube.com/watch?v=xTZMIPbbOT0,Church of Asphodel Pagan Choir,not_a_meeting,religious_service,0,2025-11-19,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
ZCi29nOpCc0,397,Capital Planning Committee 11.19.25,https://www.youtube.com/watch?v=ZCi29nOpCc0,Capital Planning Committee,meeting,regular,1,2025-11-19,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
d5iondNGPqI,398,Conservation Commission 11.19.25,https://www.youtube.com/watch?v=d5iondNGPqI,Conservation Commission,meeting,regular,1,2025-11-19,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
gnQgapMVe8o,399,Cemetery Commission 11.19.25,https://www.youtube.com/watch?v=gnQgapMVe8o,Cemetery Commission,meeting,regular,1,2025-11-19,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
_lS9CtRzLQU,400,Board of Assessors 11.19.25,https://www.youtube.com/watch?v=_lS9CtRzLQU,Board of Assessors,meeting,regular,1,2025-11-19,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
BFFsMyBVRWc,401,Council on Aging 11.18.25,https://www.youtube.com/watch?v=BFFsMyBVRWc,Council on Aging,meeting,regular,1,2025-11-18,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
yQkLNWEM-iQ,402,Lunenburg Special Town Meeting 11.18.25,https://www.youtube.com/watch?v=yQkLNWEM-iQ,Lunenburg Special Town Meeting,meeting,special,1,2025-11-18,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
Z2UNTw5CQXA,403,Municipal Building Design Committee 11.17.25,https://www.youtube.com/watch?v=Z2UNTw5CQXA,Municipal Building Design Committee,meeting,regular,1,2025-11-17,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
Nj-LozM-f1A,404,Select Board 11.17.25,https://www.youtube.com/watch?v=Nj-LozM-f1A,Select Board,meeting,regular,1,2025-11-17,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
h_7LM3fDzhE,405,Central Mass Shark Tank Business Competition 2026 (Short),https://www.youtube.com/watch?v=h_7LM3fDzhE,Central Mass Shark Tank Business Competition 2026 (Short),not_a_meeting,community_event,0,,unknown,,,model,claude-opus-5 (1M context),2026-09-08
Mxvjp2gbFfk,406,Lunenburg Skate Park - Shark Tank Event Fundraiser,https://www.youtube.com/watch?v=Mxvjp2gbFfk,Lunenburg Skate Park - Shark Tank Event Fundraiser,not_a_meeting,community_event,0,,unknown,,,model,claude-opus-5 (1M context),2026-09-08
PsX5NWO7nAg,407,Architectural Preservation District Commission 11.13.25,https://www.youtube.com/watch?v=PsX5NWO7nAg,Architectural Preservation District Commission,meeting,regular,1,2025-11-13,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
qj8kSA4GSb0,408,Finance Committee 11.13.25,https://www.youtube.com/watch?v=qj8kSA4GSb0,Finance Committee,meeting,regular,1,2025-11-13,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
IipV57zB-CA,409,Trust Funds Commission 11.13.25,https://www.youtube.com/watch?v=IipV57zB-CA,Trust Funds Commission,meeting,regular,1,2025-11-13,title (mm.dd.yy),,,model,claude-opus-5 (1M context),2026-09-08
