label,upstream,local,text,bytes,sha256,read,page,school_year,meeting_date
Keystone Update,https://drive.google.com/file/d/1lDwyGZxERo7utYL7DQKb_GE3tGQurq5M/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-keystone-update.pdf,sources/district-budget/text/sc-meetings/2023-2024-keystone-update.txt,129880,5d851535dd317cc6219b62c8fe3135de30a730b4ff3d33a9a64ff85e5f3229b4,pdf text layer,sc-meetings,2023-2024,
School Committee Agenda 12-6-23,https://drive.google.com/file/d/1AzmFxgqqvpFoLEaxQGFpnPt7FQMBMl06/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-12-06-school-committee-agenda-12-6-23.pdf,sources/district-budget/text/sc-meetings/2023-12-06-school-committee-agenda-12-6-23.txt,132579,983419f544392004e63547b6aa49fb8bdc53e3eca16b2ff7788b287cf9748117,pdf text layer,sc-meetings,2023-2024,2023-12-06
Initial Approval Spain Trip April 2025,https://docs.google.com/presentation/d/16HKWyb2Sw0iUUbOd134jSHwQschSG8c6/edit?usp=drive_link&amp;ouid=115866774118931112779&amp;rtpof=true&amp;sd=true,sources/district-budget/docs/sc-meetings/2023-2024-initial-approval-spain-trip-april-2025.pptx,sources/district-budget/text/sc-meetings/2023-2024-initial-approval-spain-trip-april-2025.txt,4384639,4fe1959fd7a4532630cc4ed1cea27e9ac901a92d264bc69605fa5a499ed138b0,slides,sc-meetings,2023-2024,
Winter Sports Report,https://docs.google.com/spreadsheets/d/1k0v-qcG-suEAiwf8rKalY-hICdCasthV/edit?usp=drive_link&amp;ouid=115866774118931112779&amp;rtpof=true&amp;sd=true,sources/district-budget/docs/sc-meetings/2023-2024-winter-sports-report.xlsx,sources/district-budget/text/sc-meetings/2023-2024-winter-sports-report.txt,14002,44575812aa0ee1d719c42b83232ac38778282e014af56d6df34ade7d16e75cce,pdf text layer,sc-meetings,2023-2024,
Francis W. Parker Charter School Report,https://drive.google.com/file/d/1GWBseXfuhzrTN7FBgOtJQ0wl42QjiEde/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-francis-w-parker-charter-school-report.pdf,sources/district-budget/text/sc-meetings/2023-2024-francis-w-parker-charter-school-report.txt,435941,0d13ac5d59849cb6eaf488c4e6a1d153abebf7268540fd22d5248dfcd6367129,pdf text layer,sc-meetings,2023-2024,
School Committee Agenda 11-15-23,https://drive.google.com/file/d/1l6akM-gDfv47Y3DK1DE27q31ffk6P452/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-11-15-school-committee-agenda-11-15-23.pdf,sources/district-budget/text/sc-meetings/2023-11-15-school-committee-agenda-11-15-23.txt,132914,abf3b7c0980a4ac2c4037239bae173d3772bf9d5d55ec8e8ae59316036986c06,pdf text layer,sc-meetings,2023-2024,2023-11-15
ESSER Budget Update,https://drive.google.com/file/d/1Cm_6a-tBHdT0qwSUwFO1q9fXblJ76_Z8/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-esser-budget-update.pdf,sources/district-budget/text/sc-meetings/2023-2024-esser-budget-update.txt,439155,85d48478c696f39c2bfcc78fd6724c3effb168721eb4dac533bf7b298d461192,pdf text layer,sc-meetings,2023-2024,
FY25 Budget Update,https://drive.google.com/file/d/1szltWr7Td6sOMI0SXXAZb15HSXmQjBad/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-fy25-budget-update.pdf,sources/district-budget/text/sc-meetings/2023-2024-fy25-budget-update.txt,657595,27a23a00dda7b4f2bda8055def7a899b2495ad3c9f844c4b17e055b2efd68504,pdf text layer,sc-meetings,2023-2024,
Special Meeting Agenda,https://drive.google.com/file/d/130ZqAymorKZ3oFaDWNA4F87N3_dw4Z8B/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-2024-special-meeting-agenda.pdf,sources/district-budget/text/sc-meetings/2023-2024-special-meeting-agenda.txt,17438,3732eecb2431f52bd40de137951b697db04831450507e8b62d298752983146ff,pdf text layer,sc-meetings,2023-2024,
School Committee Agenda,https://drive.google.com/file/d/1jCs88cpDbODTQQM0oNmQS0dLNCl8Qyk-/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-11-01-school-committee-agenda.pdf,sources/district-budget/text/sc-meetings/2023-11-01-school-committee-agenda.txt,133587,aa8b6332f55fbe5a5b8b04202f8522ea9d5710096b950a34c0e4192180b70027,pdf text layer,sc-meetings,2023-2024,2023-11-01
6214 School Committee Member Resignation,https://drive.google.com/file/d/1tueqn6mRc1pe5xtJEnnWCgUSWHDL2viS/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-11-01-6214-school-committee-member-resignation.pdf,sources/district-budget/text/sc-meetings/2023-11-01-6214-school-committee-member-resignation.txt,4784,c3e5bb48d7694ae9f4c73cb6d975ca34e3c6b982c1e7bedbc55f7ee5b69f0f73,pdf text layer,sc-meetings,2023-2024,2023-11-01
DRAFT Bullying Prevention & Intervention Plan,https://drive.google.com/file/d/186SGtQjNoc8tHH9QeXF8aD_WX-URIwyX/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-11-01-draft-bullying-prevention-intervention-plan.pdf,sources/district-budget/text/sc-meetings/2023-11-01-draft-bullying-prevention-intervention-plan.txt,191085,5936b152a5e0e4086f29e5a6f51f3729f5c2a77215ed695be348674b52aa4893,pdf text layer,sc-meetings,2023-2024,2023-11-01
School Committee Agenda 10-18-23,https://drive.google.com/file/d/1cdOPOIsz_FzKRMEORhH42kxWOLR684C2/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-10-18-school-committee-agenda-10-18-23.pdf,sources/district-budget/text/sc-meetings/2023-10-18-school-committee-agenda-10-18-23.txt,133983,a5edffaea905bfeae028edd6e876d4c050022bc289c2b7e45354503cb2128a7a,pdf text layer,sc-meetings,2023-2024,2023-10-18
FY25 Capital Plan Priorities,https://drive.google.com/file/d/1rFcFfVeBiMYM-DSMMzxGBHfQe-7drQam/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-10-18-fy25-capital-plan-priorities.pdf,sources/district-budget/text/sc-meetings/2023-10-18-fy25-capital-plan-priorities.txt,213748,3f48ff31a5a63e8507d7a1b3bb34e7a3eabfa8dde123cc13aa1d510f5c837f39,pdf text layer,sc-meetings,2023-2024,2023-10-18
Assessment Report,https://drive.google.com/file/d/1s9gPh_4_qbe6jlmZxY51aGrn9IZsvn-F/view?usp=share_link,sources/district-budget/docs/sc-meetings/2023-10-18-assessment-report.pdf,sources/district-budget/text/sc-meetings/2023-10-18-assessment-report.txt,1097951,4eb67d793489f58faa88a47b6c4bed5c4abb9a88482f6b4bcbfc1234d35df02e,pdf text layer,sc-meetings,2023-2024,2023-10-18
4106 Equal Employment Opportunity,https://drive.google.com/file/d/1oLXISxWqhI6rkEVPMDni4rjLR9Uu1l__/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-10-18-4106-equal-employment-opportunity.pdf,sources/district-budget/text/sc-meetings/2023-10-18-4106-equal-employment-opportunity.txt,37963,56be5e4fe2241bf1e9931b8ad577b10bda9fc03ddc8649616cb0425fadf738a7,pdf text layer,sc-meetings,2023-2024,2023-10-18
4106.01 Non-Discrimination on the Basis of Sex,https://drive.google.com/file/d/1HlNisXdZsMIhSo3QfbDukWVvM747wckY/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-10-18-4106-01-non-discrimination-on-the-basis-of-sex.pdf,sources/district-budget/text/sc-meetings/2023-10-18-4106-01-non-discrimination-on-the-basis-of-sex.txt,119801,c49cc26a7bdf79fe12eb7a2fbab425ec36508ce0ae1b1e8e6e9807649c1801aa,pdf text layer,sc-meetings,2023-2024,2023-10-18
4202.01Professional Staff Hiring,https://drive.google.com/file/d/1T8v7QNsz5IFf1w1bKX7Hxhd2hhSyvwMI/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-10-18-4202-01professional-staff-hiring.pdf,sources/district-budget/text/sc-meetings/2023-10-18-4202-01professional-staff-hiring.txt,14359,3a180c599e71b9353f9b86ab7915aba11432740975b35d3edda5d55c8e16ca1d,pdf text layer,sc-meetings,2023-2024,2023-10-18
4202.02 Equal Employment Opportunity,https://drive.google.com/file/d/1IPEd9hWtDy_bVC0mkxbVyZqDHttXq7VG/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-10-18-4202-02-equal-employment-opportunity.pdf,sources/district-budget/text/sc-meetings/2023-10-18-4202-02-equal-employment-opportunity.txt,10581,9ba778cc9613338c07572c48f94e247ede19587f90083a6fcd5087cfc1a55927,pdf text layer,sc-meetings,2023-2024,2023-10-18
5103.01 Attendance of Non-Resident Students,https://drive.google.com/file/d/1yhnw61osy4uW4j3o_c2hqTLgLh217Lr9/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-10-18-5103-01-attendance-of-non-resident-students.pdf,sources/district-budget/text/sc-meetings/2023-10-18-5103-01-attendance-of-non-resident-students.txt,338757,f2f1bfe3e0a7845f4c070ef2d26d7b778aa8d6ce039f46b9082e7ad5bde3eaa7,pdf text layer,sc-meetings,2023-2024,2023-10-18
5201.01 Curriculum of Instruction,https://drive.google.com/file/d/1BzMz8k-SZE0uVpyftzhi--v9DK5U5xm5/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-10-18-5201-01-curriculum-of-instruction.pdf,sources/district-budget/text/sc-meetings/2023-10-18-5201-01-curriculum-of-instruction.txt,237768,995479c07b765d96904c627b9f012032bf43bdcb79aff20bd684dad568ecb3f3,pdf text layer,sc-meetings,2023-2024,2023-10-18
5218 Equal Educational Opportunity,https://drive.google.com/file/d/1vllMJfjduuGf3En12Gmobs6ZYQfOo8I9/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-10-18-5218-equal-educational-opportunity.pdf,sources/district-budget/text/sc-meetings/2023-10-18-5218-equal-educational-opportunity.txt,13994,e44ab896b9f028f5f1c012b137a040655c18b61a2d103c25af788562451a110f,pdf text layer,sc-meetings,2023-2024,2023-10-18
5402 Student Harassment,https://drive.google.com/file/d/1ZmxKBXXKFo6rKzCTPTYar7Zq1CluAy0n/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-10-18-5402-student-harassment.pdf,sources/district-budget/text/sc-meetings/2023-10-18-5402-student-harassment.txt,554242,d2a1e01ee9a213045fc629bf45b62838ec4343c2cfd042010b698e1d28a14b75,pdf text layer,sc-meetings,2023-2024,2023-10-18
5412 Dress Code,https://drive.google.com/file/d/1b0B86cZ4eVWSqup72RbxqbfkUGWh_4o-/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-10-18-5412-dress-code.pdf,sources/district-budget/text/sc-meetings/2023-10-18-5412-dress-code.txt,9210,ccb407d7bb3868e9d4ac36be5d980032d0807c33c18f038a376d66b7761e044e,pdf text layer,sc-meetings,2023-2024,2023-10-18
5801 Nondiscrimination Students,https://drive.google.com/file/d/1N9FNJHI0lFFJIG2F28NK0EA_Okzozq2W/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-10-18-5801-nondiscrimination-students.pdf,sources/district-budget/text/sc-meetings/2023-10-18-5801-nondiscrimination-students.txt,16193,7221bbfcce49cf341f10dfa39cbbc00282ec4930ee0f195302953552ecff6462,pdf text layer,sc-meetings,2023-2024,2023-10-18
5801.01NonDicrimination on the Basis of Sex,https://drive.google.com/file/d/1yrn7M317o8YS4TR7Yh-Yfess2y4v3hyj/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-10-18-5801-01nondicrimination-on-the-basis-of-sex.pdf,sources/district-budget/text/sc-meetings/2023-10-18-5801-01nondicrimination-on-the-basis-of-sex.txt,296902,971fe741ac58a22c2330c94ec4c647a498e2a00f2c184cf9ffba1936f743748a,pdf text layer,sc-meetings,2023-2024,2023-10-18
School Committee Agenda 10-4-23,https://drive.google.com/file/d/1lwNcADDnyn8IKgodj6XheVts6ayFwRhQ/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-10-18-school-committee-agenda-10-4-23.pdf,sources/district-budget/text/sc-meetings/2023-10-18-school-committee-agenda-10-4-23.txt,131984,5ceaf62db1bd3ecc4b5331805363f43ac8debb53fbe8aefcd0d51a1ed791f233,pdf text layer,sc-meetings,2023-2024,2023-10-18
2023-2024 DRAFT Primary School Improvement Plan,https://drive.google.com/file/d/1Hs4L_zO7-UP-ri_egG-Tn5EZo3LvHKf4/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-10-18-2023-2024-draft-primary-school-improvement-plan.pdf,sources/district-budget/text/sc-meetings/2023-10-18-2023-2024-draft-primary-school-improvement-plan.txt,109523,87567e45775999ba36e2146ebea608b8a3b1de19181520a377237491cc67ee9c,pdf text layer,sc-meetings,2023-2024,2023-10-18
2023-2024 DRAFT THES School Improvement Plan,https://drive.google.com/file/d/105IECrYBKJ0wwgluaNwB91orIvdSclsD/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-10-18-2023-2024-draft-thes-school-improvement-plan.pdf,sources/district-budget/text/sc-meetings/2023-10-18-2023-2024-draft-thes-school-improvement-plan.txt,91622,42f67ea9a9814f71f061f0388d0f7b6cdf860177fa27be1a76fb08c13a621d47,pdf text layer,sc-meetings,2023-2024,2023-10-18
2023-2024 DRAFT LMS School Improvement Plan,https://drive.google.com/file/d/1788bShkHhT12TNVQNd3vo0Huo3ROpTQj/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-10-18-2023-2024-draft-lms-school-improvement-plan.pdf,sources/district-budget/text/sc-meetings/2023-10-18-2023-2024-draft-lms-school-improvement-plan.txt,128734,ac3bb95caddaa9b6e1b5a7208d0ac62b3fdd1b899f7d1c4919f9901ce723501b,pdf text layer,sc-meetings,2023-2024,2023-10-18
2023-2024 DRAFT LHS School Improvement Plan,https://drive.google.com/file/d/1P9S_8x2h5qa4SRPLd1kos0vUwiiXyWNy/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-10-18-2023-2024-draft-lhs-school-improvement-plan.pdf,sources/district-budget/text/sc-meetings/2023-10-18-2023-2024-draft-lhs-school-improvement-plan.txt,111467,11b2c12b0ea676f591334fd6fd2c056cdf8047a949575b2995d3cc05c4f176a9,pdf text layer,sc-meetings,2023-2024,2023-10-18
Proposed Capital Plan,https://drive.google.com/file/d/1PbYN1A8s17XncF1x5uskVPAd6Z1v_qPP/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-10-18-proposed-capital-plan.pdf,sources/district-budget/text/sc-meetings/2023-10-18-proposed-capital-plan.txt,213748,3f48ff31a5a63e8507d7a1b3bb34e7a3eabfa8dde123cc13aa1d510f5c837f39,pdf text layer,sc-meetings,2023-2024,2023-10-18
Proposed 2023-2024 SC Goals,https://drive.google.com/file/d/1_Yus-kpbUuBCGCWsRM4DhRQiQKj-KZe7/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-10-18-proposed-2023-2024-sc-goals.pdf,sources/district-budget/text/sc-meetings/2023-10-18-proposed-2023-2024-sc-goals.txt,132079,fbaee16b1ef505b818b55750496d96b24d667bf0aa6aacbc2497edd24c286339,pdf text layer,sc-meetings,2023-2024,2023-10-18
STRATEGY GOAL DISCUSSION CC&C.1,https://drive.google.com/file/d/1jM7Or93bGMc5OcQXu_4BFG8F1X2fW2lj/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-10-18-strategy-goal-discussion-cc-c-1.pdf,sources/district-budget/text/sc-meetings/2023-10-18-strategy-goal-discussion-cc-c-1.txt,103672,885828af655d348475510f0e842fae28d64c72ab61af592895759c3050d5fd1f,pdf text layer,sc-meetings,2023-2024,2023-10-18
STRATEGY GOAL DISCUSSION CC & C.2,https://drive.google.com/file/d/15vsd2aRJHf7rDQDqf9PGFsDN9mcnLWFS/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-10-18-strategy-goal-discussion-cc-c-2.pdf,sources/district-budget/text/sc-meetings/2023-10-18-strategy-goal-discussion-cc-c-2.txt,74428,3a26456b51586e2e9060f2ff7ea8dff26fc560805c81b1a31476914a9ffd6391,pdf text layer,sc-meetings,2023-2024,2023-10-18
STRATEGY GOAL DISCUSSION CC & C.3,https://drive.google.com/file/d/1nzfSVSsK3F1YK6OGG7G1x5ORk2CJJrLi/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-10-18-strategy-goal-discussion-cc-c-3.pdf,sources/district-budget/text/sc-meetings/2023-10-18-strategy-goal-discussion-cc-c-3.txt,65923,a09bb750b7cafba122f0def2c5a72365eeb7a0552728c890cf941a9abd570318,pdf text layer,sc-meetings,2023-2024,2023-10-18
First Read Policy 6214 School Committee Member Resignation,https://drive.google.com/file/d/1P-Gn4Up2XkA2TORlI8NVSJAFZqwovq3s/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-10-18-first-read-policy-6214-school-committee-member-resignation.pdf,sources/district-budget/text/sc-meetings/2023-10-18-first-read-policy-6214-school-committee-member-resignation.txt,4784,c3e5bb48d7694ae9f4c73cb6d975ca34e3c6b982c1e7bedbc55f7ee5b69f0f73,pdf text layer,sc-meetings,2023-2024,2023-10-18
School Committee Agenda,https://drive.google.com/file/d/1A_74OQDaEQASWLdn_yHJHCD0AxBzPbF4/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-10-18-school-committee-agenda.pdf,sources/district-budget/text/sc-meetings/2023-10-18-school-committee-agenda.txt,132562,39c6791fa694899aec9b25e431c80220399803903dcbab6a22a0918311494e20,pdf text layer,sc-meetings,2023-2024,2023-10-18
Fall Athletics Report,https://drive.google.com/file/d/1M-gBJOAxFo0-A58gg412QZqhpq3O9wP5/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-10-18-fall-athletics-report.pdf,sources/district-budget/text/sc-meetings/2023-10-18-fall-athletics-report.txt,447800,850a88899c7cfd63a0f612679b41b4ca87f5ac12fd7ded5d3e049adc51df5f1e,pdf text layer,sc-meetings,2023-2024,2023-10-18
Bullying Prevention & Intervention Plan,https://drive.google.com/file/d/1E-uArD6UUN2wrLcat1CMBeq_fBlvDwbF/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-10-18-bullying-prevention-intervention-plan.pdf,sources/district-budget/text/sc-meetings/2023-10-18-bullying-prevention-intervention-plan.txt,151487,1e0df0e76ed749c689fd72fdcf7d1a3b27355650c5480e55c571d5d21ad6a615,pdf text layer,sc-meetings,2023-2024,2023-10-18
FY25 Draft Capital Plan,https://drive.google.com/file/d/1-ilTZ_pbh28CeB-mvCoGyc11YSyzEa9-/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-10-18-fy25-draft-capital-plan.pdf,sources/district-budget/text/sc-meetings/2023-10-18-fy25-draft-capital-plan.txt,15699,67b9a3e2de53d5634bb62d1933565c078f9130842f42f020cfba9b88618a307c,pdf text layer,sc-meetings,2023-2024,2023-10-18
Keystone Collaborative Update,https://drive.google.com/file/d/1WC_D614v37lO5olC9l6qViUepjHbvzrH/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-10-18-keystone-collaborative-update.pdf,sources/district-budget/text/sc-meetings/2023-10-18-keystone-collaborative-update.txt,357782,a15beb7b6dbea89fe93cdb294d79c6a207e3df8c09779fb4f4700c2476ab9c25,pdf text layer,sc-meetings,2023-2024,2023-10-18
SC GOALS DISCUSSION 2023-2024,https://docs.google.com/document/d/1uICljBJJNF0Dx8GaHoxc7P2xWZHeGZcB/edit?usp=drive_link&amp;ouid=115866774118931112779&amp;rtpof=true&amp;sd=true,sources/district-budget/docs/sc-meetings/2023-10-18-sc-goals-discussion-2023-2024.docx,sources/district-budget/text/sc-meetings/2023-10-18-sc-goals-discussion-2023-2024.txt,14712,9829ecc8000aac2036efa385446bee316098f4a8430ed655003d72fbc856fae6,document,sc-meetings,2023-2024,2023-10-18
SCHOOL COMMITTEE AGENDA 9-6-23,https://drive.google.com/file/d/1YnusqyKa54A_FWM_vhzPqw008bheBwPX/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-09-06-school-committee-agenda-9-6-23.pdf,sources/district-budget/text/sc-meetings/2023-09-06-school-committee-agenda-9-6-23.txt,131550,a83c08348d82c80464652c18e005a8990f4b18b84708d212bb1d1f5b77b8c41c,pdf text layer,sc-meetings,2023-2024,2023-09-06
PRINCIPALS BACK TO SCHOOL REPORT,https://drive.google.com/file/d/1rGh7Ij6XT6XMehlpSNee7u763SMlSRni/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-09-06-principals-back-to-school-report.pdf,sources/district-budget/text/sc-meetings/2023-09-06-principals-back-to-school-report.txt,1021149,80cabf4b07e50b37d4cbd9c62a9ecab1c0cded236c458fb76297df768fe88fa0,pdf text layer,sc-meetings,2023-2024,2023-09-06
SPECIAL EDUCATION PROGRAM EVALUATION REPORT,https://drive.google.com/file/d/1kZLoOHcrqEXHKJmsB5EkFeQT0XYSwgFJ/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-09-06-special-education-program-evaluation-report.pdf,sources/district-budget/text/sc-meetings/2023-09-06-special-education-program-evaluation-report.txt,746603,45791dd57e0804c2644f591dd35ecab563100fb96e3c9f6308f430fde7e9be8b,pdf text layer,sc-meetings,2023-2024,2023-09-06
FY25 BUDGET SCHEDULE,https://drive.google.com/file/d/10TME6PtPReHeJoYX4ryWoGy3EW2DELYQ/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-09-06-fy25-budget-schedule.pdf,sources/district-budget/text/sc-meetings/2023-09-06-fy25-budget-schedule.txt,413037,886d9f5e5281f9df10015310ff637eda18a4b9c384075967509721fe9ea4906e,pdf text layer,sc-meetings,2023-2024,2023-09-06
School Committee Agenda,https://drive.google.com/file/d/1LEhllcceG_hWM87fnXD6s9ivgSVYrrYu/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-09-06-school-committee-agenda.pdf,sources/district-budget/text/sc-meetings/2023-09-06-school-committee-agenda.txt,132464,551fc6e132411aaa38f915b73a6705187c608721801d12ab3cd99c530f00de47,pdf text layer,sc-meetings,2023-2024,2023-09-06
2023-2024 DRAFT Primary School Handbook,https://drive.google.com/file/d/1-0iIaitzuhJfvZwRxYBjvoXtIS57FHY7/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-09-06-2023-2024-draft-primary-school-handbook.pdf,sources/district-budget/text/sc-meetings/2023-09-06-2023-2024-draft-primary-school-handbook.txt,982210,e1da4aa4fe1673bd849aee9ead8a355c0c9326f80d0820f4ef3d62fb30e28964,pdf text layer,sc-meetings,2023-2024,2023-09-06
2023-2024 DRAFT THES School Handbook,https://drive.google.com/file/d/1YS7Go9J7Bd-Ve798QIuqN0BPzdPG5MG6/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-09-06-2023-2024-draft-thes-school-handbook.pdf,sources/district-budget/text/sc-meetings/2023-09-06-2023-2024-draft-thes-school-handbook.txt,623165,ecf969188db7f7b3ae4d98333ba5fa34103e7aea4801979276cf3898eb96a8ac,pdf text layer,sc-meetings,2023-2024,2023-09-06
2023-2024 DRAFT LMS Handboo,https://drive.google.com/file/d/1BZqUjGR5cG3NUhtbZn2k4gzKmOyHZpdK/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-09-06-2023-2024-draft-lms-handboo.pdf,sources/district-budget/text/sc-meetings/2023-09-06-2023-2024-draft-lms-handboo.txt,692192,341952e3f0939857692266c1f68389185bba170afb0ef4f75ffc8921e2e35597,pdf text layer,sc-meetings,2023-2024,2023-09-06
2023-2024 DRAFT LMS STUDENT HANDBOOK,https://drive.google.com/file/d/1BDEEJ56NqjnWSGL2xI2uQ8Cha83Gt_El/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-09-06-2023-2024-draft-lms-student-handbook.pdf,sources/district-budget/text/sc-meetings/2023-09-06-2023-2024-draft-lms-student-handbook.txt,344373,772c113a99a4844491b0baf3d191631aad8e82181d29488464b4d0e24ae11a95,pdf text layer,sc-meetings,2023-2024,2023-09-06
2023-2024 DRAFT LHS School Handbook,https://drive.google.com/file/d/1bKOi0kgpL2o-uXLB33rPsuOvMJufp5fH/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-09-06-2023-2024-draft-lhs-school-handbook.pdf,sources/district-budget/text/sc-meetings/2023-09-06-2023-2024-draft-lhs-school-handbook.txt,800385,dc16fb410ca47b0e1010d774914e9f99bb13786a25edf0a303676f1ba8b7fa1f,pdf text layer,sc-meetings,2023-2024,2023-09-06
FAMILY SCHOOL PARTNERSHIP PRESENTATION,https://drive.google.com/file/d/1G7nXzlmIrBWGdttL6LwEH3ao0G_XffV7/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-09-06-family-school-partnership-presentation.pdf,sources/district-budget/text/sc-meetings/2023-09-06-family-school-partnership-presentation.txt,456289,ff57cd7336ddc2782522bc9dd53f704edc7f6dbe4ba69f5ee4a23cec54a40be0,pdf text layer,sc-meetings,2023-2024,2023-09-06
School Committee Agenda,https://drive.google.com/file/d/1MeOJF5OCb3P2aSnAN4u3ourDp-z_2AQc/view?usp=sharing,sources/district-budget/docs/sc-meetings/2023-09-06-school-committee-agenda.pdf,sources/district-budget/text/sc-meetings/2023-09-06-school-committee-agenda.txt,132464,551fc6e132411aaa38f915b73a6705187c608721801d12ab3cd99c530f00de47,pdf text layer,sc-meetings,2023-2024,2023-09-06
Primary School School Improvement Plan Progress,https://drive.google.com/file/d/1hU5JpTv2UwleAMimkNNFMxX_pAmjUczr/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-09-06-primary-school-school-improvement-plan-progress.pdf,sources/district-budget/text/sc-meetings/2023-09-06-primary-school-school-improvement-plan-progress.txt,133208,7cc4df064fbe177924dd18eac9372cbce26cb3b6bb344e899d6e1c1989a5c4c6,pdf text layer,sc-meetings,2023-2024,2023-09-06
THES School Improvement Plan Progress,https://drive.google.com/file/d/16z3XqcCVPGGY8GItXOqllZmZ0BBE7rcu/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-09-06-thes-school-improvement-plan-progress.pdf,sources/district-budget/text/sc-meetings/2023-09-06-thes-school-improvement-plan-progress.txt,89363,312c4c2cfd0539c0474e2cc2cf840e821e9008cecd4ec78fd9bd91abf79f50f2,pdf text layer,sc-meetings,2023-2024,2023-09-06
LMS School Improvement Plan Progress,https://drive.google.com/file/d/1Ykc8eotm2VAdpJdaIhhw4aCoBeSFDUvO/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-09-06-lms-school-improvement-plan-progress.pdf,sources/district-budget/text/sc-meetings/2023-09-06-lms-school-improvement-plan-progress.txt,102858,4df2264d9e4f362a911818e8035258d9ab9139848420fcdd48822e8480592b7d,pdf text layer,sc-meetings,2023-2024,2023-09-06
LHS School Improvement Plan Progress,https://drive.google.com/file/d/1hai98UcLcLjIhbn5hEEX0y1CMaSeU6Vs/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-09-06-lhs-school-improvement-plan-progress.pdf,sources/district-budget/text/sc-meetings/2023-09-06-lhs-school-improvement-plan-progress.txt,110328,4fd7a666925f7b72e7a46b89c61fbaf908d91e47a763547e97736809a4dffce8,pdf text layer,sc-meetings,2023-2024,2023-09-06
MRM Bullying Presentation,https://drive.google.com/file/d/1XYddnCWUJZ4uNgN5XLVj7KxInvKBgYTW/view?usp=drive_link,,,53463007,ad584d55ba10ea0e25ee756226109b38cbfc0328100b68519dc77291f75c965c,"skipped: unknown format, 53463007 bytes",sc-meetings,2023-2024,2023-09-06
Keystone Property Acquisition,https://drive.google.com/file/d/1VrD2_tDEAz_WgjfKhsUYd6bo-voNcwee/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2023-09-06-keystone-property-acquisition.pdf,sources/district-budget/text/sc-meetings/2023-09-06-keystone-property-acquisition.txt,165326,e172ce4913ab4b779b8f4ad21b2b815d5732a719d5d8066a4366be404d38894f,pdf text layer,sc-meetings,2023-2024,2023-09-06
