cert_number,business_name,owner,address,category,is_franchise,source,expires_iso,expires_year,status
2756,KC Sales and Service,Michael Bartnowski,1312 Massachusetts Avenue,retail,False,master,2028-03-17,2028,active
2044,K. ForesterSnow Removal,Katherine Forster,7 Tilton Street,construction_trades,False,master,2025-09-22,2025,expired
2886,Kiku Asian Cuisine,Xiaomin Lin,50 Mass Avenue,food_beverage,False,master,2026-01-05,2026,expired
2904,Kneeshaw Painting,Benjamin Kneeshaw,291 Lancaster Avenue,construction_trades,False,master,2030-02-23,2030,active
2876,Konrad Café Inc,Jessica Pierce,455 Mass Avenue,agriculture,False,master,2028-12-30,2028,active
2732,Kyle R. Blood-General Cont Environ. Re,Kyle R. Blood,1387 Massachusetts Avenue,other_uncategorized,False,master,2027-09-10,2027,active
2283,Kings auto Repair,David King,833 Flat Hill Road,automotive_transport,False,master,2023-07-29,2023,expired
2335,K J Waterfront INC,Kenneth Ricker & Joshua Hillman,84 Lakefront Avenue,other_uncategorized,False,master,2024-05-26,2024,expired
2568,Labor of Love Pottery,Catherine Jaffee,590 Mulpus  Road,arts_creative,False,master,2026-09-27,2026,active
2871,Lakeview Club,Danielle Bettencourt,449 Whalom Road,real_estate_property,True,master,2029-12-03,2029,active
2866,Lakeview Driving Range,Mark Testa,15 Carr Avenue,automotive_transport,False,master,2029-08-29,2029,active
2809,"Lakeview Landscaping, Inc.",Mark Bursch,569 West Street,construction_trades,False,master,2029-04-05,2029,active
1647,Lakeview Nurseries,Richard Bursch,308 Electric Avenue,real_estate_property,False,master,2019-03-05,2019,expired
2620,Lamore Plumbing,Brian Lamore,124 Electric Avenue,construction_trades,False,master,2027-03-14,2027,active
2351,Lasting Impression Florals,Deborah Ann Stone,20 Johnson Street,other_uncategorized,False,master,2024-07-29,2024,expired
2619,Larchmont Wealth Advisors,Brian Sawyer,41 Whiting Street,other_uncategorized,False,master,2027-03-05,2027,active
2657,Laura Waldon,Laura Waldwn,73 Sunnyhill Road,other_uncategorized,False,master,2027-07-11,2027,active
2905,Lauritzen Drywall,Scott Lauritzen,37 Broadmeadow Drive,construction_trades,False,master,2030-02-24,2030,active
2647,Law Offices of Louis J. Franco,Louis J. Franco,250 Arbor Street,legal,False,master,2026-08-08,2026,active
2612,Law Offices of Timothy Murphy,Timothy Murphy,97 Island Road,legal,False,master,2027-01-19,2027,active
2485,Layde Fit Nutrition,Veronica Cruz,5 Summer Street,other_uncategorized,False,master,2025-12-20,2025,expired
2758,"L C Finish Services, LLC",Lucas Fernandes Pires,3 Lancaster Avenue,other_uncategorized,False,master,2028-09-18,2028,active
2242,Lead The Way Lawn Care,Joshua Thompson,90 West Townsend Road,automotive_transport,False,master,2023-03-13,2023,expired
2658,Lee Morse Construction,Lee Morse,1365 Massachusetts Avenue,construction_trades,False,master,2027-07-16,2027,active
2787,Leominster Monument Co.,Kelly Pearson & Diane Miller,339 Electric Avenue,other_uncategorized,False,master,2028-10-17,2028,active
2742,Les' Auto Repair Inc.,Leslie Szabady,321 Electric Avenue,automotive_transport,False,master,2028-01-10,2028,active
2715,Lhasa Boutique,Kathleen M. Comeau,806 West Street,retail,False,master,2027-12-05,2027,active
2783,Santos Plastering Services,Tiago Pereira Dos Santos,330 Hollis Road,other_uncategorized,False,master,2028-12-02,2028,active
2650,Linda Ryan's Artwork,Linda Ryan,590 Townsend Harbor Road,other_uncategorized,False,master,2027-06-07,2027,active
2313,Lineage Vapors,Joel Illouz,"5 Summer Street, unit 9",other_uncategorized,False,master,2023-08-12,2023,expired
2559,Link Construction,Lance Korich,119 Chestnut Street,construction_trades,False,master,2026-08-31,2026,active
2191,Lisa's Cleaning Service,Lisa Chartier,425 Burrage Street,home_services,False,master,2022-10-18,2022,expired
2766,Lisa Melanson,Lisa Melanson,383 Whalom Road,other_uncategorized,False,master,2028-10-28,2028,active
2571,Little Pup Designs,Michelle Banton,150 Robbs Hill Rd,arts_creative,False,master,2026-10-17,2026,active
2854,Living Lea,Ashley Hovey,11 Rose Garden Lane,personal_services,False,master,2029-10-16,2029,active
2731,Lloyd's Limousine Service,Thomas L. Crounse,53 Chase Road,automotive_transport,False,master,2028-06-07,2028,active
2777,Lunenburg Diner,Somonita Sam,324 Electric Avenue,food_beverage,False,master,2024-11-21,2024,expired
2664,Lunenburg Liquor Mart,Vinnay Patel,88 MASS Ave,other_uncategorized,False,master,2027-08-24,2027,active
2642,Low Places Ranch,Lynn Powell,435 Goodrich Street,other_uncategorized,False,master,2027-04-22,2027,active
2496,Lunenburg Auto Center,Jose Iris De Oliveira Junior,36 Summer Street,automotive_transport,False,master,2026-02-10,2026,expired
2211,Tobias Craig,Tobias Craig,80 Hollis Road,other_uncategorized,False,master,2026-03-16,2026,expired
2596,Lunenburg Flowers & Gifts,Cathy Clark,"1 Main St., Suite 6",retail,False,master,2026-11-20,2026,active
2691,"Lunenburg Gas & Market, LLC",Tarek Yatim,400 Electric Avenue,retail,False,master,2027-11-13,2027,active
2599,Lunenburg Leger,Pamela Porter,114 Chestnut Street,other_uncategorized,False,master,2026-12-18,2026,active
2348,Lunenburg Mobil,Ihssan Karzan,131 Mass Avenue,other_uncategorized,False,master,2024-07-21,2024,expired
2717,Snowplace Farm,Arthur Snow,200 Pleasant Street,agriculture,False,master,2028-03-03,2028,active
2677,Luxury Living,Ryan Cronin,216 White Street,other_uncategorized,False,master,2027-09-25,2027,active
2603,M B Events,Marissa Baird,198 White Street,personal_services,False,master,2027-01-03,2027,active
2518,M B Services,Michael Boulger,24306 Carousel Lane,other_uncategorized,False,master,2026-04-14,2026,expired
2204,M Proctor Masonry,Matthew Proctor,180 Hemlock Drive,construction_trades,False,master,2022-12-04,2022,expired
2105,M & S Auto Repair,Matthew St Jean,1320 Mass Ave,automotive_transport,False,master,2022-02-01,2022,expired
2433,Made To Thrive,Kirsten Smith,77 Brown Avenue,other_uncategorized,False,master,2025-06-29,2025,expired
2146,Magical warriors,Shelby Patnaude & Sarah Niemi,1 Rogers Way apt. 107,other_uncategorized,False,master,2022-06-26,2022,expired
2140,Magpie Mining,Nicholas Trombetta,81 Beal Street,other_uncategorized,False,master,2022-06-07,2022,expired
2851,Mainato Restoration,Manual Pomavilla,24 Mass Ave,other_uncategorized,False,master,2029-10-07,2029,active
2160,Market King,David King,667 Reservoir Road,retail,False,master,2022-08-01,2022,expired
2801,Martha L. Neely DMD,Martha Neely,119 Mass Ave,health_wellness,False,master,2029-03-19,2029,active
1959,Maplehurst Farm,Walton G. Kilbourn Jr.,612 Lancaster Avenue,agriculture,False,master,2020-10-07,2020,expired
1968,Maplehurst Landscaping,"Walton G.KilbournIII,Walton G.Kilbourn Jr",612 Lancaster Avenue,agriculture,False,master,2020-10-17,2020,expired
2877,Maple Ridge Mushrooms,Matt Dunkel,290 Howard Street,agriculture,False,master,2029-12-11,2029,active
2246,Maria's Salon,Maria Petrucci-Guertin,91 Summer Street,health_wellness,False,master,2026-11-22,2026,active
1678,Martin & Son Landscaping,Christian Martin,127 Chase Road,construction_trades,False,master,2017-09-15,2017,expired
1837,Maseman Inc. dba Leominster Monument Co.,Kelly Pearson & Diane Miller,339 Electric Avenue,other_uncategorized,False,master,,,unknown
2779,Mass Ave Dental LLC,Ahmed El-Samra,312 Massachusetts Avenue,health_wellness,True,master,2028-12-21,2028,active
2540,Maxi Auto Center,Jose Oliveria Jr,36 Summer Street,automotive_transport,False,master,2026-07-07,2026,expiring_soon
2581,Mass Ave Real Estate Brokerage,Jamie Merrill Blood,1387 Massachusetts Avenue,real_estate_property,False,master,2026-05-24,2026,expiring_soon
2552,Mass Fly Guide Service,Michael LaManna,351 Chase Road,other_uncategorized,False,master,2026-08-18,2026,active
2529,,Barbara Turkington,110 Royal Fern Drive,other_uncategorized,False,master,2026-05-19,2026,expiring_soon
2685,"Medigo Transportation, LLC",George Khairalla,313 Reservoir Road,automotive_transport,False,master,2027-10-31,2027,active
2123,MEG Transportation,Cory Jon Riordan,45 Broadmeadow Drive,automotive_transport,False,master,2022-05-08,2022,expired
2790,Mel Tata Photography,Melanie Hooker,393 N W Townsend Road,personal_services,False,master,2029-01-07,2029,active
2640,Melony Letarte Photography,Melony Letarte,283 Whalom Road,personal_services,False,master,2027-04-01,2027,active
2796,Melena Loveday-Notary Public,Melena Loveday,321 A Electric Avenue,food_beverage,False,master,2029-02-05,2029,active
2746,Merchant Vacations by Craine,Faith Merchant,423 Lancaster Avenue,other_uncategorized,False,master,2028-07-19,2028,active
2510,Mercy Hands Care Associates LLC,Florence Nakanjako,111 Electric Avenue,automotive_transport,False,master,2026-03-21,2026,expired
2509,Michael Thompson Electric,Michael Thompson,337 Page Street,construction_trades,False,master,2026-03-21,2026,expired
2232,Mischievous Monkeys Home Day Care,Chantel Szlosek,147 West Street,automotive_transport,False,master,2027-02-20,2027,active
2773,Millette Remodeling,Bruce Millete,189 Cross Road,construction_trades,False,master,2027-04-01,2027,active
2317,Miller's Asphalt Paving LLC,Stanley Miller,218 Summer Street,construction_trades,False,master,2028-01-24,2028,active
2824,Miss Kristens Daycare,Kristen Wagner,89 Page Street,personal_services,False,master,2029-07-10,2029,active
1994,Mobil Mart,Atta U. Khan,131 Massachusetts Avenue,other_uncategorized,False,master,2021-01-04,2021,expired
2386,Mr Reno,Evans Danquah,4 Robbs Hill Road,other_uncategorized,False,master,2024-11-24,2024,expired
2872,Mulpus Meadow Farm,Tanner  Cole,856 Mass Avenue,agriculture,False,master,2029-07-06,2029,active
2587,Mums Cleaning Service,Rhonda Lisio,181 Reservoir Road,home_services,False,master,2026-11-16,2026,active
2315,MWD Electric,Michael Deveikis,79 Valley Road,construction_trades,False,master,2023-12-16,2023,expired
2807,My Chimney Professional,Paul Farynaz,46 Pine Street,construction_trades,False,master,2029-04-08,2029,active
2118,Names Tapes & More,James & Dorinda Billings,325 Pleasant Street,other_uncategorized,False,master,2026-04-05,2026,expired
2187,National Motors Inc,Carlos Terrera,40 Summer Street,automotive_transport,False,master,2022-10-09,2022,expired
2749,New England Health Educators,Patrick Sullivan,197 Reservoir Road,health_wellness,False,master,2028-03-13,2028,active
2469,"New England Ninja Academy, LLC",Rich Archer,321 Mass Avenue,personal_services,False,master,2025-11-02,2025,expired
2748,New Engalan Scapes,Theo Sawyer,37 Ruth Street,other_uncategorized,False,master,2028-08-06,2028,active
2708,"New Generation Spray Foam, Inc",Franklin Italo & Criollo Cajamaria,3 Lancaster Avenue,construction_trades,False,master,2024-02-12,2024,expired
2907,New Outlooks,Carol & John Boivin,266 Mass Ave,automotive_transport,False,master,2030-02-06,2030,active
2003,Nichols Excavating,Brandon Nichols,380 New West Townsend Road,construction_trades,False,master,2024-01-26,2024,expired
1925,Nick's Stump Grinding,Nicholas Pope,114 South Row Road,other_uncategorized,False,master,2020-05-10,2020,expired
2202,North Central Custom Sportswear,John Palumbo,105 Fairview Road,home_services,False,master,,,unknown
2870,Nordic Hammer Home Renovation,Alexander Blinn,912 Mass Avenue,construction_trades,False,master,2029-12-14,2029,active
2584,Northeast Gen. Contracting & Property Mgmt,Christopher R. Amenta,420 Goodrich Street,construction_trades,False,master,2026-09-05,2026,active
2805,Northeast Site Realty,Joseph M. Levine,163 Island Road,real_estate_property,False,master,2029-03-20,2029,active
2563,Notary Public A+,Maria Barios,25 Skylark Lane,food_beverage,False,master,2026-09-12,2026,active
2797,North Port Solutions LLC,Kimberlee Martin,522 Burrage Street,technology_consulting,False,master,2028-10-20,2028,active
2504,No Way Collectibles,Christopher Shumski,168 Chase Road,other_uncategorized,False,master,2026-03-09,2026,expired
2094,"Nutrition For Our Pets, LLC",Susan Hammond,1042 Northfield Road,pet_services,False,master,2025-12-28,2025,expired
2686,One Family Insurance,Art Cavillo,3 Lancaster Avenue,finance_accounting,False,master,2027-11-01,2027,active
2528,Ooh Lala's Creations,Jailyn Guzman-Rivera,1 Rodgers Way Unit 202,arts_creative,False,master,2026-05-12,2026,expiring_soon
632,On The Rocks,Jonathan Dickaut,96 Lake Front Avenue,other_uncategorized,False,master,2027-03-23,2027,active
2028,"P&S Trucks & Parts, Inc.",Brian& Elizabeth  Pomerleau,571 Chase Road,other_uncategorized,False,master,2021-04-28,2021,expired
2558,Paralegal & Nico LLC,Monica Cordon,21 Hamlin Street,legal,False,master,2026-08-30,2026,active
1887,Patrick Taylor Plumbing,Patrick Taylor,878 Flat Hill Road,construction_trades,False,master,2020-08-16,2020,expired
2873,Patrick Slattery Architect,Patrick Slattery,139 Leominster Road,construction_trades,False,master,2030-01-16,2030,active
2914,"Paul Gossllllelin Jr. Lic, Electrician",Paul M Gosselin Jr.,53 Prospect Street,construction_trades,False,master,2029-08-10,2029,active
2791,P C Gilchrest Woodworking,Peter Gilchrest,195 Mulpus Road,pet_services,False,master,2028-12-08,2028,active
2294,Peach Garden Spa & Bodyworks,Huijin Qian,1259 Mass Ave,health_wellness,False,master,2023-09-03,2023,expired
2357,Pentedemos Design,Mikaela Pentedemos,434 Page Street,arts_creative,False,master,2028-02-05,2028,active
2900,"Peter M  Kelly, LLC",Peter Kelly,36 Summer Street,pet_services,False,master,2030-03-22,2030,active
2440,Phil Aiello Electrician LLC,Phillip C. Aiello,399 Page Street,construction_trades,False,master,2025-07-27,2025,expired
2811,Piggys Powerwashing,Karl Farynaz,46 Pine Street,construction_trades,False,master,2029-04-10,2029,active
2082,Pilates By Maureen,Maureen LeMarble,21 Main Street,other_uncategorized,False,master,2021-11-27,2021,expired
2678,"Pit-Stop Auto Solutions,  inc.",Carlos Ciprian,381 Mass Avenue,automotive_transport,False,master,2027-08-19,2027,active
2671,Pixelated Tech,Michael Matthews,1 Main Street suite 11,technology_consulting,False,master,2027-09-23,2027,active
2284,"Podium Event Marketing Group, LLC",Audra Kirtland,697 Flat Hill Road,personal_services,False,master,2023-07-29,2023,expired
2128,Poe & Company Limited,Christopher Poe,308 West Street,other_uncategorized,False,master,2022-05-22,2022,expired
2209,Predictability Plus Inc,Gary Steeves,100 Laurel Lane,other_uncategorized,False,master,2022-12-12,2022,expired
2759,Premier Basement Waterproofing LLC,Michael Albert,8 Lena Lane,other_uncategorized,False,master,2028-05-12,2028,active
2683,Premier Weeding Solutions,Mary Elizabeth Thurston,107 Cross Street,technology_consulting,False,master,2027-10-12,2027,active
1863,Premium Motors,Adnan Inayat,10 Massachusetts Ave,automotive_transport,False,master,2019-08-24,2019,expired
2262,Pro House Care,Abel Vanegas,767 New West Townsend Road,automotive_transport,False,master,2027-04-25,2027,active
2889,Pourfection by Rachael,Rachael Richard,181 Reservoir Road,other_uncategorized,False,master,2030-01-06,2030,active
2531,Proverse Solutions,Dana French,57 Great Pond Road,technology_consulting,False,master,2026-05-31,2026,expiring_soon
2546,Prowash,James M. Deschamps,479 Northfield Road,other_uncategorized,False,master,2026-08-06,2026,active
2356,Quality Business Printing Consultants,David Doren,7 Tri-Town Drive unit 207,other_uncategorized,False,master,2024-08-04,2024,expired
2641,"Quality Tech Welding , LLC",Gerard Croteau,55 Wildwood Road,construction_trades,False,master,2027-04-05,2027,active
2829,Rachel's Here!,Rachel Karten,111 Burrage Street,other_uncategorized,False,master,2029-07-23,2029,active
2723,Rainbows End Apiary,Katie Ravellette,180 Whalom Road,pet_services,False,master,2028-04-09,2028,active
2687,Raini Nails & Spa,Matthew Nguyen,327 Mass Avenue,health_wellness,False,master,2023-11-02,2023,expired
2442,Ramey Music,Maia Ramey,24 Mass Avenue,arts_creative,False,master,2025-07-29,2025,expired
2800,Rank The Vot Action,Nathan Lockwood,91 Main Street,other_uncategorized,False,master,2029-03-13,2029,active
2427,Raymond Lanzilotti Electrical,Raymond Lanzilotti,327 Mass Avenue,construction_trades,False,master,2024-07-23,2024,expired
2722,R.C. Motors,Robert/Michael Lovewell,24 Mass Avenue,automotive_transport,False,master,2027-09-25,2027,active
2301,Real Estate Exchange,JoAnne Hamberg,480 Electric Avenue,real_estate_property,False,master,2026-08-30,2026,active
1904,Recio Auto Repair,Yael D. Recio,58 Highland Street,automotive_transport,False,master,2026-08-22,2026,active
2712,Red Barn Supply,Patrick Callahan,24 Beal Street,retail,False,master,2028-02-27,2028,active
2697,Red Trillium Gardens,Elisabeth Fracalossi,37 Valley Road,agriculture,False,master,2024-01-22,2024,expired
2716,Redbox Automated Retail UC,Redbox,54 Chase Road,automotive_transport,True,master,2027-08-07,2027,active
2165,Regis Corp/ Cost Cutters,eric Bakken,381 Massachusetts Avenue,other_uncategorized,True,master,2021-09-26,2021,expired
2781,Reiki Healing Place,Ruth Ann White,333 Massachusetts Ave,other_uncategorized,False,master,2028-10-03,2028,active
2296,RHR Real Estate,Michael Roy,3 Jacklyn Drive,real_estate_property,False,master,2024-06-29,2024,expired
2307,R. LeClair Painting,Ryan LeClair,124 Electric Avenue,construction_trades,False,master,2024-06-29,2024,expired
2751,Road Test Rentals,Cheryl McCadden,197 White Street,real_estate_property,False,master,2028-06-29,2028,active
2462,Robert Proctor Excavating,Robert I Proctor III,779 West Street,construction_trades,False,master,2025-09-01,2025,expired
2727,Robert Correa Electrician,Robert Correa,353 West Street,construction_trades,False,master,2027-02-07,2027,active
2355,Ronald Henri Albert AIA-Architect,Ronald H. Albert,110 Pleasant Street,construction_trades,False,master,2024-03-20,2024,expired
2826,Room 108 Studios,Jonathan Conlon,151 South Row Road,arts_creative,False,master,2029-07-15,2029,active
2326,Sadie Anne Photography,Sarah A. Coon,56107 Carousel Lane,personal_services,False,master,,,unknown
2177,Sages Band,Alain Lima Michel,39 Mass Avenue,arts_creative,False,master,2025-07-29,2025,expired
2718,Ryans Rentals,Jean Marie Proctor,390 Electric Avenue,real_estate_property,False,master,2028-05-07,2028,active
2743,Salon Bliss,Kerri-Ann Stackhouse,1 Main Street,health_wellness,False,master,2028-05-17,2028,active
2864,Salon Bliss,Andrea Stromberg,122 Whalom Road,health_wellness,False,master,2029-09-05,2029,active
2740,Samantha Foster Sound,Samantha Foster,7 Rogers Way Unit 306,other_uncategorized,False,master,2028-03-13,2028,active
2059,S & B Home Improvements & Handy man Services,Matthew Furman,1 Main Street,construction_trades,False,master,2024-09-30,2024,expired
2786,Sarjudas LLC,Jasminkumar Patel,433 Electric Avenue,other_uncategorized,False,master,2028-12-12,2028,active
2762,Santiago Construction,Segundo Santiago,14 Northfield Road,construction_trades,False,master,2028-10-16,2028,active
2373,Sawyer Landscaping,Theo Sawyer,105 Rolling Acres Road,construction_trades,False,master,2025-05-06,2025,expired
2143,Schweetie Designs,Debora Passios,24 Beal Street,arts_creative,False,master,2026-08-27,2026,active
2912,Scorria,Tilla Cunha,201 Rolling Acres Road,other_uncategorized,False,master,2030-03-09,2030,active
2804,SDG Sales & Strategy,Suzanne DeGeorge,48 Pearl Street,retail,False,master,2029-04-01,2029,active
2497,Secret Grotto Salon,Ailynn Teirnan,1259 Mass Ave,health_wellness,False,master,2026-02-14,2026,expired
2417,Secure Signal Systems Inc.,Patrick Callahan,433 Electric Avenue,construction_trades,False,master,2022-06-18,2022,expired
2726,"Seeley Automotive Services, LLC",Paul Seeley,1249 Mass Avenue,automotive_transport,False,master,2027-01-20,2027,active
2696,Select Remodeling,Gregory Barnak,487 Reservoir Road,construction_trades,False,master,2028-01-18,2028,active
2799,"Settlers Crossing Enterprise, Inc.",Laura Caron-Gustus/William J. Gustus,994 Northfield Road,automotive_transport,False,master,2029-03-26,2029,active
2142,Settlers Pub,Donald E. Lyons,24 Beal Street,food_beverage,False,master,2021-04-02,2021,expired
2471,Shapiro Educational Behavioral Consultants,Robert Shapiro,994 Northfield Road,personal_services,False,master,2025-09-25,2025,expired
2770,Simply YouNeek,Abigail Rodriguez,383 Whalom Road,other_uncategorized,False,master,2028-10-29,2028,active
2058,Six Penny Services,Sara Jana Penniman,144 Northfield Road,other_uncategorized,False,master,2022-10-01,2022,expired
2881,S J  Leisure Products,Stephen J Hartka,51 Peninsula Drive,other_uncategorized,False,master,2029-12-23,2029,active
2545,SMD Construction Co.,Steven deBettencourt,25 Wallis Park,construction_trades,False,master,2026-08-14,2026,active
2676,Smokestack Roasters,Jaclynn Nicoll,145 Pleasant Street,other_uncategorized,False,master,2027-08-26,2027,active
2181,SMS Solutions,Ehsan Siddiqui,111 Burrage Street,technology_consulting,False,master,2022-09-26,2022,expired
2293,Sommala Associates,Souvanna Sommala,39 Mass Avenue,other_uncategorized,False,master,2024-02-06,2024,expired
2180,Spirit Halloween,Joseph Golio,140 LEOMINSTER Shirley Road,other_uncategorized,False,master,2022-08-22,2022,expired
2364,SRB Signature Kitchens and Baths,Christine Babineau,721 Goodrich Street,construction_trades,False,master,2028-02-13,2028,active
2812,Stella Electric,Peter Stella,22 Cove Road,pet_services,False,master,2029-03-11,2029,active
2775,Steady Guglietti Precision Painting,Michael A. Guglietti,321 Maas avenue,construction_trades,False,master,2028-08-30,2028,active
2638,Stemmy's Auto Body,Rocco L. LaStella Jr.,555 Chase Road,automotive_transport,False,master,2022-06-14,2022,expired
2369,Stillman Dairy Country fair,Colleen & Garth Stillman,36 Woodland Drive,agriculture,False,master,2022-07-24,2022,expired
2890,Stillman Enterprises,Griffin Stillman,381 Massachusetts Avenue,construction_trades,False,master,2030-01-21,2030,active
2235,Stillman's Greenhouse & Farm Stand,Glenn Stillman,147 West Street,food_beverage,False,master,2026-09-09,2026,active
2155,Sunday Morning AA,Bill Berthoud,991 Lancaster Avenue,other_uncategorized,False,master,2027-03-23,2027,active
2893,Strategic Resources Management,Jeffrey Harris,991 Lancaster Avenue,other_uncategorized,False,master,2029-12-22,2029,active
2212,Summit Apparel LLC,Brandon Floersheim,1399-1410 Lancaster Ave,arts_creative,False,master,2027-04-13,2027,active
2719,Sunrise Accounting by Dawn,Dawn Tower,237 Electric Avenue,finance_accounting,False,master,2028-04-01,2028,active
2614,SureTech Consulting,Daniel Goodwin,439 Hollis Road,technology_consulting,False,master,2027-01-24,2027,active
2093,"Susan Targove, Handweaver",Susan E. Targove,86 Page Street,other_uncategorized,False,master,2019-01-13,2019,expired
2741,"Sweets Pest Control, LLC",Alexander Sweet,1259 Mass Avenue,home_services,False,master,2028-06-13,2028,active
2636,Synaptic Quest,Andrew Wright,380 N W Townsend Road,other_uncategorized,False,master,2024-02-18,2024,expired
2217,,,,unknown,False,master,,,unknown
1795,Take Pride Home Improvement LLC,Michael Cooper,43 The Clearing Street,construction_trades,False,master,2025-08-10,2025,expired
2324,Tamarack Restoration Inc,Thomas Peterson,91 Gilchrest Street,pet_services,False,master,2025-07-26,2025,expired
2415,The Autumn Leaf-Pottery & Crafts,Linda E. Donalds,492 Holman Street,arts_creative,False,master,2022-10-17,2022,expired
2444,Teeples messenger Service,Caitlin King Roy,213 Sunneyhill Road,other_uncategorized,False,master,2024-07-07,2024,expired
2439,TG Moore's Building & Remodeling,Travis Moore,110 Mulpus Road,construction_trades,False,master,2025-06-30,2025,expired
2785,TK Powerwash,Rafael lopez Gonzalez,10 Pleasantview Road,construction_trades,False,master,2028-12-04,2028,active
2857,The Bonjour School,Linda Smith,742 Massachusetts Avenue,other_uncategorized,False,master,2029-08-23,2029,active
2859,The Hope Lab,Anthony Nardella,1 Main Street Suite 12,health_wellness,False,master,2025-11-03,2025,expired
2298,The Illustrated Room,Emily Ashman,51 Tilton Avenue,other_uncategorized,False,master,2023-08-06,2023,expired
2189,The Robbins Nest,Carol L. Robbins,32 Whalom Road,automotive_transport,False,master,2022-01-30,2022,expired
2251,The Happy  Family Gifts.com,James Deschamps,479 Northfield Road,retail,False,master,2024-11-02,2024,expired
2104,The October Moon,Crystal White,240 Holman street,arts_creative,False,master,2026-05-02,2026,expiring_soon
2814,The Online Paperweight Shop,George Allard,49 Turkey Hill Road,arts_creative,False,master,2029-05-01,2029,active
2377,The Real Deal Distributers,Richard Ermini,119 Chase Road,other_uncategorized,False,master,2023-03-18,2023,expired
2221,The Travelling Toothfairy,Marcy E. Foreman,9 Fire Road 15A,other_uncategorized,False,master,2026-07-31,2026,active
2793,The Vanity Key,Kianna-Lea Sanchez,3  Main St unit 2,other_uncategorized,False,master,2028-07-02,2028,active
2244,The Water Heater Company,Brian L. Lamore,124 Electric Avenue,other_uncategorized,False,master,2024-01-11,2024,expired
2668,The Wilmat Company Inc,William Gallowayt III,83 Elmwood Road,other_uncategorized,False,master,2027-03-06,2027,active
2346,The Woodery Lumber Co.,Stephen W. Turner,104 Pleasant Street,other_uncategorized,False,master,2024-01-27,2024,expired
2486,The Zen Paw Spa,Jasmine Lopez,1 Main Street Suite 7,health_wellness,False,master,2025-12-20,2025,expired
2374,Timber Pros,Travis Thompson,32308 Carousel Lane,other_uncategorized,False,master,2022-12-13,2022,expired
2892,"TNT Quilt Boards, LLC",Tracy J. Kennedy,355 Hollis Road,other_uncategorized,False,master,2030-01-28,2030,active
2653,Today's Dental of Lunenburg,li zhong,585 Massachusetts Ave,health_wellness,False,master,2027-06-21,2027,active
2220,Todd Whitney Electric,Todd Whitney,639 Townsend Harbor Road,construction_trades,False,master,2022-03-19,2022,expired
2819,Torchlight Artist Group,George Benjamin Allard,49 Turkey Hill Road,arts_creative,False,master,2029-06-09,2029,active
2608,Travelers Antiques,David deDiego,571 Chase Road,retail,False,master,2027-01-10,2027,active
2906,Trendy Kitchenware,Estere Koffi-Lougbo,46 Fairview Road,retail,False,master,2030-02-24,2030,active
2675,Trina Knudsen Photographic Arts,Trina Knudsen,487 Holman Street,personal_services,False,master,2027-09-20,2027,active
2884,T & P Convenience Store,Tina Thai,5 Summer Street Unit 2,food_beverage,False,master,2029-11-24,2029,active
1827,Trocquet It Training & Consulting,Walter Trocquet Jr,611 West Street,technology_consulting,False,master,2023-02-05,2023,expired
1944,Two Brothers Junk Removal,Cody Roberts-Mahoney,101 White Street,construction_trades,False,master,2025-07-19,2025,expired
2083,Two Son's Construction,Christopher Shaw,11 Francis Avenue,construction_trades,False,master,2026-03-14,2026,expired
2226,,,,unknown,False,master,,,unknown
2903,"Unique Motors Group, INC",Eric Quintana,40 Summer Street,automotive_transport,False,master,2030-02-18,2030,active
,Unitil,,,utility_energy,True,master,,,unknown
2506,,,,unknown,False,master,,,unknown
2656,Vegetable Circus,Brian Walden,73 Sunnyhill Road,other_uncategorized,False,master,2027-07-11,2027,active
2739,Vibes Tree Service,Rovin Bernal,190 Chase Road,agriculture,False,master,2007-07-01,2007,expired
2499,Vic's Variety,Victor Mansfield,18 Hillside Drive,other_uncategorized,False,master,2026-02-15,2026,expired
2916,Victory Electric,Brian Sciabarrasi,95 N W Townsend Road,construction_trades,False,master,2030-03-30,2030,active
2778,Victory Lane Towing,Timothy Robichaud,3 Chase Road,automotive_transport,False,master,2028-12-02,2028,active
2737,VIP Petcare,Community Vet Clinics,319 Mass Avenue,pet_services,True,master,2028-05-21,2028,active
2680,Visionwright (formerly Island Services),Andrew J. Malcomb,149 Island Road,other_uncategorized,False,master,2027-05-29,2027,active
2384,Voyage Nutrition,Jonathan Frenette,5 Summer Street unit 10,other_uncategorized,False,master,2024-11-23,2024,expired
2205,Walmart 2118,Joan Cormier,301 Mass Avenue,other_uncategorized,False,master,2022-06-18,2022,expired
2818,Ward Greenhouses,Mark Ward,570 Leominster Road,agriculture,False,master,2029-02-18,2029,active
2802,Ware Landscaping,Michael Ware,33 Crest Ave,construction_trades,False,master,2029-03-15,2029,active
2788,"Web Motors Group, Inc",Glauciel Oliveira,40 Summer Street,automotive_transport,False,master,2028-12-17,2028,active
2406,We Bin Better,Kevin Gendron,107 B Flynn Road,other_uncategorized,False,master,2027-04-13,2027,active
2408,WGCC Indoors,Kevin McNally & Darin Storms,68 Hemlock Drive,other_uncategorized,False,master,2022-08-30,2022,expired
1548,Whalom Home Services,Gary Steeves,100 Laurel Lane,other_uncategorized,False,master,2023-07-24,2023,expired
